full_name,external_id,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3,quote_text,quote_deidentified
Anna Paulina Luna,,abortion,5,"Luna calls herself a 'pro-life extremist' and her recorded Nov 2022 position on OnTheIssues states 'Abortion disallowed with no exceptions,' placing her at value 5. She has attributed her anti-abortion stance to a college experience and has been a consistent anti-abortion voice in Congress.",https://www.ontheissues.org/FL/Anna_Paulina_Luna.htm,https://en.wikipedia.org/wiki/Anna_Paulina_Luna,,
Anna Paulina Luna,,civil-rights,5,"Luna's Nov 2022 position states 'Oppose Critical Race Theory; racism is no threat' and she 'strongly opposes legally requiring hiring women and minorities.' This places her at value 5: eliminating affirmative action and all race-based government programs.",https://www.ontheissues.org/FL/Anna_Paulina_Luna.htm,,,
Anna Paulina Luna,,climate-change,5,"Luna has a lifetime LCV score of 0% (2023–2025), voting against every tracked environmental measure. Her recorded position states 'environmental regulations cost jobs.' She has consistently voted against climate initiatives, clean energy incentives, and international climate efforts.",https://www.lcv.org/congressional-scorecard/moc/anna-paulina-luna,https://www.ontheissues.org/FL/Anna_Paulina_Luna.htm,,"environmental regulations cost jobs","environmental regulations cost jobs"
Anna Paulina Luna,,deportation,4,"Luna's recorded positions emphasize border security and requiring immigrants to 'pass background check and contribute to society,' paired with supporting 'counter trafficking efforts at the US-Mexico border.' This reflects a deport-everyone-without-legal-status approach prioritizing criminal records, consistent with value 4.",https://www.ontheissues.org/FL/Anna_Paulina_Luna.htm,https://en.wikipedia.org/wiki/Anna_Paulina_Luna,,
Anna Paulina Luna,,fossil-fuels,5,"Luna's recorded position is 'Yes fracking; environmental regulations cost jobs' and 'American Oil from American Soil.' Her LCV score is 0% lifetime; she voted to reverse Arctic drilling protections, block fracking bans, and open public lands to energy extraction — consistent with value 5 (remove environmental restrictions and maximize fossil fuel extraction).",https://www.ontheissues.org/FL/Anna_Paulina_Luna.htm,https://www.lcv.org/congressional-scorecard/moc/anna-paulina-luna,,"American Oil from American Soil","American Oil from American Soil"
Anna Paulina Luna,,healthcare,4,"Luna identifies as a 'medical freedom' advocate and is 'against vaccine mandates,' opposing expansion of ObamaCare. Her Heritage Action score is 98%, reflecting consistent opposition to expanded government healthcare. This aligns with value 4: only help the poorest people afford healthcare and leave everyone else to employers and private insurance.",https://www.ontheissues.org/FL/Anna_Paulina_Luna.htm,https://en.wikipedia.org/wiki/Anna_Paulina_Luna,,"For medical freedom and against vaccine mandates","For medical freedom and against vaccine mandates"
Anna Paulina Luna,,immigration,4,"Luna's recorded Nov 2022 position: 'Pass background check and contribute to society' and strong border enforcement focus. Her 98% Heritage Action score reflects consistent support for restricting immigration and limiting public services to those with legal status, consistent with value 4.",https://www.ontheissues.org/FL/Anna_Paulina_Luna.htm,https://en.wikipedia.org/wiki/Anna_Paulina_Luna,,
Anna Paulina Luna,,medicare/aid,4,"Luna's 98% Heritage Action score and consistent opposition to expanding ACA and government healthcare programs aligns with value 4 (partially privatize Medicare and reduce Medicaid). No evidence of complete phase-out advocacy (value 5) was found in fetched sources.",https://www.ontheissues.org/FL/Anna_Paulina_Luna.htm,https://en.wikipedia.org/wiki/Anna_Paulina_Luna,,
Anna Paulina Luna,,misinformation,4,"Luna supports FEC regulation of social media platforms but frames this as protecting conservatives from censorship rather than combating misinformation. She accused Twitter and the federal government of jointly censoring Americans in 2020. Her stance prioritizes free speech protection over government-mandated content moderation, consistent with value 4.",https://en.wikipedia.org/wiki/Anna_Paulina_Luna,,,
Anna Paulina Luna,,religious-freedom,4,"Luna's recorded Nov 2022 position states 'Religious Liberty is at risk; no laws about religion' and she is a consistent defender of religious freedom in line with her 98% Heritage Action score. This aligns with value 4: protect religious freedom and allow faith-based exemptions from laws that conflict with sincere religious beliefs.",https://www.ontheissues.org/FL/Anna_Paulina_Luna.htm,,,
Anna Paulina Luna,,tariffs,4,"Luna's 'American Oil from American Soil' and America First economic positioning, combined with strong economic nationalism reflected in her 98% Heritage Action score, align with value 4: increasing tariffs on countries that don't trade fairly with America. She co-sponsored a credit card interest rate cap with AOC (2025), showing economic populism but not pure free-trade orientation.",https://www.ontheissues.org/FL/Anna_Paulina_Luna.htm,https://en.wikipedia.org/wiki/Anna_Paulina_Luna,,
Anna Paulina Luna,,taxes,4,"Luna's Nov 2022 recorded position: 'Enhance tax cuts; reduce subsidy spending.' Her 98% Heritage Action score reflects consistent support for tax cuts and reduced government spending, consistent with value 4 (cut taxes for everyone and scale back public services).",https://www.ontheissues.org/FL/Anna_Paulina_Luna.htm,,,"Enhance tax cuts; reduce subsidy spending","Enhance tax cuts; reduce subsidy spending"
Anna Paulina Luna,,trans-athletes,4,"Luna opposes what she calls 'radical left-wing gender theory' in schools and maintains a 98% Heritage Action score, indicating consistent conservative voting on gender issues. Her strong social conservatism aligns with value 4: require transgender athletes to compete only on teams matching their biological sex assigned at birth.",https://en.wikipedia.org/wiki/Anna_Paulina_Luna,,,
