full_name,topic_key,source_url,snippet,snippet_index
Daniel McCay,abortion,https://senate.utah.gov/utah-legislature-continues-to-fight-to-protect-life/,"Senator Dan McCay, sponsor of S.B. 174, stated: ""Utah has been at the forefront of fighting for life. Earlier this year, the U.S. Supreme Court overturned Roe v. Wade and rightfully gave states back the decision to choose their abortion regulations. This was a monumental victory for human life. We will continue to vigorously defend the unborn and prohibit elective abortion, standing up for those who cannot defend themselves."" Senator Dan McCay sponsored S.B. 174, legislation passed by the Utah Legislature in 2020. This measure would ban elective abortions in the state except in cases of rape, incest, or medical emergency.",0
Daniel McCay,abortion,https://www.deseret.com/utah/2020/3/2/21161730/abortion-ban-utah-senate-except-rape-incest,"Sen. Dan McCay, R-Riverton, sponsored SB174, which the Utah Senate passed 22-6 along party lines. McCay stated: ""I think it's the government's role to speak up for those who can't speak for themselves."" SB174 would prohibit abortion except in cases of rape, incest, threats to the woman's life or ""substantial impairment,"" or severe fetal abnormalities. Violating the ban would constitute a second-degree felony. The law would only take effect if a court of binding authority rules that states may prohibit abortion.",0
Daniel McCay,trans-athletes,https://www.deseret.com/utah/2024/1/26/24052193/utah-legislature-gives-final-approval-to-transgender-bathroom-bill/,"Floor sponsor Sen. Dan McCay, R-Riverton, on Thursday highlighted the lack of enforcement for provisions excluding transgender individuals from restrooms that don't match their gender identity; he was more forceful on Friday, saying transgender individuals should not use a restroom that differs from their sex at birth. ""If there's questions,"" he said, ""they ought to find a non-gender specific one."" McCay indicated optimism about the final legislation, remarking: ""I'm fairly confident that we've gotten the policy to where it needs to be for the state.""",0
Daniel McCay,trans-athletes,https://www.kuer.org/politics-government/2024-01-31/utahs-lawmakers-made-quick-moves-on-dei-and-transgender-bathroom-access,"Republican Sen. Dan McCay stated: ""A person should go to the bathroom of their birth sex."" He also noted that transgender individuals remain potentially subject to criminal charges if they use incorrect sex-designated facilities without engaging in inappropriate behavior. Governor Spencer Cox signed the transgender bathroom bill on January 30, characterizing the measure as increasing ""privacy protections for all.""",0
Daniel McCay,religious-freedom,https://freedomindex.us/ut/legislator/13830/,"Senator Daniel McCay (R-Utah, District SD-018) has an overall Freedom Score of 79%. In the 2025-2026 session he voted YES on SB174 Conscience Exemptions (3/2/2026), described as allowing a health provider to choose not to participate in certain activities. McCay's 2025-2026 session score is 82%.",0
Daniel McCay,school-vouchers,https://www.deseret.com/utah/2023/1/26/23572784/final-vote-on-hb215-voucher-teacher-raise-legislature/,"With the last OK from the full Senate on a 20-8 vote Thursday, HB215 now goes next to Gov. Spencer Cox. The bill will set up a voucher system in the state providing $8,000 scholarships to qualifying families for private education and give licensed educators a $6,000 pay raise. Democrats in the Senate all voted against the bill Thursday, along with two Republicans, Sens. Derrin Owens and David Hinkins.",0
Daniel McCay,school-vouchers,https://www.kuer.org/education/2023-01-26/utah-lawmakers-send-a-teacher-pay-bump-and-school-vouchers-to-the-governor,"Utah lawmakers sent a teacher pay bump and school vouchers to the governor after the bill passed both the House and Senate. The Utah Legislature passed HB215, which will provide $8,000 scholarships to qualifying families for private education. The bill establishing a universal school choice program in Utah passed 20-8 in the Senate.",0
Daniel McCay,childcare,https://freedomindex.us/ut/legislator/13830/,"Senator Daniel McCay voted NO on SB248 Expanding State-funded Childcare (2/25/2026). The bill would create employer-sponsored, state-assisted childcare. McCay's vote reflects his stated platform of ""Lower Taxes. Less Government"" and his 82% Freedom Score in the 2025-2026 session.",0
Daniel McCay,childcare,https://www.danmccay.com/,"Dan McCay, Utah State Senator for District 18, states his platform as ""Lower Taxes. Less Government."" This reflects consistent opposition to expanding government-administered social programs such as state-funded childcare, consistent with his vote against SB248.",0
Daniel McCay,ai-regulation,https://www.kuer.org/politics-government/2026-04-19/trump-doesnt-want-states-regulating-ai-utah-rep-doug-fiefia-isnt-listening,"McCay argued the bill exceeded necessary child safety measures. He stated: ""It would have driven Utah out of the AI innovation business,"" citing concerns that the legislation included whistleblower protections and risk disclosure requirements beyond child safety protocols. McCay said: ""I've been around long enough to recognize the invention of fire, the wheel, cars and the internet did not ruin society and I'm very skeptical of anyone trying to scare society into regulations.""",0
Daniel McCay,immigration,https://www.deseret.com/politics/2025/03/06/utah-legislature-approves-bill-to-qualify-immigrants-convicted-of-crimes-for-immediate-deportation/,"Sen. Dan McCay, R-Riverton, served as the floor sponsor for HB226, which would increase maximum jail sentences for certain class A misdemeanors from 364 to 365 days. This change would trigger federal deportation policies for noncitizens convicted of crimes with sentences of at least one year. McCay said: ""We know that federal policy is broken. The question is, is there a way that we can take this magnet status away for illegal immigration to avoid some of the cost?""",0
Daniel McCay,immigration,https://utahnewsdispatch.com/2025/03/07/utah-legislature-passes-immigration-law-to-support-deportations/,"Sen. Dan McCay, R-Riverton, was the Senate floor sponsor of HB226. McCay noted that the legislation ""does affect those that are legally here working but that's why we went and narrowed it like we did."" The bill passed out of the Senate on a 21-8 vote, with Sens. Daniel Thatcher, R-West Valley, and Todd Weiler, R-Woods Cross, joining Democrats in opposition.",0
Daniel McCay,deportation,https://utahnewsdispatch.com/2025/03/07/utah-legislature-passes-immigration-law-to-support-deportations/,"Sen. Dan McCay, R-Riverton, was the Senate floor sponsor of HB226. McCay noted that the legislation ""does affect those that are legally here working but that's why we went and narrowed it like we did."" The bill passed out of the Senate on a 21-8 vote, with Sens. Daniel Thatcher, R-West Valley, and Todd Weiler, R-Woods Cross, joining Democrats in opposition.",0
Daniel McCay,deportation,https://www.deseret.com/politics/2025/03/06/utah-legislature-approves-bill-to-qualify-immigrants-convicted-of-crimes-for-immediate-deportation/,"Sen. Dan McCay, R-Riverton, served as the floor sponsor for HB226, which would increase maximum jail sentences for certain class A misdemeanors from 364 to 365 days. This change would trigger federal deportation policies for noncitizens convicted of crimes with sentences of at least one year. McCay defended the bill against critics who argued it departed from the Utah Compact on Immigration.",1
Daniel McCay,taxes,https://senate.utah.gov/senate-and-house-majority-announce-tax-relief-proposal-for-utahns/,"Sen. Dan McCay sponsored SB60, reducing Utah's flat income tax and corporate tax rate from 4.5% to 4.45%, continuing the trend of income tax cuts for the fifth consecutive year. The bill represents ongoing Republican legislative priority of reducing the individual income tax burden for Utah families and businesses.",0
Daniel McCay,taxes,https://www.danmccay.com/,"Dan McCay, Utah State Senator for District 18, states his platform as ""Lower Taxes. Less Government."" McCay sponsored SB60 in 2026, the fifth consecutive year of income tax rate reductions in Utah, reducing the rate from 4.95% in 2021 to 4.45% in 2026.",0
Daniel McCay,redistricting,https://www.fox13now.com/news/politics/utah-state-legislature-meets-in-special-session-to-pick-a-redistricting-map,"Sen. Dan McCay from Riverton characterized the court-ordered redistricting process as ""a farce and it's a joke."" He complained legislators faced a compressed timeline while the judge had eight or nine months to make a decision, and criticized the ruling as having ""a lack of respect for the people and a lack of respect for the process."" McCay voted against the court-ordered map as a formal protest of the court orders.",0
Daniel McCay,homelessness,https://www.billtrack50.com/billdetail/1804621,"Dan McCay (R) is listed as one of two sponsors of UT HB0329 Homeless Services Amendments (2025). Key provisions include establishing shelter safety requirements including zero-tolerance policies for illegal drugs and cooperation protocols with law enforcement, and a ""pathway to human thriving"" concept. The bill was signed by the Governor on March 27, 2025, with an effective date of May 7, 2025.",0
Daniel McCay,homelessness,https://legiscan.com/UT/bill/HB0329/2025,"Utah HB0329 Homeless Services Amendments (2025 General Session), with Chief Sponsor Tyler Clancy and Senate Sponsor Daniel McCay. The House passed HB329 on February 24, 2025, with a vote of 68 yes, 0 no. The bill establishes safety requirements for homeless shelters, including zero-tolerance policies for illegal drugs and cooperation protocols with law enforcement, and creates a Shelter Counties Advisory Board.",0
