full_name,politician_id,topic_key,value,reasoning
Daniel McCay,6ca52345-ae36-4d19-8058-334f66076ee4,abortion,4,"McCay sponsored Utah's SB174 (2020), a near-total abortion trigger ban with exceptions for rape, incest, serious threats to maternal health, and severe fetal abnormalities — he stated ""I think it's the government's role to speak up for those who can't speak for themselves."" The law bans abortion in nearly all cases but explicitly preserves the rape/incest/maternal-health exceptions, not a total ban. — best matches stance 4 (restrict abortion to only cases involving rape, incest, or serious threats to the mother's life)."
Daniel McCay,6ca52345-ae36-4d19-8058-334f66076ee4,trans-athletes,4,"McCay co-sponsored HB257 (2024), banning transgender women from women's sports and restricting transgender bathroom access to birth-sex facilities; as Senate floor sponsor he said ""A person should go to the bathroom of their birth sex."" The bill requires athletes to compete on teams matching biological sex assigned at birth. — best matches stance 4 (require transgender athletes to compete only on teams matching their biological sex assigned at birth)."
Daniel McCay,6ca52345-ae36-4d19-8058-334f66076ee4,religious-freedom,5,"McCay voted YES on SB174 (2026) expanding conscience/religious exemptions for healthcare providers, consistent with his broader record of supporting religious autonomy. His Freedom Index score of 79% (82% in 2025-26) reflects consistent support for religious liberty, and his ""Lower Taxes. Less Government"" platform extends to minimal government interference in faith-based decisions. — best matches stance 5 (strongly protect religious freedom and allow religious organizations complete autonomy in their operations and hiring practices)."
Daniel McCay,6ca52345-ae36-4d19-8058-334f66076ee4,school-vouchers,5,"McCay voted with the Republican majority to pass HB215 (2023), Utah's landmark universal school choice law creating the Utah Fits All Scholarship providing $8,000 vouchers for any private school; the bill passed 20-8 and creates a universal program not limited to low-income families. — best matches stance 5 (providing universal vouchers so that education funding follows the student to any school — public, private, or religious — chosen by the family)."
Daniel McCay,6ca52345-ae36-4d19-8058-334f66076ee4,childcare,5,"McCay voted NO on SB248 (2025), which would have expanded state-funded childcare programs. His stated platform of ""Lower Taxes. Less Government"" reflects consistent opposition to government-administered social programs. — best matches stance 5 (leaving childcare to the private market and families, with no government subsidies or mandates that increase costs for providers and taxpayers)."
Daniel McCay,6ca52345-ae36-4d19-8058-334f66076ee4,ai-regulation,1,"McCay publicly opposed HB286 (2026), Utah's AI child safety bill, saying ""I've been around long enough to recognize the invention of fire, the wheel, cars and the internet did not ruin society and I'm very skeptical of anyone trying to scare society into regulations"" and ""It would have driven Utah out of the AI innovation business."" He favors letting AI companies develop freely. — best matches stance 1 (allow AI companies to develop and deploy technology freely without government interference)."
Daniel McCay,6ca52345-ae36-4d19-8058-334f66076ee4,immigration,4,"McCay was the Senate floor sponsor of HB226 (2025), which increased misdemeanor sentences to trigger automatic federal deportation for noncitizens convicted of crimes, passing 21-8. He said ""We know that federal policy is broken — the question is, is there a way that we can take this magnet status away for illegal immigration?"" The bill restricts public services effectively to those with legal status. — best matches stance 4 (make it harder to immigrate legally and limit public services to people with legal status)."
Daniel McCay,6ca52345-ae36-4d19-8058-334f66076ee4,deportation,4,"As Senate floor sponsor of HB226 (2025), McCay championed using state sentencing law to trigger federal deportation proceedings for noncitizens convicted of misdemeanors; the bill passed 21-8 on near party-line vote. The bill targets those with criminal records first, consistent with starting with criminal-record holders. — best matches stance 4 (deport everyone without legal status, starting with those who have criminal records)."
Daniel McCay,6ca52345-ae36-4d19-8058-334f66076ee4,taxes,5,"McCay sponsored SB60 (2026), reducing Utah's flat income tax from 4.5% to 4.45% — the fifth consecutive year of reductions (from 4.95% in 2021). His campaign platform is explicitly ""Lower Taxes. Less Government."" He has led income tax cuts consistently, reflecting a goal of drastically shrinking the tax burden. — best matches stance 5 (drastically cut taxes and shrink government so people and businesses keep more of their money)."
Daniel McCay,6ca52345-ae36-4d19-8058-334f66076ee4,redistricting,5,"McCay called the court-ordered redistricting process ""a farce and it's a joke"" and ""a lack of respect for the people and a lack of respect for the process,"" objecting to judicial oversight of legislative mapmaking. He voted against the court-mandated map as a protest. — best matches stance 5 (the party that controls the state legislature without outside interference)."
Daniel McCay,6ca52345-ae36-4d19-8058-334f66076ee4,homelessness,4,"McCay was Senate sponsor of HB329 (2025), Homeless Services Amendments, which establishes zero-tolerance policies for illegal drugs in shelters and cooperation protocols with law enforcement, while requiring shelter capacity and a ""pathway to human thriving."" This reflects enforcement of public-space rules combined with required shelter options. — best matches stance 4 (prohibiting encampments on public property with graduated warnings and penalties, while requiring jurisdictions to maintain basic shelter options)."
