# AK top-four-RCV modeling decision (Claude's Discretion per RESEARCH A1/OQ3): single at-large race with primary_party=NULL (LA/CA jungle convention). RCV is research-thoroughness only — no schema change. PROVISIONAL: full declared field, cull >= 2026-08-18 (AK top-four primary, verified elections.alaska.gov 2026-07-07). Position name: U.S. Representative At-Large (office title is 'U.S. Representative'; no prior AK race existed — this sets the at-large convention).
geo_id,full_name,party_from_field,decision,pid_or_external_id,is_incumbent,source
0200,"Nicholas J. Begich III",Republican,REUSE-INCUMBENT,-2000,true,"AK Division of Elections 2026 primary candidate list (elections.alaska.gov/candidates/?election=26prim; top-four-RCV, all parties one ballot; declared field, cull >= 2026-08-18)"
0200,"David R. Ambrose II",Nonpartisan,NEW,-20005,false,"AK Division of Elections 2026 primary candidate list (elections.alaska.gov/candidates/?election=26prim; top-four-RCV, all parties one ballot; declared field, cull >= 2026-08-18)"
0200,"Lady Donna Dutchess",Nonpartisan,NEW,-20006,false,"AK Division of Elections 2026 primary candidate list (elections.alaska.gov/candidates/?election=26prim; top-four-RCV, all parties one ballot; declared field, cull >= 2026-08-18)"
0200,"John E. Foddrill Sr.",Libertarian,NEW,-20007,false,"AK Division of Elections 2026 primary candidate list (elections.alaska.gov/candidates/?election=26prim; top-four-RCV, all parties one ballot; declared field, cull >= 2026-08-18)"
0200,"Eddie Goldfarb",Republican,NEW,-20008,false,"AK Division of Elections 2026 primary candidate list (elections.alaska.gov/candidates/?election=26prim; top-four-RCV, all parties one ballot; declared field, cull >= 2026-08-18)"
0200,"Eric Hafner",Democratic,NEW,-20009,false,"AK Division of Elections 2026 primary candidate list (elections.alaska.gov/candidates/?election=26prim; top-four-RCV, all parties one ballot; declared field, cull >= 2026-08-18)"
0200,"Bill Hill",Nonpartisan,NEW,-20010,false,"AK Division of Elections 2026 primary candidate list (elections.alaska.gov/candidates/?election=26prim; top-four-RCV, all parties one ballot; declared field, cull >= 2026-08-18)"
0200,"James C. ""Jim"" McDermott",Libertarian,NEW,-20011,false,"AK Division of Elections 2026 primary candidate list (elections.alaska.gov/candidates/?election=26prim; top-four-RCV, all parties one ballot; declared field, cull >= 2026-08-18)"
0200,"Yaquelin Reynoso",Democratic,NEW,-20012,false,"AK Division of Elections 2026 primary candidate list (elections.alaska.gov/candidates/?election=26prim; top-four-RCV, all parties one ballot; declared field, cull >= 2026-08-18)"
0200,"David Richey",Nonpartisan,NEW,-20013,false,"AK Division of Elections 2026 primary candidate list (elections.alaska.gov/candidates/?election=26prim; top-four-RCV, all parties one ballot; declared field, cull >= 2026-08-18)"
0200,"Melanie A. Salazar",Nonpartisan,NEW,-20014,false,"AK Division of Elections 2026 primary candidate list (elections.alaska.gov/candidates/?election=26prim; top-four-RCV, all parties one ballot; declared field, cull >= 2026-08-18)"
0200,"Matt Schultz",Democratic,NEW,-20015,false,"AK Division of Elections 2026 primary candidate list (elections.alaska.gov/candidates/?election=26prim; top-four-RCV, all parties one ballot; declared field, cull >= 2026-08-18)"
0200,"Clay Strickland",Republican,NEW,-20016,false,"AK Division of Elections 2026 primary candidate list (elections.alaska.gov/candidates/?election=26prim; top-four-RCV, all parties one ballot; declared field, cull >= 2026-08-18)"
0200,"John B. Williams",Democratic,NEW,-20017,false,"AK Division of Elections 2026 primary candidate list (elections.alaska.gov/candidates/?election=26prim; top-four-RCV, all parties one ballot; declared field, cull >= 2026-08-18)"
0200,"Matthew ""Bronco"" Williams",Undeclared,NEW,-20018,false,"AK Division of Elections 2026 primary candidate list (elections.alaska.gov/candidates/?election=26prim; top-four-RCV, all parties one ballot; declared field, cull >= 2026-08-18)"
