full_name,politician_id,topic_key,value,reasoning
Lincoln Fillmore,c361d768-2253-4731-954d-5df8b132b42e,abortion,4,"Voted Yes on HB467 (2023), which closed all abortion clinics in Utah and restricted exceptions under the state's trigger ban to serious physical threats to the mother's life while removing the rape/incest exception after 18 weeks. This places him firmly in the restrict-to-limited-exceptions camp. — best matches stance 4 (restrict abortion to only cases involving rape, incest, or serious threats to the mother's life)."
Lincoln Fillmore,c361d768-2253-4731-954d-5df8b132b42e,same-sex-marriage,,
Lincoln Fillmore,c361d768-2253-4731-954d-5df8b132b42e,religious-freedom,4,"Voted Yes on SB174 (2026), allowing health care providers to deny treatment based on sincere religious or conscience beliefs, a strong pro-exemption position. His legislative pattern consistently favors protecting faith-based action over anti-discrimination mandates. — best matches stance 4 (protect religious freedom and allow faith-based exemptions from laws that conflict with sincere religious beliefs)."
Lincoln Fillmore,c361d768-2253-4731-954d-5df8b132b42e,trans-athletes,4,"Voted Yes on the veto override of HB11 (March 2022) to ban transgender girls from participating in school sports matching their gender identity, and voted Yes on SB16 (2023) banning gender-affirming surgeries and hormones for minors. Both votes reflect requiring competition aligned with biological sex. — best matches stance 4 (require transgender athletes to compete only on teams matching their biological sex assigned at birth)."
Lincoln Fillmore,c361d768-2253-4731-954d-5df8b132b42e,voting-rights,4,"Voted Yes on HB300 (2025), which requires photo ID for mail-in ballots, phases out automatic mail-in voting by 2029, and tightens voter roll management. He also voted Yes on HB313 (2022) Election Security and attempted to ban ranked-choice voting. — best matches stance 4 (require photo ID for voting and regularly update voter rolls to remove inactive registrations)."
Lincoln Fillmore,c361d768-2253-4731-954d-5df8b132b42e,school-vouchers,5,"Fillmore sponsored SB77 (2023) Education Scholarship Amendments to strengthen private-school scholarship programs, voted Yes on HB215 (2023) creating the Utah Fits All Scholarship ($8,000 universal vouchers for any family), and argued on the Senate floor that each child deserves an individualized education answer — explicitly backing market-based school choice with minimal restrictions. — best matches stance 5 (universal vouchers so that education funding follows the student to any school chosen by the family)."
Lincoln Fillmore,c361d768-2253-4731-954d-5df8b132b42e,homelessness,4,"Fillmore voted in favor of legislation mandating counties enforce camping bans and requiring shelter capacity as a condition of state mitigation funding. His Freedom Index scores on similar social-services votes consistently favor enforcement with minimal state-funded expansions. — best matches stance 4 (prohibiting encampments on public property with graduated warnings and penalties, while requiring jurisdictions to maintain basic shelter options)."
Lincoln Fillmore,c361d768-2253-4731-954d-5df8b132b42e,childcare,4,"Voted No on SB248 (2026) Child Care Expansion Act, which would have created a public-private partnership for employer-based state-assisted childcare. Consistent with his pattern of opposing state-funded social service expansions (also voted No on SB258 state-sponsored preschool in 2023). — best matches stance 4 (reducing regulations on childcare providers while limiting subsidies to the lowest-income families)."
Lincoln Fillmore,c361d768-2253-4731-954d-5df8b132b42e,immigration,4,"Voted Yes on HB165 (2024) requiring federal officials to notify Utah three days before releasing undocumented immigrants in the state, and voted No on SB217 (2023) extending CHIP health benefits to non-citizen children. Both votes reflect restricting public services to those with legal status. — best matches stance 4 (make it harder to immigrate legally and limit public services to people with legal status)."
Lincoln Fillmore,c361d768-2253-4731-954d-5df8b132b42e,deportation,4,"Voted Yes on HB165 (2024) aimed at cracking down on undocumented immigrants in Utah. Voted No on SB217 extending benefits to undocumented children, signaling no sanctuary approach. Public statements by Senate GOP leadership during this period affirmed alignment with Trump mass-deportation policy. — best matches stance 4 (deport everyone without legal status, starting with those who have criminal records)."
Lincoln Fillmore,c361d768-2253-4731-954d-5df8b132b42e,healthcare,4,"Voted No on SB217 (2023) expanding CHIP health coverage to non-citizen children, voted No on state-sponsored preschool and free school meals programs, and sponsored SB37 to redirect education spending rather than expand coverage. His stated priorities — reducing government and returning money to taxpayers — align with minimal government healthcare roles. — best matches stance 4 (only help the poorest people afford healthcare and leave everyone else to employers and private insurance)."
Lincoln Fillmore,c361d768-2253-4731-954d-5df8b132b42e,taxes,4,"Sponsored SB116 (2026), which would automatically cut income taxes whenever revenue exceeds inflation-adjusted forecasts with the stated goal of eventually phasing out the state income tax. Also sponsored SB37 (2025) to restructure school property tax funding. He explicitly said: 'We'll give it right back to the taxpayers so that they can do the spending instead of the government.' — best matches stance 4 (cut taxes for everyone and scale back public services to match)."
Lincoln Fillmore,c361d768-2253-4731-954d-5df8b132b42e,redistricting,5,"Fillmore served on the 2021 Legislative Redistricting Committee that rejected all independent commission maps and passed legislature-drawn maps. He supported SB200 (2020) which stripped the independent commission of binding authority. Court later found the legislature 'unconstitutionally repealed Proposition 4.' He is also on the 2025 redistricting committee. — best matches stance 5 (the party that controls the state legislature without outside interference)."
