full_name,external_id,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3,quote_text,quote_deidentified
Robin L. Kelly,-17002,abortion,1,"Kelly cosponsored the Women's Health Protection Act and explicitly states she supports access to ""safe, legal abortion without restrictions."" She has consistently opposed restrictions on abortion funding, opposing the No Taxpayer Funding for Abortion Act — aligning with the stance of ensuring abortion is legal, accessible, and publicly funded at all stages.",https://www.ontheissues.org/IL/Robin_Kelly_Abortion.htm,https://www.ontheissues.org/IL/Robin_Kelly.htm,,I believe in a woman's right to choose and in her right to make her own decisions about her body and her healthcare.,I believe in a woman's right to choose and in her right to make her own decisions about her body and her healthcare.
Robin L. Kelly,-17002,campaign-finance,2,"Kelly cosponsored the Government By the People Act establishing public financing with 6-to-1 federal matching for small donors and signed a constitutional amendment stating corporate political spending ""is not free speech."" Her record fits strictly limiting corporate donations and dark money while building a public financing alternative rather than banning all private money.",https://www.ontheissues.org/IL/Robin_Kelly_Corporations.htm,https://www.ontheissues.org/IL/Robin_Kelly_Government_Reform.htm,,Corporate political spending is not free speech.,Corporate political spending is not free speech.
Robin L. Kelly,-17002,civil-rights,2,Kelly is a member of the Congressional Black Caucus and Congressional Equality Caucus and has supported civil rights protections including LGBTQ anti-discrimination measures for federal contractors. Her record reflects strengthening civil rights enforcement and addressing systemic discrimination rather than mandating equity requirements or reparations.,https://en.wikipedia.org/wiki/Robin_Kelly,https://www.ontheissues.org/IL/Robin_Kelly_Civil_Rights.htm,,,
Robin L. Kelly,-17002,climate-change,2,"Kelly holds a 96% LCV lifetime score and a perfect 100% in 2025, consistently opposing fossil fuel expansion (Arctic refuge drilling, LNG authority undermining) and supporting clean energy and emissions standards. Her record of rapid, sustained pro-climate voting aligns with rapidly transitioning to renewable energy and phasing out fossil fuels.",https://www.lcv.org/congressional-scorecard/moc/robin-kelly,https://en.wikipedia.org/wiki/Robin_Kelly,,,
Robin L. Kelly,-17002,deportation,2,"Kelly supported DACA recipients' military service pathway, voted against stripping DREAMer protections, and cosponsored expanded visa caps — reflecting a broadly pro-immigrant stance. Her voting pattern is consistent with limiting deportation to serious violent offenders while providing legal pathways to others.",https://www.ontheissues.org/IL/Robin_Kelly_Immigration.htm,https://www.ontheissues.org/IL/Robin_Kelly.htm,,,
Robin L. Kelly,-17002,fossil-fuels,2,"Kelly voted to ban offshore oil drilling in the Gulf of Mexico's Eastern Planning Area and her LCV scores show consistent opposition to new fossil fuel permits (Arctic refuge drilling, LNG expansion). Her record aligns with stopping issuance of new permits for fossil fuel drilling.",https://www.ontheissues.org/IL/Robin_Kelly_Energy_+_Oil.htm,https://www.lcv.org/congressional-scorecard/moc/robin-kelly,,,
Robin L. Kelly,-17002,healthcare,2,"Kelly defended the ACA and is a member of the Medicare for All Caucus (Wikipedia), indicating support for expanding public coverage. Her documented record focuses on ensuring affordable coverage through a mix of public programs and regulated private insurance — ACA expansion — rather than a fully government-run system.",https://en.wikipedia.org/wiki/Robin_Kelly,https://www.ontheissues.org/IL/Robin_Kelly_Health_Care.htm,,"GOP can't beat ObamaCare, so they pretend it's a 'disaster'","GOP can't beat ObamaCare, so they pretend it's a 'disaster'"
Robin L. Kelly,-17002,immigration,2,"Kelly voted against stripping DACA protections, cosponsored the Fairness for High-Skilled Immigrants Act expanding visa caps and family-based immigration, and supports immigrants accessing public services regardless of status. Her record aligns with keeping legal immigration open and allowing most residents to use public services regardless of legal status.",https://www.ontheissues.org/IL/Robin_Kelly_Immigration.htm,https://www.ontheissues.org/IL/Robin_Kelly.htm,,,
Robin L. Kelly,-17002,medicare/aid,2,"Kelly is a member of the Medicare for All Caucus and committed to protecting Social Security and Medicare from cuts; rated 100% by the Alliance for Retired Americans. Her record supports lowering the Medicare age and expanding Medicaid significantly, though her primary documented focus is on protecting and expanding current programs.",https://en.wikipedia.org/wiki/Robin_Kelly,https://www.ontheissues.org/IL/Robin_Kelly_Social_Security.htm,,I will fight to prevent cuts to Social Security and Medicare that will leave our seniors financially vulnerable.,I will fight to prevent cuts to Social Security and Medicare that will leave our seniors financially vulnerable.
Robin L. Kelly,-17002,redistricting,2,"Kelly voted YES on the For the People Act of 2019 which establishes independent, nonpartisan redistricting commissions to address gerrymandering. This aligns with independent redistricting commissions with equal representation rather than leaving maps to legislatures.",https://www.ontheissues.org/IL/Robin_Kelly_Government_Reform.htm,https://www.ontheissues.org/IL/Robin_Kelly.htm,,,
Robin L. Kelly,-17002,religious-freedom,2,"Kelly voted in favor of LGBTQ anti-discrimination protections for federal contractor employees in 2016, ensuring sexual orientation and gender identity protections cannot be overridden by religious-liberty claims. Her record reflects protecting religious freedom while ensuring it does not override anti-discrimination protections in employment.",https://www.ontheissues.org/IL/Robin_Kelly_Civil_Rights.htm,https://www.ontheissues.org/IL/Robin_Kelly.htm,,,
Robin L. Kelly,-17002,same-sex-marriage,2,"Kelly is a member of the Congressional Equality Caucus reflecting consistent support for LGBTQ equality including same-sex marriage. The Respect for Marriage Act she backed codifies same-sex marriage nationwide while preserving some organizational religious liberty carve-outs, matching stance 2.",https://en.wikipedia.org/wiki/Robin_Kelly,https://www.ontheissues.org/IL/Robin_Kelly_Civil_Rights.htm,,,
Robin L. Kelly,-17002,school-vouchers,1,"Kelly voted against the A-PLUS Amendment that would have shifted federal education funds to state block grants, eliminating federal transparency and accountability requirements that apply to voucher and charter schools. Her record reflects fully funding public schools and opposing programs that divert taxpayer money to private institutions.",https://www.ontheissues.org/IL/Robin_Kelly_Education.htm,https://www.ontheissues.org/IL/Robin_Kelly.htm,,,
Robin L. Kelly,-17002,social-security,2,"Kelly cosponsored a resolution against Chained CPI benefit cuts, opposed raising the eligibility age, and rated 100% by the Alliance for Retired Americans for her pro-Trust Fund stance. Her record reflects modestly increasing benefits while opposing structural changes that reduce them.",https://www.ontheissues.org/IL/Robin_Kelly_Social_Security.htm,https://www.ontheissues.org/IL/Robin_Kelly.htm,,,
Robin L. Kelly,-17002,tariffs,3,"Kelly cosponsored the Sugar Reform Act maintaining tariff-rate quotas to protect domestic sugar producers, while also supporting Export-Import Bank expansion for exporters. This selective use of trade tools to protect key domestic industries aligns with value 3.",https://www.ontheissues.org/IL/Robin_Kelly_Free_Trade.htm,https://www.ontheissues.org/IL/Robin_Kelly.htm,,,
Robin L. Kelly,-17002,taxes,1,"Kelly voted against the Death Tax Repeal Act and supports raising the estate tax to 1990s levels generating $448B in new revenue. She consistently opposes giving ""the wealthy a pass"" while opposing middle-class tax increases, reflecting a stance of significantly raising taxes on wealthy individuals and large corporations.",https://www.ontheissues.org/IL/Robin_Kelly_Tax_Reform.htm,https://www.ontheissues.org/IL/Robin_Kelly_Budget_+_Economy.htm,,,
Robin L. Kelly,-17002,voting-rights,1,"Kelly cosponsored the Voter Empowerment Act supporting automatic voter registration, same-day and online registration, and voted YES on the For the People Act making Election Day a federal holiday. She explicitly opposes photo ID requirements as voter suppression, aligning with automatically registering all eligible citizens and allowing online voting.",https://www.ontheissues.org/IL/Robin_Kelly_Government_Reform.htm,https://www.ontheissues.org/IL/Robin_Kelly.htm,,,
