full_name,external_id,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3,quote_text,quote_deidentified
Delia C. Ramirez,-17003,abortion,2,"Ramirez has stated she will ""fight tooth and nail for our reproductive freedoms"" and championed enshrining abortion access in Illinois law. Her record shows strong support for broad abortion access, consistent with keeping it legal and accessible through the second trimester with later exceptions, but no documented stance on universal public funding at all stages.",https://www.ontheissues.org/IL/Delia_Ramirez.htm,,,Will fight tooth and nail for our reproductive freedoms,Will fight tooth and nail for our reproductive freedoms
Delia C. Ramirez,-17003,campaign-finance,2,"Ramirez explicitly pledged to refuse all corporate PAC contributions during her 2022 campaign, indicating strong opposition to corporate money in politics. This aligns with strictly limiting corporate donations and dark money, though she has not called for banning all private money.",https://www.ontheissues.org/IL/Delia_Ramirez.htm,,,Refuse to accept corporate PAC contributions,Refuse to accept corporate PAC contributions
Delia C. Ramirez,-17003,childcare,3,"Ramirez called to ""Revive the Child Tax Credit"" in February 2023, indicating support for targeted tax credits for families. This fits targeted tax credits and subsidies for qualifying families rather than universal publicly funded childcare.",https://www.ontheissues.org/IL/Delia_Ramirez.htm,,,,
Delia C. Ramirez,-17003,civil-rights,2,"Ramirez supports ending qualified immunity for police (Feb 2023) and has championed expanding Medicaid to undocumented seniors, reflecting a posture of strengthening civil rights enforcement and addressing systemic discrimination beyond just maintaining current laws.",https://www.ontheissues.org/IL/Delia_Ramirez.htm,https://en.wikipedia.org/wiki/Delia_C._Ramirez,,,Upend deadly status quo; end qualified immunity for police
Delia C. Ramirez,-17003,climate-change,2,"Ramirez holds a 98% lifetime LCV score (100% in 2024, 97% in 2025) and has consistently voted against fossil fuel expansion, Arctic drilling, LNG export expansion, and pipeline acceleration. Her record reflects a commitment to rapidly transitioning to clean energy.",https://www.lcv.org/congressional-scorecard/moc/delia-ramirez/,https://www.ontheissues.org/IL/Delia_Ramirez.htm,,,
Delia C. Ramirez,-17003,deportation,1,"Ramirez has called for ""ending cooperation with ICE"" to protect immigrant families (May 2019), and as a state legislator successfully extended Medicaid to undocumented seniors. Ending all ICE cooperation amounts to stopping deportations and protecting undocumented residents from removal, consistent with value 1.",https://www.ontheissues.org/IL/Delia_Ramirez.htm,https://en.wikipedia.org/wiki/Delia_C._Ramirez,,,Protect immigrant families by ending cooperation with ICE
Delia C. Ramirez,-17003,fossil-fuels,2,"With a 98% LCV lifetime score, Ramirez has voted against Arctic drilling authorization, oil and gas leasing expansion, LNG export authority, and pipeline acceleration. Her record shows consistent opposition to new fossil fuel permits without evidence of supporting an immediate total ban on all extraction.",https://www.lcv.org/congressional-scorecard/moc/delia-ramirez/,,,,
Delia C. Ramirez,-17003,healthcare,2,"Ramirez declared she would ""Guarantee health insurance regardless of immigration status"" and supported extending Medicaid to all low-income people and to undocumented seniors. This reflects a vision of affordable universal coverage through a mix of expanded public programs and regulated insurance, rather than a fully free single-payer system.",https://www.ontheissues.org/IL/Delia_Ramirez.htm,https://en.wikipedia.org/wiki/Delia_C._Ramirez,,,Guarantee health insurance regardless of immigration status
Delia C. Ramirez,-17003,housing,2,"Ramirez championed the COVID-19 Emergency Housing Act providing $1 billion in federal rent relief, sponsored eviction moratorium legislation, and called for a ""safe accessible affordable place to call home, for everyone."" Her record reflects support for rent assistance and publicly funded housing programs.",https://en.wikipedia.org/wiki/Delia_C._Ramirez,https://www.ontheissues.org/IL/Delia_Ramirez.htm,,,"Safe accessible affordable place to call home, for everyone"
Delia C. Ramirez,-17003,immigration,1,"Ramirez called for ending cooperation with ICE, supports comprehensive immigration reform, and as a state legislator led the effort making Illinois the first state to provide Medicaid regardless of immigration status. The daughter of undocumented Guatemalan immigrants, her record consistently supports making immigrants fully able to access public services.",https://www.ontheissues.org/IL/Delia_Ramirez.htm,https://en.wikipedia.org/wiki/Delia_C._Ramirez,,,Protect immigrant families by ending cooperation with ICE
Delia C. Ramirez,-17003,medicare/aid,2,Ramirez supported extending Medicaid to all low-income people over age 42 and led the Illinois effort to provide Medicaid to undocumented seniors. This reflects a push to significantly lower Medicare eligibility age and expand Medicaid well beyond current parameters.,https://www.ontheissues.org/IL/Delia_Ramirez.htm,https://en.wikipedia.org/wiki/Delia_C._Ramirez,,,Extend Medicaid to all low-income people over the age of 42
Delia C. Ramirez,-17003,social-security,3,"Ramirez stated ""Democrats won't let Social Security and Medicare get cut"" (Feb 2023), a defensive posture focused on preventing benefit cuts. This aligns with making small adjustments to keep Social Security stable rather than a major expansion or significant tax increases.",https://www.ontheissues.org/IL/Delia_Ramirez.htm,,,Democrats won't let Social Security and Medicare get cut,Democrats won't let Social Security and Medicare get cut
