full_name,politician_id,topic_key,value,reasoning
Chris H. Wilson,98f08e54-df08-43df-ba89-2cabd738d6bb,abortion,4,"Voted YES on HB467 (2023), which closed abortion clinics in Utah starting January 2024, functionally eliminating most abortion access in the state. Also voted YES on related bills (SB174) imposing felony penalties for illegal abortions. Utah's framework allows abortion only in narrow cases (rape, incest, life of mother), and Wilson supported every restrictive measure. His campaign website cites protecting 'the right to life for the unborn.' — best matches stance 4 (restrict abortion to only cases involving rape, incest, or serious threats to the mother's life)."
Chris H. Wilson,98f08e54-df08-43df-ba89-2cabd738d6bb,religious-freedom,4,"Voted YES on SB0150 (2024), Utah's RFRA-equivalent 'Exercise of Religion Amendments,' which passed 27-0 and prohibits government entities from substantially burdening religious freedom unless using the least restrictive means to further a compelling government interest. The bill explicitly preserves faith-based exemptions from laws that conflict with sincere religious beliefs while incorporating LGBTQ anti-discrimination language as a guardrail. — best matches stance 4 (protect religious freedom and allow faith-based exemptions from laws that conflict with sincere religious beliefs)."
Chris H. Wilson,98f08e54-df08-43df-ba89-2cabd738d6bb,trans-athletes,4,"Voted YES on the veto override of HB11 (March 2022, 21-8), banning transgender student athletes from competing in girls' sports in middle and high school. Wilson voted to override Governor Cox's veto despite Cox citing transgender youth suicide rates. Earlier in 2021 Wilson had expressed some constitutional concerns about a predecessor trans bill, but ultimately joined the supermajority veto override in 2022. — best matches stance 4 (require transgender athletes to compete only on teams matching their biological sex assigned at birth)."
Chris H. Wilson,98f08e54-df08-43df-ba89-2cabd738d6bb,fossil-fuels,4,"Sponsored SCR009 (2023) 'Concurrent Resolution Opposing Efforts to Weaken the Economy or Restrict Energy Supply,' which defends traditional energy jobs, opposes ESG investing criteria that restrict fossil fuel financing, and explicitly states 'transitioning away from traditional sources of energy will have a negative impact on jobs.' The resolution passed 19-5-5 in the Senate. Wilson's position is firmly pro-fossil fuel expansion over restriction. — best matches stance 4 (expand fossil fuel drilling permits)."
Chris H. Wilson,98f08e54-df08-43df-ba89-2cabd738d6bb,voting-rights,4,"Voted YES on HB300 (2025), 'Amendments to Election Law,' which requires voter ID (last four digits of government-issued ID) for mail ballots and phases out automatic universal vote-by-mail by 2029, requiring voters to opt in. The Senate passed it 19-10. Wilson also floor-sponsored HB299 (2025) 'Election Code Time Computation Revisions.' — best matches stance 4 (require photo ID for voting and regularly update voter rolls to remove inactive registrations)."
Chris H. Wilson,98f08e54-df08-43df-ba89-2cabd738d6bb,climate-change,4,"Sponsored SCR009 (2023) which opposes ESG investing factors related to climate change, states that increasing climate shareholder resolutions have raised capital costs for fossil fuel projects driving energy inflation, defends 'traditional sources of energy' as vital to the state economy, and encourages the State Treasurer to restrict ESG criteria from state investment portfolios. Wilson frames climate policy as economically harmful and driven by 'political agendas.' — best matches stance 4 (let market forces drive any transition to cleaner energy sources)."
Chris H. Wilson,98f08e54-df08-43df-ba89-2cabd738d6bb,redistricting,5,"Co-sponsored HJR201 (December 2025 Special Session) with House Majority Leader Casey Snider, affirming that 'the Legislature, who is elected by and accountable to Utahns, has constitutional responsibility over redistricting' and condemning 'the courts' novel interpretations of the Utah Constitution that infringe on that authority.' The special session was called to fight a court-ordered redistricting that created a Democratic-leaning district. All five resolutions and bills passed the Republican supermajority. — best matches stance 5 (the party that controls the state legislature without outside interference)."
Chris H. Wilson,98f08e54-df08-43df-ba89-2cabd738d6bb,school-vouchers,4,"Voted YES on HB215 (2023), the 'Utah Fits All Scholarship' program providing $8,000 scholarships to families for private school or homeschooling, funded with $42 million cap in the first year. The bill passed 20-8 with only two Republicans (Owens and Hinkins) voting no. Wilson also floor-sponsored HB204 (2025) 'Stipends for Future Educators Grant Program Amendments.' — best matches stance 4 (expanding voucher eligibility to most families so parents can choose the school that best fits their child, while maintaining baseline public school funding)."
Chris H. Wilson,98f08e54-df08-43df-ba89-2cabd738d6bb,data-centers,2,"Voted YES on SB132 (2025) 'Electric Utility Amendments,' which creates an alternative process for large energy users (100+ megawatts, i.e., data centers) to negotiate power contracts directly, while explicitly requiring that large load consumers bear full costs and that existing residential ratepayers are not negatively impacted. The bill passed 28-1 on final reading and was signed into law. — best matches stance 2 (requiring data centers to fund their own dedicated power generation and barring utilities from passing data center infrastructure costs to residential customers)."
Chris H. Wilson,98f08e54-df08-43df-ba89-2cabd738d6bb,immigration,4,"Voted YES on SB90 (2025) 'Mandatory Jail Sentence Amendments,' requiring mandatory minimum jail time for individuals convicted of drug or theft crimes who were previously deported and illegally reentered. The bill passed the Senate 22-0. Wilson also serves on the Senate Revenue and Taxation Committee and has not publicly opposed immigration enforcement measures. His overall posture is restrictive: limiting public services for those without legal status. — best matches stance 4 (make it harder to immigrate legally and limit public services to people with legal status)."
