cd,geo_id,race_id,full_name,party_from_field,decision,target_politician_id,assign_external_id,is_incumbent,source_url
1,3701,f97e2ceb-4dae-4922-8132-3dc89375f351,"Donald G. Davis",incumbent,REUSE,f38f8dde-2073-4a22-a577-2a96ea9c15c3,,true,"https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina"
1,3701,f97e2ceb-4dae-4922-8132-3dc89375f351,"Laurie Buckhout",Republican,NEW,,-370101,false,"https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina"
1,3701,f97e2ceb-4dae-4922-8132-3dc89375f351,"Tom Bailey",Libertarian,NEW,,-370102,false,"https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina"
2,3702,e7194bc9-2297-40e9-93ff-4ac4e7a6f598,"Deborah K. Ross",incumbent,REUSE,291f71df-c5c2-4f0a-b6be-d762d7aec9dd,,true,"https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina"
2,3702,e7194bc9-2297-40e9-93ff-4ac4e7a6f598,"Gene Douglass",Republican,NEW,,-370201,false,"https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina"
2,3702,e7194bc9-2297-40e9-93ff-4ac4e7a6f598,"Matt Laszacs",Libertarian,NEW,,-370202,false,"https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina"
3,3703,d5edae06-65c7-4853-a15b-97731330295c,"Gregory F. Murphy",incumbent,REUSE,6c2a7eee-dd04-4844-801d-5acddc4facba,,true,"https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina"
3,3703,d5edae06-65c7-4853-a15b-97731330295c,"Raymond Smith Jr.",Democratic,NEW,,-370301,false,"https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina"
3,3703,d5edae06-65c7-4853-a15b-97731330295c,"Daniel Cavender",Libertarian,NEW,,-370302,false,"https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina"
4,3704,2be0f81f-42eb-412c-9637-4b93296cdde8,"Valerie P. Foushee",incumbent,REUSE,248c67f9-b8bf-4627-b358-a0f49b47abe7,,true,"https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina"
4,3704,2be0f81f-42eb-412c-9637-4b93296cdde8,"Max Ganorkar",Republican,NEW,,-370401,false,"https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina"
4,3704,2be0f81f-42eb-412c-9637-4b93296cdde8,"Guy Meilleur",Libertarian,NEW,,-370402,false,"https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina"
5,3705,b2e81abc-07b2-4280-b059-74655b4201c2,"Virginia Foxx",incumbent,REUSE,21b9bbfb-cb9b-44ab-90d5-8d3c847b8485,,true,"https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina"
5,3705,b2e81abc-07b2-4280-b059-74655b4201c2,"Chuck Hubbard",Democratic,NEW,,-370501,false,"https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina"
5,3705,b2e81abc-07b2-4280-b059-74655b4201c2,"Robert Luffman",Libertarian,NEW,,-370502,false,"https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina"
6,3706,ebc2c793-6292-4724-be13-a5d09858ea61,"Addison P. McDowell",incumbent,REUSE,74579547-1454-475e-ab35-12cf88a998b9,,true,"https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina"
6,3706,ebc2c793-6292-4724-be13-a5d09858ea61,"Cyril Jefferson",Democratic,NEW,,-370601,false,"https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina"
7,3707,5be80001-9052-47dd-913d-704685975bb9,"David Rouzer",incumbent,REUSE,1fd041d0-473c-45f5-bbfb-54b42aaabc8d,,true,"https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina"
7,3707,5be80001-9052-47dd-913d-704685975bb9,"Kimberly Hardy",Democratic,NEW,,-370701,false,"https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina"
7,3707,5be80001-9052-47dd-913d-704685975bb9,"Maad Abu-Ghazalah",Libertarian,NEW,,-370702,false,"https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina"
8,3708,45f2b223-e5ac-44ef-a50f-7234d682462e,"Mark Harris",incumbent,REUSE,a10b5487-6874-4395-b193-aee6980d5bfe,,true,"https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina"
8,3708,45f2b223-e5ac-44ef-a50f-7234d682462e,"Colby Watson",Democratic,NEW,,-370801,false,"https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina"
9,3709,f2d5c863-a55c-4bed-a4c5-0dcaa490b90a,"Richard Hudson",incumbent,REUSE,951d32a1-8ff1-4c4f-be20-01efdf8f02dc,,true,"https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina"
9,3709,f2d5c863-a55c-4bed-a4c5-0dcaa490b90a,"Richard Ojeda",Democratic,NEW,,-370901,false,"https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina"
10,3710,dbf2a5a4-32ff-4437-97d5-c51cc7903f47,"Pat Harrigan",incumbent,REUSE,93573d4e-f9e8-41df-b1b4-cbb5b8006e3f,,true,"https://ballotpedia.org/North_Carolina's_10th_Congressional_District_election,_2026"
