politician_id,full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
00abc782-e86b-40f2-be0d-f07fad802688,Ron Johnson,border-security,,,,,
00abc782-e86b-40f2-be0d-f07fad802688,Ron Johnson,israel-military-aid,,,,,
023c6644-356e-4afb-925b-e20f9c32209b,Jim Banks,border-security,,,,,
023c6644-356e-4afb-925b-e20f9c32209b,Jim Banks,israel-military-aid,,,,,
059dab9f-a79a-4664-b4cf-26b0655c596f,Tammy Duckworth,border-security,,,,,
0942f325-1180-4e1a-b1df-06438f1792a3,Tom Cotton,border-security,,,,,
0942f325-1180-4e1a-b1df-06438f1792a3,Tom Cotton,israel-military-aid,,,,,
0ba1cecc-8493-495b-8d58-34d50bbacfba,Katie Britt,border-security,,,,,
0ba1cecc-8493-495b-8d58-34d50bbacfba,Katie Britt,israel-military-aid,,,,,
0dd5daa6-87cf-43a7-a1ee-25349ae35e27,Bill Hagerty,border-security,,,,,
0dd5daa6-87cf-43a7-a1ee-25349ae35e27,Bill Hagerty,israel-military-aid,,,,,
0eabc969-c1a1-47b7-8d34-6113b723a170,Jeff Merkley,border-security,,,,,
0eabc969-c1a1-47b7-8d34-6113b723a170,Jeff Merkley,israel-military-aid,,,,,
0f06ced9-84c7-4020-98fd-82ac25d49027,Patty Murray,border-security,,,,,
0fd03798-714d-4976-a9b6-448aa22d8a68,Ruben Gallego,border-security,,,,,
100de02f-b44d-4587-9b90-19aa5081708c,Brian Schatz,border-security,,,,,
100de02f-b44d-4587-9b90-19aa5081708c,Brian Schatz,israel-military-aid,,,,,
102b239c-0a3d-44b9-ae32-88d8179197e2,Todd Young,border-security,,,,,
102b239c-0a3d-44b9-ae32-88d8179197e2,Todd Young,israel-military-aid,,,,,
108e7bcc-554a-49d7-81f0-c3058f933a07,Josh Hawley,border-security,,,,,
108e7bcc-554a-49d7-81f0-c3058f933a07,Josh Hawley,israel-military-aid,,,,,
129c2764-370c-4385-ad64-4cb5744c3541,Rick Scott,border-security,,,,,
129c2764-370c-4385-ad64-4cb5744c3541,Rick Scott,israel-military-aid,,,,,
