full_name,politician_id,topic_key,value,reasoning
Scott D. Sandall,b93948f7-8dbd-4229-93dd-8702c2695e76,abortion,4,"Voted YES on SB174 (2020), Utah's trigger ban prohibiting elective abortions except in cases of rape, incest, or serious threat to the mother's life — exactly the exceptions in stance 4. Also voted YES on HB364 (2020) requiring ultrasounds for abortion patients, and stated in a 2020 committee hearing that ""the fetus has as much right to life as the mother would have for her choice."" — best matches stance 4 (restrict abortion to only cases involving rape, incest, or serious threats to the mother's life)."
Scott D. Sandall,b93948f7-8dbd-4229-93dd-8702c2695e76,trans-athletes,4,"Voted YES on the 2022 veto override of HB11, which banned transgender girls from competing in female school sports (vote: 21-8 in Senate, March 25, 2022). The bill requires athletes to compete on teams matching their biological sex assigned at birth. — best matches stance 4 (require transgender athletes to compete only on teams matching their biological sex assigned at birth)."
Scott D. Sandall,b93948f7-8dbd-4229-93dd-8702c2695e76,fossil-fuels,4,"Sponsored SB224 (2024, Energy Independence Amendments), which expanded cost-recovery authority for Rocky Mountain Power to keep operating coal-fired plants even if they are more expensive than alternatives. Also sponsored SB132 (2025) enabling large customers like data centers to build their own fossil-fuel generating stations outside the public grid. Argued against abandoning ""proven dispatchable energy resources"" and defended coal as essential to Utah's grid reliability. — best matches stance 4 (expand fossil fuel drilling permits)."
Scott D. Sandall,b93948f7-8dbd-4229-93dd-8702c2695e76,voting-rights,4,"Voted YES on HB300 (2025, Amendments to Election Law, 19-10 Senate vote), which requires voters to write the last four digits of their government ID on mail-in ballots and shifts Utah from automatic vote-by-mail to an opt-in system beginning in 2028. This aligns with photo ID requirements and tightening mail-in access. — best matches stance 4 (require photo ID for voting and regularly update voter rolls to remove inactive registrations)."
Scott D. Sandall,b93948f7-8dbd-4229-93dd-8702c2695e76,climate-change,4,"Sponsored SB224 (2024) explicitly designed to maintain coal-fired power plant operation, arguing against relying on wind and solar: ""We can't just rely on wind and solar to hold us over until promising dispatchable technologies like nuclear or geothermal reach operational and economic maturity."" Consistently defended fossil fuels over renewable transition while citing market and grid-reliability rationale rather than mandating a clean energy shift. — best matches stance 4 (let market forces drive any transition to cleaner energy sources)."
Scott D. Sandall,b93948f7-8dbd-4229-93dd-8702c2695e76,civil-rights,5,"Voted YES on HB261 (2024, Equal Opportunity Initiatives, 23-6 Senate vote), which prohibits DEI programs across Utah's public institutions. His campaign website states he ""worked to end DEI in our public institutions because I believe in giving the job or position to the most qualified person"" and that hiring will now be based on ""merit, not skin color, gender, or sexual orientation."" — best matches stance 5 (eliminate affirmative action and all race-based government programs)."
Scott D. Sandall,b93948f7-8dbd-4229-93dd-8702c2695e76,redistricting,5,"Co-chaired the 2021 Legislative Redistricting Committee, which rejected all maps recommended by the independent redistricting commission and drew its own set of maps. His campaign website states ""Utah's elected representatives, not unelected judges, decide how our districts are drawn."" When challenged on the independent commission's impartiality, he argued ""no one is immune"" to political bias. — best matches stance 5 (the party that controls the state legislature without outside interference)."
Scott D. Sandall,b93948f7-8dbd-4229-93dd-8702c2695e76,school-vouchers,5,"Voted YES on HB215 (2023, Utah Fits All Scholarship, 20-8 Senate vote), which created $8,000 universal education savings account scholarships available to all Utah K-12 students regardless of income, redeemable at private, religious, or alternative schools. The program is universal (not means-tested) and education funding follows the student. — best matches stance 5 (universal vouchers so that education funding follows the student to any school — public, private, or religious — chosen by the family)."
Scott D. Sandall,b93948f7-8dbd-4229-93dd-8702c2695e76,data-centers,2,"Sponsored SB132 (2025), which allows large energy users (100+ megawatts, including data centers and AI facilities) to negotiate their own power contracts directly with generators, operating off the public grid rather than through the regulated utility. Sandall explicitly cited data centers while promoting the bill, stating it ""un-handcuffs Rocky Mountain Power to provide these loads for data centers, for AI, for large manufacturers,"" and the bill is designed to prevent data center infrastructure costs from being passed to residential ratepayers. — best matches stance 2 (Requiring data centers to fund their own dedicated power generation and barring utilities from passing data center infrastructure costs to residential customers)."
Scott D. Sandall,b93948f7-8dbd-4229-93dd-8702c2695e76,homelessness,4,"Voted YES on HB499 (2023, Homeless Services Amendments, 24-1 Senate vote), which requires cities with camping bans to enforce them (with limited exceptions such as extreme cold weather or when shelter is at capacity) in order to receive state mitigation funding, and mandates counties to provide homeless shelter options. — best matches stance 4 (Prohibiting encampments on public property with graduated warnings and penalties, while requiring jurisdictions to maintain basic shelter options)."
Scott D. Sandall,b93948f7-8dbd-4229-93dd-8702c2695e76,taxes,4,"Voted YES on SB69 (2024), reducing Utah's income tax rate from 4.65% to 4.55% (23-6 Senate vote). Campaign website highlights ""$1.4 Billion in Tax Cuts for Utah Families"" and commits to ""continue to look for ways to save you money and keep the tax burden low."" Also co-sponsored SB59 (2022), a $163 million across-the-board income tax rate cut. — best matches stance 4 (cut taxes for everyone and scale back public services to match)."
Chris H. Wilson,98f08e54-df08-43df-ba89-2cabd738d6bb,abortion,4,"Voted YES on HB467 (2023), which closed abortion clinics in Utah starting January 2024, functionally eliminating most abortion access in the state. Also voted YES on related bills (SB174) imposing felony penalties for illegal abortions. Utah's framework allows abortion only in narrow cases (rape, incest, life of mother), and Wilson supported every restrictive measure. His campaign website cites protecting 'the right to life for the unborn.' — best matches stance 4 (restrict abortion to only cases involving rape, incest, or serious threats to the mother's life)."
