state,cd,geo_id,target_election,existing_race_id,incumbent_name,incumbent_pid,incumbent_external_id,incumbent_stance_count,incumbent_top_up_tier,nominee_status,general_candidates,new_records_needed,field_status,source_url,seeding_phase,ballot_system,rcv,filing_open_deadline
WI,1,5501,WI 2026 Statewide General,,Bryan Steil,255d8144-689b-4753-b0e1-bf66ae283026,-55001,16,partial,renominated,Bryan Steil (R); Miguel Aranda (D); Mitchell Berman (D); Peter Burgelis (D); Lorenzo Santos (D),Miguel Aranda; Mitchell Berman; Peter Burgelis; Lorenzo Santos,late-primary,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Wisconsin,163,standard,false,
WI,2,5502,WI 2026 Statewide General,,Mark Pocan,59662930-3fe8-4e3e-8f02-2a341d58619f,-55002,19,partial,renominated,Mark Pocan (D); Douglas Alexander (D),Douglas Alexander,late-primary,https://www.wxow.com/news/wisconsin-politics/june-surprise-no-republican-files-to-run-against-pocan-in-2nd-congressional-district/article_19e86db1-8285-5ea9-a9dd-057ce7017165.html,163,standard,false,
WI,3,5503,WI 2026 Statewide General,,Derrick Van Orden,2bde2644-1e44-4537-b2f9-3bfd014f1ac2,-55003,7,partial,renominated,Derrick Van Orden (R); Emily Berge (D); Rebecca Cooke (D); Rustin Provance (I),Emily Berge; Rebecca Cooke; Rustin Provance,late-primary,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Wisconsin,163,standard,false,
WI,4,5504,WI 2026 Statewide General,,Gwen Moore,e268d067-d600-4443-939c-8dba4b2ecedb,-55004,20,partial,renominated,Gwen Moore (D); Amy Donahue (D); Purnima Nath (R); Tim Rogers (R); Arthur Burks (I),Amy Donahue; Purnima Nath; Tim Rogers; Arthur Burks,late-primary,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Wisconsin,163,standard,false,
WI,5,5505,WI 2026 Statewide General,,Scott Fitzgerald,7e2ff82b-e665-422f-a6b9-ee65682b1f6d,-55005,12,partial,renominated,Scott Fitzgerald (R); Andrew Beck (D),Andrew Beck,late-primary,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Wisconsin,163,standard,false,
WI,6,5506,WI 2026 Statewide General,,Glenn Grothman,b1b79d5e-4e85-4348-ac57-65506c2dec60,-55006,13,partial,renominated,Glenn Grothman (R); Amanda Bell (D); Brad Smith (D); Matthew Arndt (Green); Elizabeth Fitzgibbon (I); Michael Thurow (I),Amanda Bell; Brad Smith; Matthew Arndt; Elizabeth Fitzgibbon; Michael Thurow,late-primary,https://www.postcrescent.com/story/news/politics/elections/2026/06/01/appleton-area-election-november-2026-set-for-congress-and-wisconsin-senate-and-assembly/90300641007/,163,standard,false,
WI,7,5507,WI 2026 Statewide General,,Thomas P. Tiffany,a8f96324-50ac-4fa1-b57b-47a998306fe8,-55007,11,partial,retired,Michael Alfonso (R); Niina Baum (R); Jessi Ebben (R); Kevin Hermening (R); Chris Armstrong (D); Fred Clark (D); Ginger Murray (D),Michael Alfonso; Niina Baum; Jessi Ebben; Kevin Hermening; Chris Armstrong; Fred Clark; Ginger Murray,late-primary,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Wisconsin,163,standard,false,
WI,8,5508,WI 2026 Statewide General,,Tony Wied,394452ec-3def-4802-9001-a85cad37ca4a,-55008,6,partial,renominated,Tony Wied (R); Rick Crosson (D); Katrina deVille (D); Mark Scheffler (D),Rick Crosson; Katrina deVille; Mark Scheffler,late-primary,https://www.postcrescent.com/story/news/politics/elections/2026/06/01/appleton-area-election-november-2026-set-for-congress-and-wisconsin-senate-and-assembly/90300641007/,163,standard,false,
CO,1,0801,CO 2026 Statewide General,,Diana DeGette,610bb358-bae9-4ce8-beaf-a33a27d5ba49,-8001,19,partial,lost-primary,Melat Kiros (D); Christy Peterson (R),Melat Kiros (D); Christy Peterson (R),decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Colorado#District_1,163,standard,false,
CO,2,0802,CO 2026 Statewide General,,Joe Neguse,2c71d91b-7ad8-4984-b9a6-81587c41ea0d,-8002,15,partial,renominated,Joe Neguse (D); Kelley Dennison (R),Kelley Dennison (R),decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Colorado#District_2,163,standard,false,
CO,3,0803,CO 2026 Statewide General,,Jeff Hurd,81a9774d-51b7-4e47-a32f-5ef7a0e9939a,-8003,10,partial,renominated,Jeff Hurd (R); Dwayne Romero (D),Dwayne Romero (D),decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Colorado#District_3,163,standard,false,
CO,4,0804,CO 2026 Statewide General,,Lauren Boebert,58c25b43-0ed1-4636-8213-b89a90f7f6a2,-8004,18,partial,renominated,Lauren Boebert (R); Eileen Laubacher (D),Eileen Laubacher (D),decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Colorado#District_4,163,standard,false,
CO,5,0805,CO 2026 Statewide General,,Jeff Crank,3558abe8-0f43-45bb-9414-b91433d2b5f3,-8005,5,partial,renominated,Jeff Crank (R); Jessica Killin (D),Jessica Killin (D),decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Colorado#District_5,163,standard,false,
CO,6,0806,CO 2026 Statewide General,,Jason Crow,141a93cb-773a-416e-bb60-05334bd08852,-8006,17,partial,renominated,Jason Crow (D); Jason Clark (R),Jason Clark (R),decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Colorado#District_6,163,standard,false,
CO,7,0807,CO 2026 Statewide General,,Brittany Pettersen,3142051c-9ded-4883-95fc-4af1de6e6eec,-8007,6,partial,renominated,Brittany Pettersen (D); Tim Bennett (R),Tim Bennett (R),decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Colorado#District_7,163,standard,false,
CO,8,0808,CO 2026 Statewide General,,Gabe Evans,0a636eab-2b48-42d6-a4c6-e5759fb4c306,-8008,5,partial,renominated,Gabe Evans (R); Manny Rutinel (D),Manny Rutinel (D),decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Colorado#District_8,163,standard,false,
AL,1,0101,AL 2026 Statewide General,,Barry Moore,ea4cb6d8-76aa-47f4-a064-babaac0bc436,-1001,12,partial,retired,Lucas Burger (R); Jerry Carl (R); John Mills (R); Austin Sidwell (R); Clyde Jones (D),Lucas Burger (R); Jerry Carl (R); John Mills (R); Austin Sidwell (R); Clyde Jones (D),late-primary,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Alabama#District_1,163,standard,false,
AL,2,0102,AL 2026 Statewide General,,Shomari Figures,e54e3ded-838d-4980-82c8-ef23c19118a7,-1002,4,partial,renominated,Shomari Figures (D); Hampton Harris (R); Christian Horn (R); Rhett Marques (R); David Matthews (R); Joshua McKee (R); James Richardson (R),Hampton Harris (R); Christian Horn (R); Rhett Marques (R); David Matthews (R); Joshua McKee (R); James Richardson (R),late-primary,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Alabama#District_2,163,standard,false,
