state,cd,geo_id,target_election,existing_race_id,incumbent_name,incumbent_pid,incumbent_external_id,incumbent_stance_count,incumbent_top_up_tier,nominee_status,general_candidates,new_records_needed,field_status,source_url,seeding_phase,ballot_system,rcv,filing_open_deadline
IN,1,1801,IN 2026 Statewide General,,Frank J. Mrvan,e08ec276-3194-41d4-833b-953f27454857,-18001,13,partial,renominated,Frank Mrvan (D); Barb Regnitz (R),Barb Regnitz,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Indiana#District_1,162,standard,false,
IN,2,1802,IN 2026 Statewide General,,Rudy Yakym III,8da1e283-3fa6-4796-b7c4-4941ca28c771,-18002,11,partial,renominated,Rudy Yakym (R); Jamee Decio (D); William Henry (L),Jamee Decio; William Henry,decided,https://www.thegreenpapers.com/G26/IN,162,standard,false,
IN,3,1803,IN 2026 Statewide General,,Marlin A. Stutzman,cd3bc298-9029-4cf7-a17b-0c2f7944956c,-18003,15,partial,renominated,Marlin Stutzman (R); Kelly Thompson (D),Kelly Thompson,decided,https://www.thegreenpapers.com/G26/IN,162,standard,false,
IN,4,1804,IN 2026 Statewide General,,Jim Baird,6b2cfe00-2c5a-47bf-a1ae-59a0a3ca8452,499386,0,zero,renominated,Jim Baird (R); Drew Cox (D),Drew Cox,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Indiana#District_4,162,standard,false,
IN,5,1805,IN 2026 Statewide General,,Victoria Spartz,c8e48169-7259-43d8-a1e9-548f476398b5,-18005,5,partial,renominated,Victoria Spartz (R); J.D. Ford (D),J.D. Ford,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Indiana#District_5,162,standard,false,
IN,6,1806,IN 2026 Statewide General,,Jefferson Shreve,a21fe6b5-a87e-45fe-bb94-6615a387eada,-18006,5,partial,renominated,Jefferson Shreve (R); Cinde Wirth (D),Cinde Wirth,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Indiana#District_6,162,standard,false,
IN,7,1807,IN 2026 Statewide General,,AndrÃ© Carson,91c72443-147f-4d1f-adab-ee415dab5ea6,499408,0,zero,renominated,André Carson (D); Patrick McAuley (R); James Sceniak (L),Patrick McAuley; James Sceniak,decided,https://www.thegreenpapers.com/G26/IN,162,standard,false,
IN,8,1808,IN 2026 Statewide General,,Mark Messmer,b695b4e2-ca56-470d-84d2-9912a483af16,499413,0,zero,renominated,Mark Messmer (R); Mary Allen (D),Mary Allen,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Indiana#District_8,162,standard,false,
IN,9,1809,IN 2026 Statewide General,,Erin Houchin,68568faf-1e0f-4ca2-89d9-bda625665712,499417,25,done,renominated,Erin Houchin (R); Brad Meyer (D); Tonya Hudson (L),Brad Meyer; Tonya Hudson; NOTE-IN9-INCUMBENT-FLAG-BUG: stale DB May-5 primary rows (race 7d3f0042-eb15-462b-bf14-df15244c5d16 et al.) flag Houchin non-incumbent and her primary losers as incumbents — fix flags in Phase 162 before seeding; Houchin IS the true IN-9 incumbent,decided,https://www.thegreenpapers.com/G26/IN,162,standard,false,
MD,1,2401,2026 Maryland General Election,cb9a70c8-626b-43ed-9267-9531d2403535,Andy Harris,ff596d3f-3056-43e2-a80a-8c4b8fd9abde,-2440001,0,zero,renominated,Andy Harris (R); Dan Schwartz (D),Dan Schwartz (D),decided,https://elections.maryland.gov/elections/2026/Primary_Results/gen_results_2026_4.html,162,standard,false,2026-08-03
MD,2,2402,2026 Maryland General Election,01c39962-63fe-4f5d-ac56-a546e09374a6,Johnny Olszewski,504ff19d-5db9-4093-9cba-d36fcb70f1b6,-2440002,0,zero,renominated,Johnny Olszewski (D); Dave Wallace (R),Dave Wallace (R),decided,https://elections.maryland.gov/elections/2026/Primary_Results/gen_results_2026_4.html,162,standard,false,2026-08-03
MD,3,2403,2026 Maryland General Election,34ae857f-a68e-40c6-a1bd-1bc9266dce5b,Sarah Elfreth,87560825-eced-4690-be06-88549f0f83cf,-2440003,0,zero,renominated,Sarah Elfreth (D); Berney Flowers (R),Berney Flowers (R),decided,https://elections.maryland.gov/elections/2026/Primary_Results/gen_results_2026_4.html,162,standard,false,2026-08-03
MD,4,2404,2026 Maryland General Election,1df5607b-36f4-45f6-a94f-adabba5811da,Glenn Ivey,e59ec991-3948-4369-913c-63c62dc3ece5,-2440004,0,zero,renominated,Glenn Ivey (D); George McDermott (R),George McDermott (R),decided,https://elections.maryland.gov/elections/2026/Primary_Results/gen_results_2026_4.html,162,standard,false,2026-08-03
MD,5,2405,2026 Maryland General Election,b927bbd3-be7b-4ca1-a5f0-0fcd743a9997,Steny Hoyer,5d82bae9-6747-4067-b954-f07f31758f00,-2440005,0,zero,retired,Adrian Boafo (D); Chris Chaffee (R); Jonathan Burruss (Unaffiliated); Brian Jordan (Unaffiliated),Adrian Boafo (D); Chris Chaffee (R); Jonathan Burruss (Unaffiliated); Brian Jordan (Unaffiliated),decided,https://elections.maryland.gov/elections/2026/Primary_Results/gen_results_2026_4.html,162,standard,false,2026-08-03
MD,6,2406,2026 Maryland General Election,d5d7f27a-e421-46d8-af73-da225ea625a0,April McClain Delaney,da087947-83af-4ca2-91c8-1f9e0bf887a9,-2440006,0,zero,renominated,April McClain Delaney (D); Robin Ficker (R); Moshe Landman (Green),Robin Ficker (R); Moshe Landman (Green),decided,https://elections.maryland.gov/elections/2026/Primary_Results/gen_results_2026_4.html,162,standard,false,2026-08-03
MD,7,2407,2026 Maryland General Election,a6b83f0d-bc99-4f29-9d39-a87025d55a01,Kweisi Mfume,6e2f5cf7-4e00-4a83-b1d7-b3f2ea4c1ffd,-2440007,0,zero,renominated,Kweisi Mfume (D); Scott Collier (R),Scott Collier (R),decided,https://elections.maryland.gov/elections/2026/Primary_Results/gen_results_2026_4.html,162,standard,false,2026-08-03
MD,8,2408,2026 Maryland General Election,52874d42-9b2b-47c9-a87b-c11801627eb2,Jamie Raskin,731c674f-8f44-4df3-8b04-3b70be39a1bd,-2440008,0,zero,renominated,Jamie Raskin (D); Cheryl Riley (R); Nancy Wallace (Green),Cheryl Riley (R); Nancy Wallace (Green),decided,https://elections.maryland.gov/elections/2026/Primary_Results/gen_results_2026_4.html,162,standard,false,2026-08-03
MN,1,2701,MN 2026 Statewide General,,Brad Finstad,dc0a717a-67ef-4ca2-9c43-4896fad03392,-27001,4,partial,renominated,Brad Finstad (Republican); Gregory A. Goetzman (Republican); Oliver R. Morlan (Republican); Alex Eaton (DFL); Jake Johnson (DFL),Gregory A. Goetzman; Oliver R. Morlan; Alex Eaton; Jake Johnson,late-primary,https://candidates.sos.mn.gov/CandidateFilingResults.aspx?county=0&municipality=&schooldistrict=0&hospitaldistrict=&level=1&party=0&federal=True&judicial=False&executive=False&senate=False&representative=False&title=&office=0&candidateid=0,162,standard,false,
MN,2,2702,MN 2026 Statewide General,,Angie Craig,00b75ed0-3355-4bc5-a426-1667c12e2486,-27002,19,partial,retired,Eric Pratt (Republican); Abdi Abdulle (DFL); Kaela Berg (DFL); Matthew D. Klein (DFL); Matt Little (DFL); Hugh McTavish (DFL); Christopher Mosel (DFL),Eric Pratt; Abdi Abdulle; Kaela Berg; Matthew D. Klein; Matt Little; Hugh McTavish; Christopher Mosel,late-primary,https://candidates.sos.mn.gov/CandidateFilingResults.aspx?county=0&municipality=&schooldistrict=0&hospitaldistrict=&level=1&party=0&federal=True&judicial=False&executive=False&senate=False&representative=False&title=&office=0&candidateid=0,162,standard,false,
MN,3,2703,MN 2026 Statewide General,,Kelly Morrison,8a0696c4-5536-4309-9d02-b0ebb61de56b,-27003,5,partial,renominated,Tyler Bass (Republican); Quentin Wittrock (Republican); Kelly Morrison (DFL),Tyler Bass; Quentin Wittrock,late-primary,https://candidates.sos.mn.gov/CandidateFilingResults.aspx?county=0&municipality=&schooldistrict=0&hospitaldistrict=&level=1&party=0&federal=True&judicial=False&executive=False&senate=False&representative=False&title=&office=0&candidateid=0,162,standard,false,
MN,4,2704,MN 2026 Statewide General,,Betty McCollum,8d4d216a-2d44-4565-b605-14b24e31207b,-27004,17,partial,renominated,Gene Rechtzigel (Republican); Paul Wikstrom (Republican); Paul Xiong (Republican); Betty McCollum (DFL); Aswar Rahman (DFL),Gene Rechtzigel; Paul Wikstrom; Paul Xiong; Aswar Rahman,late-primary,https://candidates.sos.mn.gov/CandidateFilingResults.aspx?county=0&municipality=&schooldistrict=0&hospitaldistrict=&level=1&party=0&federal=True&judicial=False&executive=False&senate=False&representative=False&title=&office=0&candidateid=0,162,standard,false,
