politician_id,full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
00abc782-e86b-40f2-be0d-f07fad802688,Ron Johnson,israel-military-aid,1,"A resolution that condemns any decision to halt the shipment of United States made ammunition and weapons to the State of Israel, and demands that the Administration continue to fulfill the military aid requests from the State of Israel.",https://www.govinfo.gov/content/pkg/BILLS-118sres682is/html/BILLS-118sres682is.htm,,
023c6644-356e-4afb-925b-e20f9c32209b,Jim Banks,israel-military-aid,1,A bill to provide for the expeditious delivery of defense articles and defense services for Israel.,https://www.govinfo.gov/content/pkg/BILLS-118hr8369ih/html/BILLS-118hr8369ih.htm,,
0942f325-1180-4e1a-b1df-06438f1792a3,Tom Cotton,israel-military-aid,1,"A resolution that condemns any decision to halt the shipment of United States made ammunition and weapons to the State of Israel, and demands that the Administration continue to fulfill the military aid requests from the State of Israel.",https://www.govinfo.gov/content/pkg/BILLS-118sres682is/html/BILLS-118sres682is.htm,,
0ba1cecc-8493-495b-8d58-34d50bbacfba,Katie Britt,israel-military-aid,1,"A resolution that condemns any decision to halt the shipment of United States made ammunition and weapons to the State of Israel, and demands that the Administration continue to fulfill the military aid requests from the State of Israel.",https://www.govinfo.gov/content/pkg/BILLS-118sres682is/html/BILLS-118sres682is.htm,,
0dd5daa6-87cf-43a7-a1ee-25349ae35e27,Bill Hagerty,israel-military-aid,1,"A resolution that condemns any decision to halt the shipment of United States made ammunition and weapons to the State of Israel, and demands that the Administration continue to fulfill the military aid requests from the State of Israel.",https://www.govinfo.gov/content/pkg/BILLS-118sres682is/html/BILLS-118sres682is.htm,,
0eabc969-c1a1-47b7-8d34-6113b723a170,Jeff Merkley,israel-military-aid,3,"A joint resolution providing that the proposed foreign military sale to the Government of Israel described in Transmittal No. 26-32 is prohibited: twelve thousand BLU-110A/B general purpose, 1,000-pound bomb bodies, submitted pursuant to section 36(b)(1) of the Arms Export Control Act.",https://www.govinfo.gov/content/pkg/BILLS-119sjres138is/html/BILLS-119sjres138is.htm,,
102b239c-0a3d-44b9-ae32-88d8179197e2,Todd Young,israel-military-aid,1,"A resolution that condemns any decision to halt the shipment of United States made ammunition and weapons to the State of Israel, and demands that the Administration continue to fulfill the military aid requests from the State of Israel.",https://www.govinfo.gov/content/pkg/BILLS-118sres682is/html/BILLS-118sres682is.htm,,
108e7bcc-554a-49d7-81f0-c3058f933a07,Josh Hawley,israel-military-aid,1,"A resolution that condemns any decision to halt the shipment of United States made ammunition and weapons to the State of Israel, and demands that the Administration continue to fulfill the military aid requests from the State of Israel.",https://www.govinfo.gov/content/pkg/BILLS-118sres682is/html/BILLS-118sres682is.htm,,
129c2764-370c-4385-ad64-4cb5744c3541,Rick Scott,israel-military-aid,1,"A resolution that condemns any decision to halt the shipment of United States made ammunition and weapons to the State of Israel, and demands that the Administration continue to fulfill the military aid requests from the State of Israel.",https://www.govinfo.gov/content/pkg/BILLS-118sres682is/html/BILLS-118sres682is.htm,,
130591ca-bfd1-4691-916b-3570341b04fb,Joni Ernst,israel-military-aid,1,"A resolution that condemns any decision to halt the shipment of United States made ammunition and weapons to the State of Israel, and demands that the Administration continue to fulfill the military aid requests from the State of Israel.",https://www.govinfo.gov/content/pkg/BILLS-118sres682is/html/BILLS-118sres682is.htm,,
24109768-01ad-4bab-b833-b7bc1d8f437d,Steve Daines,israel-military-aid,1,"A resolution that condemns any decision to halt the shipment of United States made ammunition and weapons to the State of Israel, and demands that the Administration continue to fulfill the military aid requests from the State of Israel.",https://www.govinfo.gov/content/pkg/BILLS-118sres682is/html/BILLS-118sres682is.htm,,
