politician_id,full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
059dab9f-a79a-4664-b4cf-26b0655c596f,Tammy Duckworth,gun-policy,2,"The Assault Weapons Ban of 2025, a bill to regulate assault weapons and to ensure that the right to keep and bear arms is not unlimited. It is unlawful to import, sell, manufacture, transfer, or possess a semiautomatic assault weapon or large capacity ammunition feeding device; a firearm specified in Appendix A is exempt.",https://www.govinfo.gov/content/pkg/BILLS-119s1531is/html/BILLS-119s1531is.htm,,
0eabc969-c1a1-47b7-8d34-6113b723a170,Jeff Merkley,gun-policy,2,"The Assault Weapons Ban of 2025, a bill to regulate assault weapons and to ensure that the right to keep and bear arms is not unlimited. It is unlawful to import, sell, manufacture, transfer, or possess a semiautomatic assault weapon or large capacity ammunition feeding device; a firearm specified in Appendix A is exempt.",https://www.govinfo.gov/content/pkg/BILLS-119s1531is/html/BILLS-119s1531is.htm,,
0f06ced9-84c7-4020-98fd-82ac25d49027,Patty Murray,gun-policy,2,"The Assault Weapons Ban of 2025, a bill to regulate assault weapons and to ensure that the right to keep and bear arms is not unlimited. It is unlawful to import, sell, manufacture, transfer, or possess a semiautomatic assault weapon or large capacity ammunition feeding device; a firearm specified in Appendix A is exempt.",https://www.govinfo.gov/content/pkg/BILLS-119s1531is/html/BILLS-119s1531is.htm,,
0fd03798-714d-4976-a9b6-448aa22d8a68,Ruben Gallego,gun-policy,2,"The Assault Weapons Ban of 2025, a bill to regulate assault weapons and to ensure that the right to keep and bear arms is not unlimited. It is unlawful to import, sell, manufacture, transfer, or possess a semiautomatic assault weapon or large capacity ammunition feeding device; a firearm specified in Appendix A is exempt.",https://www.govinfo.gov/content/pkg/BILLS-119s1531is/html/BILLS-119s1531is.htm,,
100de02f-b44d-4587-9b90-19aa5081708c,Brian Schatz,gun-policy,2,"The Assault Weapons Ban of 2025, a bill to regulate assault weapons and to ensure that the right to keep and bear arms is not unlimited. It is unlawful to import, sell, manufacture, transfer, or possess a semiautomatic assault weapon or large capacity ammunition feeding device; a firearm specified in Appendix A is exempt.",https://www.govinfo.gov/content/pkg/BILLS-119s1531is/html/BILLS-119s1531is.htm,,
17f7729f-22a2-4346-9434-e5f545cfe8b4,Angela Alsobrooks,gun-policy,2,"The Assault Weapons Ban of 2025, a bill to regulate assault weapons and to ensure that the right to keep and bear arms is not unlimited. It is unlawful to import, sell, manufacture, transfer, or possess a semiautomatic assault weapon or large capacity ammunition feeding device; a firearm specified in Appendix A is exempt.",https://www.govinfo.gov/content/pkg/BILLS-119s1531is/html/BILLS-119s1531is.htm,,
1d877e4d-8aaf-4db8-be5b-2a3de0a98783,Jeanne Shaheen,gun-policy,2,"The Assault Weapons Ban of 2025, a bill to regulate assault weapons and to ensure that the right to keep and bear arms is not unlimited. It is unlawful to import, sell, manufacture, transfer, or possess a semiautomatic assault weapon or large capacity ammunition feeding device; a firearm specified in Appendix A is exempt.",https://www.govinfo.gov/content/pkg/BILLS-119s1531is/html/BILLS-119s1531is.htm,,
2147281e-e1b1-4416-a5d9-dae9d4f31be0,Ron Wyden,gun-policy,2,"The Assault Weapons Ban of 2025, a bill to regulate assault weapons and to ensure that the right to keep and bear arms is not unlimited. It is unlawful to import, sell, manufacture, transfer, or possess a semiautomatic assault weapon or large capacity ammunition feeding device; a firearm specified in Appendix A is exempt.",https://www.govinfo.gov/content/pkg/BILLS-119s1531is/html/BILLS-119s1531is.htm,,
27d57833-842f-427c-bedd-aa1695fe550f,Ben Ray Luján,gun-policy,2,"The Assault Weapons Ban of 2025, a bill to regulate assault weapons and to ensure that the right to keep and bear arms is not unlimited. It is unlawful to import, sell, manufacture, transfer, or possess a semiautomatic assault weapon or large capacity ammunition feeding device; a firearm specified in Appendix A is exempt.",https://www.govinfo.gov/content/pkg/BILLS-119s1531is/html/BILLS-119s1531is.htm,,
2a6693c7-9149-4e71-85fe-003746f7d23d,John Hickenlooper,gun-policy,2,"The Assault Weapons Ban of 2025, a bill to regulate assault weapons and to ensure that the right to keep and bear arms is not unlimited. It is unlawful to import, sell, manufacture, transfer, or possess a semiautomatic assault weapon or large capacity ammunition feeding device; a firearm specified in Appendix A is exempt.",https://www.govinfo.gov/content/pkg/BILLS-119s1531is/html/BILLS-119s1531is.htm,,
