external_id,full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3,quote_text,quote_deidentified
-4400001,Dan McKee,abortion,2,"McKee signed legislation in June 2024 requiring insurance companies to cover abortion services in Rhode Island, protecting abortion access and funding coverage. OnTheIssues records him as supportive of abortion rights. The abortion-coverage equity act aligns with keeping abortion legal and accessible with public funding support, but there is no documented support for funding at all stages — aligning with value 2.",https://www.ontheissues.org/Dan_McKee.htm,https://en.wikipedia.org/wiki/Dan_McKee,,
-4400001,Dan McKee,climate-change,3,"McKee signed a Rhode Island climate act and has prioritized offshore wind development and renewable electricity as governor. OnTheIssues records him as prioritizing green energy. His record reflects investing in clean energy and gradual reduction of fossil fuel reliance rather than an emergency ban or 2030 phase-out, aligning with value 3.",https://www.ontheissues.org/Dan_McKee.htm,https://en.wikipedia.org/wiki/Dan_McKee,,
-4400001,Dan McKee,fossil-fuels,3,"McKee has championed offshore wind and renewable energy in Rhode Island but has not called for stopping new fossil fuel permits or banning drilling. His energy platform focuses on building up clean energy rather than restricting fossil fuels directly, consistent with maintaining current production levels while investing in alternatives (value 3).",https://www.ontheissues.org/Dan_McKee.htm,,,
-4400001,Dan McKee,healthcare,2,"OnTheIssues records McKee as supporting universal healthcare access for children and broader healthcare expansion — a mix of public programs and regulated private insurance. He has not advocated for a full single-payer system but supports ensuring affordable coverage for all, aligning with value 2.",https://www.ontheissues.org/Dan_McKee.htm,,,
-4400001,Dan McKee,immigration,2,"McKee supports providing in-state college tuition to students regardless of immigration status, reflecting a policy of allowing undocumented residents to access public services. OnTheIssues records this as a strong position. This aligns with keeping legal immigration open and extending public services regardless of status (value 2).",https://www.ontheissues.org/Dan_McKee.htm,,,
-4400001,Dan McKee,social-security,3,"OnTheIssues records McKee as strongly opposing Social Security privatization and advocating eliminating the state tax on Social Security benefits — a stance that protects and modestly strengthens the program without calling for major benefit expansion or payroll tax cap removal. This aligns with value 3 (improve current programs while controlling costs).",https://www.ontheissues.org/Dan_McKee.htm,,,
-4400001,Dan McKee,tariffs,3,"OnTheIssues records McKee as opposing Trump's tariff policies, favoring free trade, but as a state governor his actions on federal trade policy are limited to statements. He supports open trade but is not documented as advocating full tariff elimination. A selective/protective tariff approach aligns with value 3.",https://www.ontheissues.org/Dan_McKee.htm,,,
-4400001,Dan McKee,taxes,2,"McKee signed a FY2027 'Affordability for All' budget and his platform includes state investment in housing and infrastructure funded through the tax base. OnTheIssues records him as supporting economic stimulus through state investment. His record reflects modestly raising or maintaining taxes on higher earners to fund services, aligning with value 2.",https://www.ontheissues.org/Dan_McKee.htm,https://governor.ri.gov/press-releases,,
-4400001,Dan McKee,same-sex-marriage,1,"OnTheIssues records McKee as favoring marriage equality. As a Democratic governor of Rhode Island he has made no actions to restrict same-sex marriage and has supported full LGBTQ rights protections. Favoring marriage equality with full recognition aligns with value 1.",https://www.ontheissues.org/Dan_McKee.htm,,,
-4400001,Dan McKee,civil-rights,2,"OnTheIssues records McKee as supporting mandatory hiring equity and pay equity regardless of gender or ethnicity — active enforcement of anti-discrimination protections. His record reflects strengthening civil rights enforcement and addressing systemic discrimination (value 2) rather than mandating racial equity requirements or reparations.",https://www.ontheissues.org/Dan_McKee.htm,,,
-4400001,Dan McKee,deportation,2,"McKee supports in-state tuition for undocumented students and has not advocated for aggressive deportation. His immigration posture — extending public services to undocumented residents — is consistent with limiting deportation to serious violent offenders (value 2) rather than general enforcement.",https://www.ontheissues.org/Dan_McKee.htm,,,
-4400001,Dan McKee,housing,3,"OnTheIssues records McKee as supporting state investment in housing and infrastructure, and he signed a FY2027 budget with housing affordability components. His approach — tax incentives and state investment in affordable projects rather than rent caps or public housing guarantees — aligns with value 3 (targeted subsidies and easier permitting).",https://www.ontheissues.org/Dan_McKee.htm,https://governor.ri.gov/press-releases,,
-4400001,Dan McKee,school-vouchers,1,"OnTheIssues records no McKee support for school vouchers; his education record as a former Cumberland mayor and lieutenant governor has focused on public school investment. Rhode Island Democrats have consistently opposed voucher programs, and no documented McKee action supports diverting public funds to private schools, aligning with value 1 (fully fund public schools, eliminate vouchers).",https://www.ontheissues.org/Dan_McKee.htm,,,
-4400001,Dan McKee,voting-rights,2,"McKee is a Democratic governor who has not signed any voter ID or voter suppression measures. Rhode Island has expanded mail-in voting and early voting under his tenure. His support for accessible voting aligns with value 2 (expand early voting and make mail-in voting available without excuse).",https://www.ontheissues.org/Dan_McKee.htm,https://en.wikipedia.org/wiki/Dan_McKee,,
