external_id,full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3,quote_text,quote_deidentified
-510501,Tom Perriello,abortion,2,"Perriello now describes abortion as a 'fundamental right' accessible to all women and is endorsed by Planned Parenthood for his 2026 campaign. He has repeatedly apologized for his 2009 Stupak-Pitts Amendment vote (which restricted federal abortion funding), calling it 'the worst vote of his career.' His current position — legal and accessible, with his 2017 governorship framing it as a fundamental right — aligns with keeping abortion legal and accessible through the second trimester with rare exceptions, consistent with the standard Democratic mainstream rather than publicly-funded-at-all-stages.",https://en.wikipedia.org/wiki/Tom_Perriello,https://tomperriello.com/about,https://tomperriello.com/endorsements,,
-510501,Tom Perriello,campaign-finance,2,"Perriello refuses corporate PAC donations for his 2026 campaign and is endorsed by End Citizens United, a campaign finance reform organization. He stated in 2008 that 'Lobbyists and corporate PACs have broken Washington.' His platform explicitly frames corporate political influence as a core problem to fight, aligning with strictly limiting corporate donations and dark money groups.",https://www.ontheissues.org/Tom_Perriello.htm,https://tomperriello.com/endorsements,,Lobbyists and corporate PACs have broken Washington.,Lobbyists and corporate PACs have broken Washington.
-510501,Tom Perriello,childcare,2,Perriello voted YES on four weeks of paid parental leave for federal employees (2009) and his 2026 campaign platform calls for paid family and medical leave expansion as a key worker priority. His framing — 'raising worker compensation while bringing down family costs' — indicates support for significantly expanding subsidies and government support for childcare affordability beyond just tax credits.,https://www.ontheissues.org/Tom_Perriello.htm,https://tomperriello.com/about,,,
-510501,Tom Perriello,civil-rights,2,"Perriello strongly condemned the 2017 Unite the Right rally in Charlottesville, emphasizing the need for white Americans to actively oppose white supremacy. He honored the NAACP's 100th anniversary while in Congress and has consistently supported civil rights enforcement and addressing systemic discrimination. His campaign emphasizes defending civil liberties as a core priority.",https://en.wikipedia.org/wiki/Tom_Perriello,https://www.ontheissues.org/Tom_Perriello.htm,,,
-510501,Tom Perriello,climate-change,2,"Perriello voted for the American Clean Energy and Security Act (cap-and-trade, 2009), calling it a national security imperative and stating 'There's got to be something more important than getting reelected.' He successfully opposed the Atlantic Coast Pipeline and is endorsed by both the LCV Action Fund and NRDC Action Fund for his 2026 campaign. His record and current endorsements align with rapidly transitioning to renewable energy.",https://en.wikipedia.org/wiki/Tom_Perriello,https://tomperriello.com/endorsements,https://www.ontheissues.org/Tom_Perriello.htm,There's got to be something more important than getting reelected.,There's got to be something more important than getting reelected.
-510501,Tom Perriello,fossil-fuels,2,Perriello voted for CO2 emission limits (2009) and co-authored an op-ed opposing the Atlantic Coast Pipeline through the Blue Ridge Mountains. His endorsement by the LCV Action Fund and NRDC Action Fund for 2026 further confirms an anti-new-drilling posture. His record is consistent with stopping new permits for fossil fuel drilling rather than banning all existing extraction.,https://en.wikipedia.org/wiki/Tom_Perriello,https://www.ontheissues.org/Tom_Perriello.htm,https://tomperriello.com/endorsements,,
-510501,Tom Perriello,healthcare,2,"Perriello voted for the ACA and in 2026 explicitly advocates for a public option, a Medicare buy-in for those 50+, stronger prescription drug price negotiation, and expanded Medicaid coverage. His campaign states he 'fought' to make the ACA 'stronger' and 'reduce prescription drug costs.' This mix of public programs alongside regulated private insurance aligns with value 2.",https://tomperriello.com/about,https://tomperriello.com/news,https://www.ontheissues.org/Tom_Perriello.htm,,
-510501,Tom Perriello,immigration,2,Perriello has stated 'Welcome immigrants; [they] comprise 1 in 9 Virginians' and supports 'commonsense policies like drivers licenses' for undocumented immigrants. His 2026 campaign emphasizes immigration as an issue where he fights for 'the people over the powerful.' His position supports keeping legal immigration open and allowing undocumented residents to access public services like drivers licenses.,https://www.ontheissues.org/Tom_Perriello.htm,https://tomperriello.com/about,,Welcome immigrants; [they] comprise 1 in 9 Virginians.,Welcome immigrants; they comprise a significant share of our population.
-510501,Tom Perriello,medicare/aid,2,"Perriello's 2026 campaign explicitly advocates for 'a public option or buy-in to Medicare' and 'expanding Medicaid coverage,' as well as 'reducing prescription drug costs.' His about page specifically mentions pushing for 'Medicare buy-in' for more Americans and stronger Medicaid expansion. This aligns with lowering the Medicare eligibility age and expanding Medicaid significantly rather than covering everyone regardless of age.",https://tomperriello.com/about,https://tomperriello.com/news,,,
-510501,Tom Perriello,redistricting,2,"Perriello's 2026 campaign website highlights his support for 'fair redistricting' and 'a system of checks and balances,' and he is endorsed by End Citizens United, which advocates for independent redistricting reform. His anti-corporate-influence framing is consistent with supporting independent commissions. The evidence supports independent redistricting commissions with equal bipartisan representation rather than full citizens-only commissions.",https://tomperriello.com/about,https://tomperriello.com/endorsements,,,
