full_name,politician_id,topic_key,value,reasoning
Kirk A. Cullimore,29a72e61-eb0b-44da-b535-974993a59838,abortion,4,"Cullimore voted YES on SB174 (2020), Utah's near-total abortion trigger ban (rape/incest/medical emergency exceptions only), and YES on HB467 (2023), which banned all abortion clinics from operating after January 2024. Both bills restrict abortion to only cases of rape, incest, or serious threat to the mother. — best matches stance 4 (restrict abortion to only cases involving rape, incest, or serious threats to the mother's life)."
Kirk A. Cullimore,29a72e61-eb0b-44da-b535-974993a59838,trans-athletes,4,"Cullimore spoke in support of action during the 2022 Senate debate on HB11 (transgender sports ban), stating 'There's a time and a place and a need for action at this point.' He was in the majority of the 21-8 Senate vote that overrode Gov. Cox's veto to enact the ban. He also voted YES on SB16 (2023), banning gender-affirming medical procedures for minors. — best matches stance 4 (require transgender athletes to compete only on teams matching their biological sex assigned at birth)."
Kirk A. Cullimore,29a72e61-eb0b-44da-b535-974993a59838,voting-rights,4,"Cullimore voted YES on HB300 (2025), requiring in-person ballot return with ID, and YES on HB313 (2022), enhanced election security measures including voter ID requirements. He also sponsored SJR007 (2025), a joint resolution emphasizing state authority in election governance. — best matches stance 4 (require photo ID for voting and regularly update voter rolls to remove inactive registrations)."
Kirk A. Cullimore,29a72e61-eb0b-44da-b535-974993a59838,school-vouchers,5,"Cullimore was the Senate floor sponsor of HB215 (2023), which created the Utah Fits All Scholarship — a universal ESA program providing up to $8,000 for any family to use at any school (public, private, religious, or home). He stated he was 'ecstatic' over its passage and that the program would 'serve those kids that need unique and individualized education.' In 2025, he advocated for tripling the program's funding. — best matches stance 5 (universal vouchers so that education funding follows the student to any school chosen by the family)."
Kirk A. Cullimore,29a72e61-eb0b-44da-b535-974993a59838,redistricting,5,"As Senate Majority Whip in 2024, Cullimore helped advance a constitutional amendment to grant legislators power to amend and repeal voter-approved ballot initiatives — directly motivated by Republicans overturning an anti-gerrymandering law (Prop 4). He argued the Supreme Court's protection of voter initiatives created unconstitutional 'super laws' that hamstring legislators. This positions him squarely for legislative control of redistricting without independent commission. — best matches stance 5 (the party that controls the state legislature without outside interference)."
Kirk A. Cullimore,29a72e61-eb0b-44da-b535-974993a59838,campaign-finance,3,"Cullimore introduced a resolution in the 2025 session supporting a constitutional amendment to restore state authority over campaign finance laws, arguing that states should set their own rules to combat 'the corrosive effects of dark money in politics and foreign interference.' His framing targeted disclosure and foreign money rather than eliminating all limits; he wants states — not Washington — to regulate. — best matches stance 3 (require full disclosure of all political donations)."
Kirk A. Cullimore,29a72e61-eb0b-44da-b535-974993a59838,taxes,4,"Cullimore has championed annual tax cuts as Senate Majority Leader. In a 2025 interview he said 'we'll be looking at tax cuts again' and committed to making Utah affordable through reduced regulatory burden. Americans for Tax Reform named him among the top GOP leaders making tax reform a priority in the 2026 session (Utah's 6th income tax cut in 6 years). His record is cutting taxes broadly, not just for higher earners. — best matches stance 4 (cut taxes for everyone and scale back public services to match)."
Kirk A. Cullimore,29a72e61-eb0b-44da-b535-974993a59838,data-centers,4,"Cullimore sponsored SB227 (2025), which modernizes Utah's energy framework by allowing alternative energy suppliers to contract directly with large load customers (50+ megawatts), with accounting transparency requirements to protect existing ratepayers. The bill is energy-agnostic and streamlines permitting while requiring some transparency on projected energy demand. — best matches stance 4 (encouraging data center development through streamlined permitting while requiring transparency about projected energy demand and rate impacts)."
Kirk A. Cullimore,29a72e61-eb0b-44da-b535-974993a59838,ai-regulation,3,"Cullimore sponsored Utah's original AI consumer protection law (UAIPA, 2024) requiring disclosure when interacting with AI, then revised it in 2025 (SB0332) to narrow scope to 'high-risk' AI interactions after the law swept too broadly. He said the original 'swept too broadly, encompassing a range of businesses that likely are not using AI in a way that poses significant harm to consumers.' This reflects a require-disclosure-for-risky-uses approach. — best matches stance 3 (require AI developers to disclose risks and be held responsible when their systems cause harm)."
Kirk A. Cullimore,29a72e61-eb0b-44da-b535-974993a59838,homelessness,4,"Cullimore stated in 2024 that the legislature needed 'to require the cities to enforce their prohibition on unsanctioned camping' and in 2025 noted the legislature committed 'hundreds of millions of dollars toward homelessness services' but emphasized enforcement of camping bans as a condition for funding. This combines graduated enforcement with requirements for jurisdictions to maintain shelter options. — best matches stance 4 (prohibiting encampments on public property with graduated warnings and penalties, while requiring jurisdictions to maintain basic shelter options)."
Kirk A. Cullimore,29a72e61-eb0b-44da-b535-974993a59838,childcare,4,"Cullimore voted NO on SB248 (2026), which would have created an employer-sponsored, state-assisted childcare program. His opposition aligns with his consistent philosophy of reducing regulatory burdens and limiting government-funded social programs, reserving subsidies for the lowest-income families only. — best matches stance 4 (reducing regulations on childcare providers to increase supply and lower costs, with limited subsidies reserved for the lowest-income families)."
Kirk A. Cullimore,29a72e61-eb0b-44da-b535-974993a59838,immigration,4,"Cullimore voted YES on HB165 (2024), requiring federal officials to notify Utah authorities before releasing undocumented immigrants in the state. The law aims to make Utah 'not a sanctuary state' and help authorities track undocumented immigrants. His pattern aligns with making legal immigration more difficult to circumvent and limiting services to those with legal status. — best matches stance 4 (make it harder to immigrate legally and limit public services to people with legal status)."
Kirk A. Cullimore,29a72e61-eb0b-44da-b535-974993a59838,misinformation,4,"Cullimore delayed and narrowed Utah's social media restrictions (SB89, 2024) citing free speech concerns, saying the law needed 'a different approach to hopefully not trample on the free speech issues.' He expressed concern about constitutional problems in government-mandated content restrictions while supporting lighter protections for minors. — best matches stance 4 (protect free speech online and prevent government censorship)."
