external_id,full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3,quote_text,quote_deidentified
-32001,Dina Titus,abortion,2,"Titus received a 100% rating from Planned Parenthood in 2014 for opposing a nationwide abortion ban after 20 weeks and supporting abortion access in D.C. and via the Affordable Care Act. She has consistently voted to protect reproductive rights and access to abortion services. Her record aligns with keeping abortion legal and accessible through the second trimester.",https://en.wikipedia.org/wiki/Dina_Titus,https://www.lcv.org/congressional-scorecard/moc/dina-titus,,
-32001,Dina Titus,healthcare,1,"Titus is a member of the Medicare for All Caucus, a caucus explicitly organized to advance a single-payer healthcare system. The caucus was founded in 2018 to advance the Medicare for All Act. She voted with President Biden's positions 100% of the time in the 117th Congress, including on healthcare legislation.",https://en.wikipedia.org/wiki/Dina_Titus,https://en.wikipedia.org/wiki/Medicare_for_All_Caucus,,
-32001,Dina Titus,medicare/aid,1,"As a member of the Medicare for All Caucus, Titus advocates for expanding Medicare to cover all Americans regardless of age. The caucus's explicit mission is to advance a single-payer healthcare system through the Medicare for All Act.",https://en.wikipedia.org/wiki/Dina_Titus,https://en.wikipedia.org/wiki/Medicare_for_All_Caucus,,
-32001,Dina Titus,immigration,2,"Titus co-sponsored the U.S. Citizenship Act of 2021, which would grant a pathway to citizenship for approximately 11 million undocumented immigrants while rolling back Trump-era enforcement. In 2017 she voted against the No Sanctuary for Criminals Act. While she voted for the Laken Riley Act in 2025, her overall record favors keeping legal immigration open and extending legal status broadly.",https://en.wikipedia.org/wiki/Dina_Titus,,,
-32001,Dina Titus,deportation,3,"Titus voted for the Laken Riley Act in 2025 (one of 46 House Democrats), which requires mandatory detention of undocumented immigrants charged with or convicted of crimes including theft and assault. This positions her as prioritizing deportation for those with criminal records while her 2021 US Citizenship Act co-sponsorship shows support for legal pathways for long-term residents.",https://en.wikipedia.org/wiki/Dina_Titus,https://en.wikipedia.org/wiki/Laken_Riley_Act,,
-32001,Dina Titus,climate-change,2,"Titus holds a 97% lifetime LCV (League of Conservation Voters) score and earned a perfect 100% in 2025. Her pro-environment voting record includes blocking methane pollution rollbacks, protecting endangered species, and supporting clean energy initiatives. This record is consistent with rapid transition to renewable energy.",https://www.lcv.org/congressional-scorecard/moc/dina-titus,https://en.wikipedia.org/wiki/Dina_Titus,,
-32001,Dina Titus,fossil-fuels,2,"Titus's 100% LCV score in 2025 includes votes blocking rollbacks of methane pollution safeguards and protecting clean air and water standards. Her sustained 97% lifetime LCV rating reflects consistent opposition to expanding fossil fuel extraction. This record aligns with opposing new permits for fossil fuel drilling.",https://www.lcv.org/congressional-scorecard/moc/dina-titus,https://en.wikipedia.org/wiki/Dina_Titus,,
-32001,Dina Titus,civil-rights,2,"Titus is a member of the Congressional Equality Caucus, which works for LGBTQ+ rights and elimination of discriminatory laws. She was appointed to the U.S. Commission on Civil Rights in 2010. Her 93.82% lifetime Progressive Punch score indicates consistent support for civil rights enforcement legislation.",https://en.wikipedia.org/wiki/Dina_Titus,https://en.wikipedia.org/wiki/Congressional_Equality_Caucus,,
-32001,Dina Titus,same-sex-marriage,1,"Titus is a member of the Congressional Equality Caucus, which championed the Respect for Marriage Act signed into law in 2022 codifying federal same-sex marriage protections. The caucus advocates for full LGBTQ+ rights including requiring federal recognition of same-sex marriages.",https://en.wikipedia.org/wiki/Dina_Titus,https://en.wikipedia.org/wiki/Congressional_Equality_Caucus,,
-32001,Dina Titus,ukraine-support,2,"Titus is a member of the Congressional Ukraine Caucus, which has consistently backed military and economic assistance to Ukraine and passed resolutions supporting Ukraine's sovereignty. She also voted in 2023 against H.Con.Res. 21 directing U.S. troop removal from Syria, indicating support for ongoing U.S. military engagement abroad.",https://en.wikipedia.org/wiki/Dina_Titus,https://en.wikipedia.org/wiki/Congressional_Ukraine_Caucus,,
-32001,Dina Titus,voting-rights,2,"In 2023, Titus voted against H.J.Res. 24 disapproving D.C.'s noncitizen voting plan, supporting expanded voter participation. She voted with President Biden's position 100% of the time in the 117th Congress, including on the Freedom to Vote Act and other voting rights legislation.",https://en.wikipedia.org/wiki/Dina_Titus,,,
