cd,geo_id,race_id,full_name,party_from_field,decision,target_politician_id,assign_external_id,is_incumbent,source_url
1,1701,c89b6491-8092-43cd-b70d-4097b8600b50,Jonathan L. Jackson,(incumbent),REUSE,66da3b64-3dab-4f79-950a-475acc006dc8,,true,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_1
1,1701,c89b6491-8092-43cd-b70d-4097b8600b50,Christian Maxwell,(challenger/open),NEW,,-170101,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_1
2,1702,8a01f2aa-3cc7-4a2c-90dc-fdd6499c1783,Donna Miller,(challenger/open),NEW,,-170201,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_2
2,1702,8a01f2aa-3cc7-4a2c-90dc-fdd6499c1783,Mike Noack,(challenger/open),NEW,,-170202,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_2
2,1702,8a01f2aa-3cc7-4a2c-90dc-fdd6499c1783,Ashley Banks,(challenger/open),NEW,,-170203,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_2
3,1703,74db93b8-c844-4775-a9e6-ad7caced9f6f,Delia C. Ramirez,(incumbent),REUSE,f74970a7-a63c-43e2-8033-d04b7f2bd64d,,true,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_3
3,1703,74db93b8-c844-4775-a9e6-ad7caced9f6f,Angel Oakley,(challenger/open),NEW,,-170301,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_3
4,1704,43d78ceb-9a9a-4ce4-ab53-4ea599f0e888,Patty Garcia,(challenger/open),NEW,,-170401,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_4
4,1704,43d78ceb-9a9a-4ce4-ab53-4ea599f0e888,Lupe Castillo,(challenger/open),NEW,,-170402,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_4
4,1704,43d78ceb-9a9a-4ce4-ab53-4ea599f0e888,Ed Hershey,(challenger/open),NEW,,-170403,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_4
4,1704,43d78ceb-9a9a-4ce4-ab53-4ea599f0e888,Lindsay Church,(challenger/open),NEW,,-170404,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_4
4,1704,43d78ceb-9a9a-4ce4-ab53-4ea599f0e888,Chris Getty,(challenger/open),NEW,,-170405,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_4
4,1704,43d78ceb-9a9a-4ce4-ab53-4ea599f0e888,Mayra Macías,(challenger/open),NEW,,-170406,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_4
4,1704,43d78ceb-9a9a-4ce4-ab53-4ea599f0e888,Byron Sigcho-Lopez,(challenger/open),NEW,,-170407,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_4
5,1705,a2bad632-ae35-43db-a37f-2bb2ef282f4a,Mike Quigley,(incumbent),REUSE,05e88b53-b6f4-4c5d-bcd2-f6b7b20f98d6,,true,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_5
5,1705,a2bad632-ae35-43db-a37f-2bb2ef282f4a,Tommy Hanson,(challenger/open),NEW,,-170501,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_5
6,1706,e124e9a1-5aa5-4cfa-9ef2-cc09544cff18,Sean Casten,(incumbent),REUSE,05cf439f-3932-4398-b97b-4fd9a7506934,,true,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_6
6,1706,e124e9a1-5aa5-4cfa-9ef2-cc09544cff18,Niki Conforti,(challenger/open),NEW,,-170601,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_6
7,1707,92259b93-2cb6-4078-bc2a-6f0d6cf8e8bf,La Shawn Ford,(challenger/open),NEW,,-170701,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_7
7,1707,92259b93-2cb6-4078-bc2a-6f0d6cf8e8bf,Chad Koppie,(challenger/open),NEW,,-170702,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_7
8,1708,cd0eb9a3-08f0-455a-b4d4-640148a95321,Melissa Bean,(challenger/open),NEW,,-170801,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_8
8,1708,cd0eb9a3-08f0-455a-b4d4-640148a95321,Jennifer Davis,(challenger/open),NEW,,-170802,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_8
9,1709,54f56737-8faf-4276-bb7d-8f8cc98bdb1b,Daniel Biss,(challenger/open),NEW,,-170901,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_9
9,1709,54f56737-8faf-4276-bb7d-8f8cc98bdb1b,John Elleson,(challenger/open),NEW,,-170902,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_9
10,1710,ffef2601-403f-42fb-a257-2a9303d5d737,Bradley Scott Schneider,(incumbent),REUSE,ecdb6fda-81cd-48bd-9403-a03a82f3ebad,,true,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_10
10,1710,ffef2601-403f-42fb-a257-2a9303d5d737,Carl Lambrecht,(challenger/open),NEW,,-171001,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_10
