politician_id,full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
00abc782-e86b-40f2-be0d-f07fad802688,Ron Johnson,border-security,,,,,
023c6644-356e-4afb-925b-e20f9c32209b,Jim Banks,border-security,,,,,
0942f325-1180-4e1a-b1df-06438f1792a3,Tom Cotton,border-security,,,,,
0ba1cecc-8493-495b-8d58-34d50bbacfba,Katie Britt,border-security,,,,,
0dd5daa6-87cf-43a7-a1ee-25349ae35e27,Bill Hagerty,border-security,,,,,
102b239c-0a3d-44b9-ae32-88d8179197e2,Todd Young,border-security,,,,,
108e7bcc-554a-49d7-81f0-c3058f933a07,Josh Hawley,border-security,,,,,
129c2764-370c-4385-ad64-4cb5744c3541,Rick Scott,border-security,,,,,
130591ca-bfd1-4691-916b-3570341b04fb,Joni Ernst,border-security,,,,,
2249e92f-8064-4c9e-b109-d56c0c5bb1b8,Bernie Moreno,border-security,,,,,
24109768-01ad-4bab-b833-b7bc1d8f437d,Steve Daines,border-security,,,,,
274c286d-a292-4e3f-b570-6c2d7ae9c209,Eric Schmitt,border-security,,,,,
2971d4f9-1433-4dcd-aaa7-193241ef3c95,Mike Crapo,border-security,,,,,
2b022ce1-6272-40db-9332-015a057ec9f8,John Cornyn,border-security,,,,,
2f52b4b6-f167-4452-be9b-d37a5b667e69,Jerry Moran,border-security,,,,,
3149d855-8d85-4080-b0d6-fb83be500533,Deb Fischer,border-security,,,,,
3621bbef-a821-45fe-991c-e1744ad05203,John Boozman,border-security,,,,,
3bb72269-7f3b-42a5-bf48-4e1963844391,Tim Sheehy,border-security,,,,,
401f1fab-c996-4b1a-92f7-2817c5dd4619,Ted Budd,border-security,,,,,
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,border-security,,,,,
4f4b2bff-0054-475f-8687-e83f68085f15,"Angus S. King, Jr.",border-security,,,,,
4f62ca82-fda1-4386-9a4a-62dd84318f83,Mike Lee,border-security,,,,,
624e51ff-2f0f-45d0-bd57-1dfa8ad47013,Mike Rounds,border-security,,,,,
661c0499-af4c-4cf9-a34b-eb0c20d5cd4b,John Thune,border-security,,,,,
675778b0-7e6f-45ef-96b2-7bcb5d7e0af7,Tim Scott,border-security,,,,,
6b817122-f196-4b72-b0b4-2d9763c4be47,Susan M. Collins,border-security,,,,,
7affca4e-db2b-4f7e-b009-9acc6b493139,Tommy Tuberville,border-security,,,,,
808ab926-365f-4b8a-a42e-628f11ecc48e,Marsha Blackburn,border-security,,,,,
88c06231-8e34-43ff-befb-8868b44383e6,Kevin Cramer,border-security,,,,,
9a41971c-1e38-41b8-a6ec-bec6055a00b3,James Risch,border-security,,,,,
9df12eb2-bc9a-4083-8004-1af4167342ea,Roger Marshall,border-security,,,,,
a8bda21a-a5ca-4c15-9612-10fad5d5c9d6,Ted Cruz,border-security,,,,,
a97678bc-8844-4560-87b1-5ef4f8013d96,Dan Sullivan,border-security,,,,,
cc873a93-cb47-405a-93b0-bb2848fdd57e,Lisa Murkowski,border-security,,,,,
d01ea902-317a-4a66-b346-8b29a91fcd25,Pete Ricketts,border-security,,,,,
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,border-security,,,,,
dd5d3f6d-fc82-4774-b510-287ec47cbd84,Chuck Grassley,border-security,,,,,
e4b27d5e-59de-4e71-a8a7-28e7b9a80807,John Barrasso,border-security,,,,,
e6596b34-8d9f-4593-bf0c-4fe7fc17cd26,John Hoeven,border-security,,,,,
eff33c8a-38f6-421f-a8de-24518c52d650,Bill Cassidy,border-security,,,,,
f1271c9d-fad4-4e1e-9c22-e6e2333a8a3e,Thom Tillis,border-security,,,,,
f8d6555b-faea-4746-b8d8-27c41e08f4c4,Mitch McConnell,border-security,,,,,
ffe3816f-4923-4e10-b71c-8b2590a8f377,John Kennedy,border-security,,,,,
