full_name,politician_id,topic_key,value,reasoning
Emily Buss,70b5e5a8-2ae4-454e-b75e-adb200b7b91d,religious-freedom,2,"Voted NO on SB174 (""Exercise of Religious Beliefs and Conscience Amendments"") on March 2, 2026, which would have allowed healthcare providers to refuse treatment based on religious beliefs; she was one of only 7 senators opposing it. This vote indicates she believes religious freedom should not override patient access to healthcare or anti-discrimination protections. — best matches stance 2 (protect religious freedom while ensuring it doesn't override anti-discrimination protections in employment and housing)."
Emily Buss,70b5e5a8-2ae4-454e-b75e-adb200b7b91d,voting-rights,2,"Voted NO on HB209 (proof-of-citizenship to vote) on March 4, 2026, one of 8 senators opposing the bill that created a bifurcated ballot system requiring documentary proof of citizenship. Her campaign platform supports expanded voting innovations to ""reduce fear around participating"" rather than adding new requirements. — best matches stance 2 (expand early voting periods and make mail-in voting available to all voters without requiring an excuse)."
Emily Buss,70b5e5a8-2ae4-454e-b75e-adb200b7b91d,fossil-fuels,2,"Her platform explicitly calls for clean energy from ""renewable sources"" to ""play a larger role"" in meeting Utah's energy demand, supporting solar, geothermal, and hydrogen expansion — positioning clean energy as the primary path forward rather than maintaining or expanding fossil fuel permits. She also prioritizes ""saving the Great Salt Lake"" and frames air quality as a public health issue. — best matches stance 2 (stop issuing new permits for fossil fuel drilling)."
Emily Buss,70b5e5a8-2ae4-454e-b75e-adb200b7b91d,climate-change,3,"Supports clean energy expansion (solar, geothermal, hydrogen), saving the Great Salt Lake, and treating air quality as a public health priority. Advocates for a ""statewide clean energy plan that expands solar storage"" while acknowledging nuclear's role. Her language describes a gradual transition rather than an emergency phase-out by 2030. — best matches stance 3 (invest in clean energy while gradually reducing reliance on fossil fuels)."
Emily Buss,70b5e5a8-2ae4-454e-b75e-adb200b7b91d,campaign-finance,2,"On her campaign platform she states: ""You should not be able to buy a seat in public office, you should earn it by serving the community."" She supports ""government transparency"" and broad electoral reform. This strong anti-money-in-politics framing aligns with strictly limiting corporate and private money from influencing elections. — best matches stance 2 (strictly limit corporate donations and dark money groups)."
Emily Buss,70b5e5a8-2ae4-454e-b75e-adb200b7b91d,redistricting,2,"Her platform backs ""anti-gerrymandering policies"" and commits to exploring ""solutions that give every voter in Utah a fair chance to choose leaders who reflect their views"" through more ""balanced and community centered"" district lines. This supports independent redistricting with equal-representation principles rather than pure legislative control. — best matches stance 2 (independent redistricting commissions with equal representation from both major parties)."
Emily Buss,70b5e5a8-2ae4-454e-b75e-adb200b7b91d,school-vouchers,2,"Sponsored SB189 (School District Funding Amendments) seeking $15 million for high-growth school districts; her platform explicitly decries Utah ranking ""second lowest in per pupil spending"" and vows to ""reallocate existing resources to increase per pupil funding."" Her legislative focus is squarely on strengthening public school infrastructure, not expanding vouchers. — best matches stance 2 (prioritizing public school funding while restricting vouchers to low-income families who lack adequate local options)."
Emily Buss,70b5e5a8-2ae4-454e-b75e-adb200b7b91d,homelessness,2,"Platform proposes a ""dedicated legislative budget line-item for prevention, focusing on early intervention and short-term assistance to keep families housed"" and expanding ""Permanent Supportive Housing (PSH), which includes intensive, on-site wraparound services"" and state funding for mental health and addiction treatment. This is a decriminalization-and-services approach, not an enforcement approach. — best matches stance 2 (decriminalizing public sleeping while investing in shelter capacity, outreach workers, and voluntary service connections)."
Emily Buss,70b5e5a8-2ae4-454e-b75e-adb200b7b91d,immigration,2,"Platform states ""Utah has a long history of welcoming newcomers"" and advocates for ""humane"" immigration policies avoiding ""separating families."" She sponsored SB320 to block proof-of-citizenship requirements at school-based food pantries, protecting undocumented children's access to food assistance. — best matches stance 2 (keep legal immigration open and let most residents use public services regardless of legal status)."
Emily Buss,70b5e5a8-2ae4-454e-b75e-adb200b7b91d,deportation,2,"Advocates for humane immigration policies centered on keeping families together; sponsored legislation to protect undocumented children's access to school food pantries; voted NO on HB209 restricting voting access tied to citizenship. Her protective stance toward immigrant families and her food pantry bill signal that she prioritizes family unity over aggressive removal. — best matches stance 2 (only deport people convicted of serious violent crimes)."
Emily Buss,70b5e5a8-2ae4-454e-b75e-adb200b7b91d,healthcare,2,"Platform calls for ""reliable and affordable healthcare"" for ""every family,"" including expanded preventive care, women's healthcare, and mental health services; voted NO on SB174 which would have allowed providers to refuse care based on religious beliefs. Her framing of universal access and opposition to care-denial aligns with ensuring everyone has affordable coverage. — best matches stance 2 (make sure everyone has affordable coverage through a mix of public programs and regulated private insurance)."
Emily Buss,70b5e5a8-2ae4-454e-b75e-adb200b7b91d,taxes,2,"Voted NO on SB60 (Income Tax Rate Amendments) on February 10, 2026 — one of only 7 senators opposing Utah's latest income tax cut. Her platform calls for reviewing ""policies and loopholes that protect profits and corporations over people."" Opposing the tax cut while targeting corporate loopholes aligns with moderately raising taxes on higher earners to fund services. — best matches stance 2 (moderately raise taxes on wealthy people and large companies to fund existing services)."
