politician_id,topic_id,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
eaab08fa-c93d-44de-ad8e-06275658dddc,af2fdfd6-02c4-49df-b09c-cf8536f4773f,abortion,1,"Coons has a 100% rating from Planned Parenthood Action Fund and NARAL, championed the Reproductive Freedom for Women Act to codify Roe v. Wade protections into federal law, and supports publicly funded reproductive healthcare with no gestational restrictions.",https://www.coons.senate.gov/issues/womens-rights,https://www.ontheissues.org/Senate/Chris_Coons.htm,
eaab08fa-c93d-44de-ad8e-06275658dddc,666bf03d-81fc-4138-ab15-69ae734c9023,ai-regulation,3,"Coons introduced the NO FAKES Act of 2025 (bipartisan, with Wicker) to protect individuals from AI-generated deepfakes of their voice and likeness, and supports AI transparency and whistleblower protections through his Judiciary Committee work, reflecting a targeted safety-testing approach rather than heavy-handed regulation or a fully hands-off stance.",https://www.coons.senate.gov/issues/innovation,https://www.coons.senate.gov/issues/judiciary,
eaab08fa-c93d-44de-ad8e-06275658dddc,92730f69-ae57-401c-8ad1-2d07834a895d,campaign-finance,2,"Coons opposes the Citizens United decision and has backed the DISCLOSE Act to require disclosure of independent expenditures and dark money groups, supporting strict limits on corporate political spending.",https://www.ontheissues.org/Senate/Chris_Coons.htm,,
eaab08fa-c93d-44de-ad8e-06275658dddc,c1ac1330-47f7-44ec-baf3-c913d926b97c,childcare,2,"Coons has supported expanded childcare subsidies and co-sponsored the Child Care and Development Block Grant reauthorization; his consistent voting record backs significant federal investment in childcare affordability for low- and middle-income families.",https://www.ontheissues.org/Senate/Chris_Coons.htm,,
eaab08fa-c93d-44de-ad8e-06275658dddc,0bc588c6-39e1-4084-b5de-cac909b8b762,civil-rights,2,"Coons has a 3% lifetime rating from the American Conservative Union and consistently supports strengthening federal civil rights enforcement, co-sponsored the Equality Act to extend non-discrimination protections to LGBTQ+ Americans, and backed measures to address systemic discrimination.",https://en.wikipedia.org/wiki/Chris_Coons,https://www.ontheissues.org/Senate/Chris_Coons.htm,
eaab08fa-c93d-44de-ad8e-06275658dddc,f1e44d66-5d27-4b51-b54f-b7ace86f6a3c,climate-change,2,"Coons co-chairs the Senate Climate Solutions Caucus, sponsored the PROVE IT Act for greenhouse gas data collection, secured a $750 million federal investment for a clean hydrogen hub, and has a 95% lifetime LCV score; he supports rapidly transitioning to renewable energy while engaging pragmatically on specific timelines.",https://en.wikipedia.org/wiki/Chris_Coons,https://www.lcv.org/scorecard/chris-coons/,https://www.coons.senate.gov/issues/energy-and-environment
eaab08fa-c93d-44de-ad8e-06275658dddc,44905f3b-e105-4f6c-afc7-5d223813dbac,deportation,2,"Coons supports comprehensive immigration reform with pathways to legal status for undocumented immigrants and opposes broad deportation enforcement; he backed the NO BAN Act opposing blanket immigration restrictions and OTI rates him as favoring amnesty for undocumented immigrants.",https://www.ontheissues.org/Senate/Chris_Coons.htm,https://www.coons.senate.gov/issues/judiciary,
eaab08fa-c93d-44de-ad8e-06275658dddc,a22215c3-6693-4bc2-b248-01aebba14570,fossil-fuels,2,"Coons has a 95% lifetime LCV score and endorsed cap-and-trade legislation and opposes new offshore drilling due to environmental risks, while also working to protect existing energy facilities like the Delaware City Refinery, placing him closer to stopping new drilling permits than fully maintaining current levels.",https://www.lcv.org/scorecard/chris-coons/,https://www.ontheissues.org/Senate/Chris_Coons.htm,https://www.coons.senate.gov/issues/energy-and-environment
eaab08fa-c93d-44de-ad8e-06275658dddc,e8dad4a8-eb93-4931-91f5-d8fb5d7dd529,healthcare,2,"Coons voted against ACA repeal, backed the 2021 ACA tax credit expansion, supports a public healthcare option alongside private insurance, and has worked to protect and strengthen Medicare and Medicaid rather than transition to a fully public single-payer system.",https://www.coons.senate.gov/issues/health-care,https://www.ontheissues.org/Senate/Chris_Coons.htm,
eaab08fa-c93d-44de-ad8e-06275658dddc,669cac97-66a6-4087-b036-936fbe62efb3,housing,2,"Coons has secured tens of millions in federal housing funding for Delaware, including a $50 million grant for Northeast Wilmington affordable housing development, and supports expanding federal rental assistance and affordable housing construction.",https://www.coons.senate.gov/issues/economic-opportunity,,
