full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
"James A. Leftwich, Jr.",abortion,3,"Supports Governor Youngkin's 15-week abortion proposal with exceptions for rape, incest, and health of the mother; voted against Constitutional Amendments to enshrine abortion rights in Virginia's Constitution; believes abortion providers including Planned Parenthood should not receive public funds.",https://ivoterguide.com/candidate/25509/race/19017/election/1312,https://www.wavy.com/news/politics/candidates/candidate-profile-james-a-jay-leftwich-jr-va-district-90/,
C. E. Hayes Jr.,climate-change,2,"Chief patron of legislation authorizing the development of offshore wind energy off the coast of Virginia Beach; committed to accelerating Virginia's clean energy transition.",https://www.wavy.com/news/politics/candidates/candidate-profile-c-e-cliff-hayes-jr-va-district-91/,,
C. E. Hayes Jr.,healthcare,2,"Supports access to quality, affordable health care as a key priority; serves on the Health, Welfare & Institutions Committee; passed legislation creating sickle cell clinic network for adults.",https://www.wavy.com/news/politics/candidates/candidate-profile-c-e-cliff-hayes-jr-va-district-91/,,
Bonita G. Anthony,abortion,2,"Cited the leaked Dobbs v. Jackson Women's Health Organization ruling as inspiring her to run specifically to protect abortion access in Virginia.",https://ballotpedia.org/Bonita_Anthony,,
Bonita G. Anthony,healthcare,2,"Sponsored legislation integrating community health workers into Medicaid managed care — expands affordable health coverage access for low-income Virginians.",https://ballotpedia.org/Bonita_Anthony,,
Bonita G. Anthony,housing,2,"Sponsored bills reforming the Virginia Residential Landlord and Tenant Act to protect tenant records and restrict algorithmic pricing devices used by landlords — tenant protection focus.",https://ballotpedia.org/Bonita_Anthony,,
Jackie Hope Glass,healthcare,2,"Voted to establish the right to access FDA-approved birth control; voted to require health insurance plans to cover birth control; voted to establish a Prescription Drug Affordability Board.",https://www.wavy.com/news/politics/candidates/candidate-profile-jackie-hope-glass-va-district-93/,,
Jackie Hope Glass,school-vouchers,1,"Advocates for quality public education as a core legislative priority; background as social entrepreneur focused on economic equity and educational opportunity.",https://www.wavy.com/news/politics/candidates/candidate-profile-jackie-hope-glass-va-district-93/,,
Phil M. Hernandez,abortion,2,"Starting point is to protect current Virginia law following Roe v. Wade and keep women in charge of their own reproductive healthcare decisions.",https://philforvirginia.com/,https://www.wavy.com/news/politics/candidates/candidate-profile-phil-m-hernandez-va-district-94/,
Phil M. Hernandez,healthcare,2,"Supported a Virginia Prescription Drug Affordability Board to lower prices for life-saving drugs; supports expanding access to quality, affordable health care.",https://philforvirginia.com/,,
Phil M. Hernandez,school-vouchers,1,"Committed to ensuring quality public education for every child in Virginia as a top legislative priority; former civil rights lawyer and Obama administration policy analyst.",https://philforvirginia.com/,,
Phil M. Hernandez,childcare,3,"Supports a Child Tax Credit to help families afford childcare; targeted tax incentive approach to reducing childcare costs for working families.",https://philforvirginia.com/,,
Phil M. Hernandez,housing,2,"Supports new investments in affordable housing as part of tackling cost-of-living challenges for Virginia families.",https://philforvirginia.com/,,
Phil M. Hernandez,climate-change,2,"Priorities include protecting the environment and accelerating a clean energy future for Virginia.",https://philforvirginia.com/,,
Alex Q. Askew,abortion,2,"Co-sponsored Constitutional Amendment to enshrine abortion rights in Virginia's Constitution; explicitly stated 'We will not let Governor Youngkin take us back half a century by taking away women's reproductive freedom.'",https://alexaskew.com/,https://ballotpedia.org/Alex_Askew,
