full_name,politician_id,topic_key,topic_id,value,reasoning,source_url_1,source_url_2,source_url_3
Haley Stevens,3957855d-a78c-492d-b3b6-0f680c1f82c8,abortion,af2fdfd6-02c4-49df-b09c-cf8536f4773f,1,"Stevens is an outspoken pro-choice Democrat who stated ""I will fight for women's reproductive freedom"" (Apr 2020). She supports public funding of abortions, opposes parental notification requirements for minors, and backs continued federal funding for Planned Parenthood — aligning with the most expansive access position.",https://www.ontheissues.org/senate/Haley_Stevens.htm,https://www.isidewith.com/candidates/haley-stevens,
Haley Stevens,3957855d-a78c-492d-b3b6-0f680c1f82c8,ai-regulation,14b3e358-b159-499a-97ec-b6e7397bcf5d,2,"Stevens supports government oversight ensuring ethical AI development, backing requirements that AI systems undergo safety and ethics review before deployment. She also supports making AI-generated political deepfakes illegal and favors taxing companies that replace workers with AI, reflecting support for meaningful but not heavy-handed regulation.",https://www.isidewith.com/candidates/haley-stevens,,
Haley Stevens,3957855d-a78c-492d-b3b6-0f680c1f82c8,campaign-finance,d2cedc52-f7b0-4e1a-bedb-f9e8dfcb8b29,2,"Stevens opposes the Citizens United ruling and supports campaign donation limits to prevent wealthy donor influence. She advocates donation regulation broadly, though she has accepted corporate PAC contributions during her House tenure — her stated position favors strict limits on dark money and corporate spending.",https://www.ontheissues.org/senate/Haley_Stevens.htm,https://www.isidewith.com/candidates/haley-stevens,
Haley Stevens,3957855d-a78c-492d-b3b6-0f680c1f82c8,childcare,86e13826-e72a-4a7c-8b76-00ef5d3ffa02,2,"Stevens supports federal subsidized childcare for working families and backed universal pre-K funding. She voted YES on the American Rescue Plan Act (Mar 2021), which included substantial childcare subsidies and the Child and Dependent Care Tax Credit expansion — consistent with a significant expansion of federal childcare support.",https://www.ontheissues.org/senate/Haley_Stevens.htm,https://www.isidewith.com/candidates/haley-stevens,
Haley Stevens,3957855d-a78c-492d-b3b6-0f680c1f82c8,civil-rights,0bc588c6-39e1-4084-b5de-cac909b8b762,2,"Stevens sponsored the Equal Rights Amendment ratification and police accountability legislation (Mar 2021), and backs LGBTQ+ equality protections including adding gender identity to anti-discrimination laws. She opposes eliminating DEI programs in federal agencies and supports programs addressing systemic racial disparities in criminal justice.",https://www.ontheissues.org/senate/Haley_Stevens.htm,https://www.isidewith.com/candidates/haley-stevens,
Haley Stevens,3957855d-a78c-492d-b3b6-0f680c1f82c8,climate-change,f1e44d66-5d27-4b51-b54f-b7ace86f6a3c,2,"Stevens earned a 98% lifetime LCV score (100% in 2023 and 2024), reflecting consistent pro-environment voting. She supports increased environmental regulations to prevent climate change with alternative energy incentives, opposed U.S. withdrawal from the Paris Climate Agreement, and launched the Congressional Plastics Solutions Task Force (Dec 2019).",https://www.lcv.org/congressional-scorecard/moc/haley-stevens,https://www.ontheissues.org/senate/Haley_Stevens.htm,
Haley Stevens,3957855d-a78c-492d-b3b6-0f680c1f82c8,deportation,44905f3b-e105-4f6c-afc7-5d223813dbac,3,"Stevens' position is mixed: she supports deporting immigrants who commit serious crimes (when safe) and voted for a resolution expressing gratitude to ICE agents while also opposing ICE abolition, preferring to ""rein it in."" She supports sanctuary cities and opposes local enforcement detaining immigrants for minor offenses — reflecting a centrist enforcement posture.",https://en.wikipedia.org/wiki/Haley_Stevens,https://www.isidewith.com/candidates/haley-stevens,
Haley Stevens,3957855d-a78c-492d-b3b6-0f680c1f82c8,fossil-fuels,a22215c3-6693-4bc2-b248-01aebba14570,2,"Stevens earned 100% annual LCV scores in 2021, 2023, and 2024, including votes against fossil fuel expansion. She explicitly opposes expanding offshore oil drilling and oil extraction in the Alaska Wildlife Refuge, and backs greenhouse gas regulation — reflecting a consistent anti-new-fossil-fuel-permits stance aligned with stopping new drilling.",https://www.lcv.org/congressional-scorecard/moc/haley-stevens,https://www.isidewith.com/candidates/haley-stevens,
Haley Stevens,3957855d-a78c-492d-b3b6-0f680c1f82c8,healthcare,e8dad4a8-eb93-4931-91f5-d8fb5d7dd529,2,"Stevens declares ""Health care is a right, not a privilege"" and supports a public insurance option alongside private plans, letting ages 55-65 buy into Medicare, and lowering prescription drug costs. She backs the ACA and iSideWith records her endorsing a single-payer system with private insurance options — placing her closer to a robust public option than full M4A.",https://www.ontheissues.org/senate/Haley_Stevens.htm,https://www.isidewith.com/candidates/haley-stevens,
Haley Stevens,3957855d-a78c-492d-b3b6-0f680c1f82c8,homelessness,5f6fce56-ee3f-4c6e-88f5-f5bb03b4dac9,2,"Stevens supports increased funding for homeless shelters and support services and has backed housing assistance expansion through votes like the American Rescue Plan (Mar 2021). She supports allowing homeless encampments only in designated areas, reflecting investment in services rather than criminalization as the primary approach.",https://www.isidewith.com/candidates/haley-stevens,,
