politician_id,topic_id,topic_key,value,notes,source_url
e1b53b61-d4f7-4d10-bdb3-2a8dcfb12820,2d893b95-9365-48f3-b7d6-1d0db8216518,cannabis-policy,4,"YES on HB556 (House third reading 103-32, 2023-03-04), enacted as Chapter 254 of 2023: establishes a regulatory and licensing system for ADULT-USE cannabis, imposes a 9 percent sales and use tax on cannabis, and converts medical licences into the new market. Chair 4 is 'legalize recreational cannabis and regulate it through a licensed, taxed commercial market' - the same instrument set. Chair 5 (ordinary legal product, minimal restrictions) is excluded by the licensing and tax regime; chair 3 (decriminalise possession, keep commercial sales illegal) is excluded because the act legalises commercial sale. NOTE the limit: Maryland voters had already legalised possession by referendum in November 2022, so this vote chose the MARKET STRUCTURE rather than legalisation itself - which is precisely what separates chair 4 from chairs 3 and 5. Identity resolved on surname plus initial within chamber.",https://mgaleg.maryland.gov/2023RS/votes/house/0291.pdf
01aaf4ba-c8ec-4a50-bd56-8d181d35e903,2d893b95-9365-48f3-b7d6-1d0db8216518,cannabis-policy,4,"YES on HB556 (House third reading 103-32, 2023-03-04), enacted as Chapter 254 of 2023: establishes a regulatory and licensing system for ADULT-USE cannabis, imposes a 9 percent sales and use tax on cannabis, and converts medical licences into the new market. Chair 4 is 'legalize recreational cannabis and regulate it through a licensed, taxed commercial market' - the same instrument set. Chair 5 (ordinary legal product, minimal restrictions) is excluded by the licensing and tax regime; chair 3 (decriminalise possession, keep commercial sales illegal) is excluded because the act legalises commercial sale. NOTE the limit: Maryland voters had already legalised possession by referendum in November 2022, so this vote chose the MARKET STRUCTURE rather than legalisation itself - which is precisely what separates chair 4 from chairs 3 and 5. Identity resolved on surname plus initial within chamber.",https://mgaleg.maryland.gov/2023RS/votes/house/0291.pdf
a1f58b34-76ee-43ce-b152-4843c42f4f79,2d893b95-9365-48f3-b7d6-1d0db8216518,cannabis-policy,4,"YES on HB556 (House third reading 103-32, 2023-03-04), enacted as Chapter 254 of 2023: establishes a regulatory and licensing system for ADULT-USE cannabis, imposes a 9 percent sales and use tax on cannabis, and converts medical licences into the new market. Chair 4 is 'legalize recreational cannabis and regulate it through a licensed, taxed commercial market' - the same instrument set. Chair 5 (ordinary legal product, minimal restrictions) is excluded by the licensing and tax regime; chair 3 (decriminalise possession, keep commercial sales illegal) is excluded because the act legalises commercial sale. NOTE the limit: Maryland voters had already legalised possession by referendum in November 2022, so this vote chose the MARKET STRUCTURE rather than legalisation itself - which is precisely what separates chair 4 from chairs 3 and 5. Identity resolved on surname plus initial within chamber.",https://mgaleg.maryland.gov/2023RS/votes/house/0291.pdf
2e809682-2d95-480c-885e-d2174b811cfe,2d893b95-9365-48f3-b7d6-1d0db8216518,cannabis-policy,4,"YES on HB556 (House third reading 103-32, 2023-03-04), enacted as Chapter 254 of 2023: establishes a regulatory and licensing system for ADULT-USE cannabis, imposes a 9 percent sales and use tax on cannabis, and converts medical licences into the new market. Chair 4 is 'legalize recreational cannabis and regulate it through a licensed, taxed commercial market' - the same instrument set. Chair 5 (ordinary legal product, minimal restrictions) is excluded by the licensing and tax regime; chair 3 (decriminalise possession, keep commercial sales illegal) is excluded because the act legalises commercial sale. NOTE the limit: Maryland voters had already legalised possession by referendum in November 2022, so this vote chose the MARKET STRUCTURE rather than legalisation itself - which is precisely what separates chair 4 from chairs 3 and 5. Identity resolved on surname plus initial within chamber.",https://mgaleg.maryland.gov/2023RS/votes/house/0291.pdf
62bed8b6-beb2-4c41-b234-dc6427bfc9c0,2d893b95-9365-48f3-b7d6-1d0db8216518,cannabis-policy,4,"YES on HB556 (House third reading 103-32, 2023-03-04), enacted as Chapter 254 of 2023: establishes a regulatory and licensing system for ADULT-USE cannabis, imposes a 9 percent sales and use tax on cannabis, and converts medical licences into the new market. Chair 4 is 'legalize recreational cannabis and regulate it through a licensed, taxed commercial market' - the same instrument set. Chair 5 (ordinary legal product, minimal restrictions) is excluded by the licensing and tax regime; chair 3 (decriminalise possession, keep commercial sales illegal) is excluded because the act legalises commercial sale. NOTE the limit: Maryland voters had already legalised possession by referendum in November 2022, so this vote chose the MARKET STRUCTURE rather than legalisation itself - which is precisely what separates chair 4 from chairs 3 and 5. Identity resolved on surname plus initial within chamber.",https://mgaleg.maryland.gov/2023RS/votes/house/0291.pdf
41749b94-11b8-4047-8421-95db0900d4b2,2d893b95-9365-48f3-b7d6-1d0db8216518,cannabis-policy,4,"YES on HB556 (House third reading 103-32, 2023-03-04), enacted as Chapter 254 of 2023: establishes a regulatory and licensing system for ADULT-USE cannabis, imposes a 9 percent sales and use tax on cannabis, and converts medical licences into the new market. Chair 4 is 'legalize recreational cannabis and regulate it through a licensed, taxed commercial market' - the same instrument set. Chair 5 (ordinary legal product, minimal restrictions) is excluded by the licensing and tax regime; chair 3 (decriminalise possession, keep commercial sales illegal) is excluded because the act legalises commercial sale. NOTE the limit: Maryland voters had already legalised possession by referendum in November 2022, so this vote chose the MARKET STRUCTURE rather than legalisation itself - which is precisely what separates chair 4 from chairs 3 and 5. Identity resolved on surname plus initial within chamber.",https://mgaleg.maryland.gov/2023RS/votes/house/0291.pdf
590b56b2-1473-4e86-ba96-0490e172f6ff,2d893b95-9365-48f3-b7d6-1d0db8216518,cannabis-policy,4,"YES on HB556 (House third reading 103-32, 2023-03-04), enacted as Chapter 254 of 2023: establishes a regulatory and licensing system for ADULT-USE cannabis, imposes a 9 percent sales and use tax on cannabis, and converts medical licences into the new market. Chair 4 is 'legalize recreational cannabis and regulate it through a licensed, taxed commercial market' - the same instrument set. Chair 5 (ordinary legal product, minimal restrictions) is excluded by the licensing and tax regime; chair 3 (decriminalise possession, keep commercial sales illegal) is excluded because the act legalises commercial sale. NOTE the limit: Maryland voters had already legalised possession by referendum in November 2022, so this vote chose the MARKET STRUCTURE rather than legalisation itself - which is precisely what separates chair 4 from chairs 3 and 5. Identity resolved on surname plus initial within chamber.",https://mgaleg.maryland.gov/2023RS/votes/house/0291.pdf
7d818044-a989-47e1-b6cf-d482ebad0600,2d893b95-9365-48f3-b7d6-1d0db8216518,cannabis-policy,4,"YES on HB556 (House third reading 103-32, 2023-03-04), enacted as Chapter 254 of 2023: establishes a regulatory and licensing system for ADULT-USE cannabis, imposes a 9 percent sales and use tax on cannabis, and converts medical licences into the new market. Chair 4 is 'legalize recreational cannabis and regulate it through a licensed, taxed commercial market' - the same instrument set. Chair 5 (ordinary legal product, minimal restrictions) is excluded by the licensing and tax regime; chair 3 (decriminalise possession, keep commercial sales illegal) is excluded because the act legalises commercial sale. NOTE the limit: Maryland voters had already legalised possession by referendum in November 2022, so this vote chose the MARKET STRUCTURE rather than legalisation itself - which is precisely what separates chair 4 from chairs 3 and 5. Identity resolved on surname plus initial within chamber.",https://mgaleg.maryland.gov/2023RS/votes/house/0291.pdf
6d95657c-6c46-4aab-886f-f9688adc7b33,2d893b95-9365-48f3-b7d6-1d0db8216518,cannabis-policy,4,"YES on HB556 (House third reading 103-32, 2023-03-04), enacted as Chapter 254 of 2023: establishes a regulatory and licensing system for ADULT-USE cannabis, imposes a 9 percent sales and use tax on cannabis, and converts medical licences into the new market. Chair 4 is 'legalize recreational cannabis and regulate it through a licensed, taxed commercial market' - the same instrument set. Chair 5 (ordinary legal product, minimal restrictions) is excluded by the licensing and tax regime; chair 3 (decriminalise possession, keep commercial sales illegal) is excluded because the act legalises commercial sale. NOTE the limit: Maryland voters had already legalised possession by referendum in November 2022, so this vote chose the MARKET STRUCTURE rather than legalisation itself - which is precisely what separates chair 4 from chairs 3 and 5. Identity resolved on surname plus initial within chamber.",https://mgaleg.maryland.gov/2023RS/votes/house/0291.pdf
1da26040-98b4-4eb0-aa1f-3ec05b297a29,2d893b95-9365-48f3-b7d6-1d0db8216518,cannabis-policy,4,"YES on HB556 (House third reading 103-32, 2023-03-04), enacted as Chapter 254 of 2023: establishes a regulatory and licensing system for ADULT-USE cannabis, imposes a 9 percent sales and use tax on cannabis, and converts medical licences into the new market. Chair 4 is 'legalize recreational cannabis and regulate it through a licensed, taxed commercial market' - the same instrument set. Chair 5 (ordinary legal product, minimal restrictions) is excluded by the licensing and tax regime; chair 3 (decriminalise possession, keep commercial sales illegal) is excluded because the act legalises commercial sale. NOTE the limit: Maryland voters had already legalised possession by referendum in November 2022, so this vote chose the MARKET STRUCTURE rather than legalisation itself - which is precisely what separates chair 4 from chairs 3 and 5. Identity resolved on surname plus initial within chamber.",https://mgaleg.maryland.gov/2023RS/votes/house/0291.pdf
