full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
Timmy French,abortion,4,"French's campaign website states he supports 'pro-life laws' under his 'Protecting Values' section. This indicates support for restricting abortion access. As a Republican who explicitly identifies as pro-life, this aligns with value 4 which restricts abortion to cases of rape, incest, or serious threats to mother's life - the typical mainstream pro-life legislative position in Virginia.",https://timmyfrench.com,https://en.wikipedia.org/wiki/Timmy_French,
Timmy French,taxes,4,"French's campaign website explicitly states 'higher taxes place burdens on hard working people' and commits to 'fighting tax increases while seeking reductions in wasteful spending.' This anti-tax position focused on cutting government spending aligns with value 4 (cut taxes for everyone and scale back public services to match).",https://timmyfrench.com,https://en.wikipedia.org/wiki/Timmy_French,
Timmy French,religious-freedom,4,"French's campaign website states he will 'defend individuals' religious liberty to choose how to practice their faith' without government interference. This emphasis on protecting religious practice from government interference aligns with value 4 (protect religious freedom and allow faith-based exemptions from laws that conflict with sincere religious beliefs).",https://timmyfrench.com,https://en.wikipedia.org/wiki/Timmy_French,
Mark D. Obenshain,abortion,4,"Obenshain's 2011 campaign website stated he believes 'in the sanctity of innocent human life' under his 'Protecting Valley Values of Faith and Family' section. His 2009 miscarriage reporting bill further demonstrates pro-life legislative action. Value 4 (restrict abortion to only cases involving rape, incest, or serious threats to the mother's life) aligns with his documented mainstream pro-life legislative record.",https://ballotpedia.org/Mark_Obenshain,https://en.wikipedia.org/wiki/Mark_Obenshain,
Mark D. Obenshain,taxes,4,"Obenshain's 2011 campaign website under 'Holding the Line on Taxes' explicitly states: 'Our families already pay too much in taxes – on average, more than they spend on food, clothing, and shelter combined. In these economically trying times, higher taxes and fees would be particularly devastating.' This documented anti-tax position and support for cutting spending aligns with value 4.",https://ballotpedia.org/Mark_Obenshain,,
Mark D. Obenshain,fossil-fuels,4,"Obenshain's 2011 campaign website under 'Promoting Energy Independence' states: 'I stand in strong support of Virginia''s efforts to tap the significant oil deposits along Virginia''s outer continental shelf in an environmentally sensitive manner.' Support for expanding offshore oil drilling aligns with value 4 (expand fossil fuel drilling permits).",https://ballotpedia.org/Mark_Obenshain,,
Mark D. Obenshain,religious-freedom,5,"Obenshain's 2011 campaign website under 'Protecting Valley Values of Faith and Family' states he 'will stand strong to protect the rights of Virginians from those who would drive all references to God and faith from the public square.' This strong defense of religion in the public square — going beyond individual practice to defending religious presence in public institutions — aligns with value 5 (strongly protect religious freedom and allow religious organizations complete autonomy).",https://ballotpedia.org/Mark_Obenshain,,
David R. Suetterlein,abortion,4,"Suetterlein's 2019 campaign website states: 'David is pro-life. As Senator, he will strongly oppose taxpayer funding of abortion and support the Virginia Pain-Capable Unborn Child Protection Act. David is endorsed by the Virginia Society for Human Life.' This position — opposing taxpayer funding while supporting the Pain-Capable Unborn Child Protection Act — aligns with value 4 (restrict abortion to only cases involving rape, incest, or serious threats to the mother's life).",https://ballotpedia.org/David_Suetterlein,,
David R. Suetterlein,healthcare,4,"Suetterlein's 2019 campaign website states he 'opposes proposals to expand Obamacare in Virginia and recognizes the unsustainable financial burden it would place on Virginia taxpayers.' He 'supports healthcare reforms that would introduce market-based competition and reduce costs.' Opposition to Medicaid expansion while supporting private market competition aligns with value 4 (only help the poorest people afford healthcare and leave everyone else to employers and private insurance).",https://ballotpedia.org/David_Suetterlein,,
Todd E. Pillion,fossil-fuels,5,"Pillion's 2017 campaign website stated: 'Coal: I will fight to stop job-killing regulations and taxes. I believe that coal is not only critical to our economy, but is also an important part of our culture and way of life. I plan to fight for our coal industry by working at the state level to stand up to the EPA and the Obama Administration.' This explicit commitment to fighting EPA regulations on coal to maximize extraction aligns with value 5 (remove environmental restrictions and maximize fossil fuel extraction).",https://ballotpedia.org/Todd_Pillion,,
Todd E. Pillion,healthcare,4,"Pillion's 2017 campaign website stated: 'Healthcare: I am opposed to expanding Obamacare in Virginia. Obamacare has been a disaster since day 1, and more of it just doesn''t make sense. As a healthcare professional, I see the negative effects of this new program each and every day. I will support legislation that allows the private sector to grow in order to drive the price of premiums down.' Opposition to ACA expansion with focus on private sector solutions aligns with value 4.",https://ballotpedia.org/Todd_Pillion,,
Todd E. Pillion,taxes,4,"Pillion's 2017 campaign website stated: 'Jobs and the Economy: As a small business owner, I understand how over-regulation is suffocating businesses across Southwest Virginia and the Commonwealth. Virginia has one of the highest corporate tax rates in the country. As Delegate, I will fight to oppose such taxes and regulations.' This anti-tax position aligns with value 4 (cut taxes for everyone and scale back public services to match).",https://ballotpedia.org/Todd_Pillion,,
Todd E. Pillion,religious-freedom,4,"Pillion's 2017 campaign website stated under 'Life and Traditional Values': 'I will stand up for our traditional values in Richmond. I will work to protect life, preserve marriage, and protect our children''s right to pray when they are in school.' Protection of prayer in schools and preservation of marriage aligns with value 4 (protect religious freedom and allow faith-based exemptions from laws that conflict with sincere religious beliefs).",https://ballotpedia.org/Todd_Pillion,,
"William M. Stanley, Jr.",taxes,5,"Stanley's 2011 campaign themes explicitly state: 'I will never vote to raise your taxes or user fees at any time.' and 'I will fight to reduce state spending and the size of state government.' The absolute commitment to never raising taxes combined with reducing the size of government aligns with value 5 (drastically cut taxes and shrink government so people and businesses keep more of their money).",https://ballotpedia.org/William_Stanley,,
"William M. Stanley, Jr.",immigration,4,"Stanley's 2011 campaign themes explicitly state: 'I will fight to strengthen our immigration policy – I will ensure that our commonwealth will enforce the state law if the federal government will not.' This commitment to enforcing restrictive immigration laws and limiting public services for those without legal status aligns with value 4 (make it harder to immigrate legally and limit public services to people with legal status).",https://ballotpedia.org/William_Stanley,,
"William M. Stanley, Jr.",abortion,4,"Stanley's 2011 campaign themes include: 'I will always fight to protect human life as sacred.' This commitment to protecting human life as sacred aligns with a pro-life position. Value 4 (restrict abortion to only cases involving rape, incest, or serious threats to the mother's life) matches the mainstream Republican pro-life legislative position he has consistently held.",https://ballotpedia.org/William_Stanley,,
Mark J. Peake,taxes,4,"Peake's campaign website under 'Keeping Taxes Low' states: 'In these difficult economic times, businesses can only prosper when taxes are low.' His site also states he will 'cut back wasteful government expenditures and help balance the budget by limiting the scope of government.' This pro-tax-cut position aligns with value 4 (cut taxes for everyone and scale back public services to match).",https://ballotpedia.org/Mark_Peake,,
Mark J. Peake,same-sex-marriage,5,"Peake's campaign website under 'Protecting the Sanctity of Marriage and the Unborn' states: 'Mark is committed to our conservative principles that value the true definition of marriage as between one man and one woman.' This explicit opposition to same-sex marriage and support for defining marriage as only between a man and woman aligns with value 5 (make same-sex marriage illegal and define marriage as only between one man and one woman).",https://ballotpedia.org/Mark_Peake,,
Mark J. Peake,abortion,4,"Peake's campaign website under 'Protecting the Sanctity of Marriage and the Unborn' documents his commitment to protecting the unborn. Value 4 (restrict abortion to only cases involving rape, incest, or serious threats to the mother's life) aligns with his documented pro-life position and mainstream Republican pro-life legislative stance.",https://ballotpedia.org/Mark_Peake,,
