full_name,politician_id,topic_key,topic_id,value,reasoning,source_url_1,source_url_2,source_url_3
Graham Platner,7f8e0d30-0b48-4c34-8cd7-34df2a9d8bf7,healthcare,e8dad4a8-eb93-4931-91f5-d8fb5d7dd529,1,"Platner is an explicit Medicare for All advocate, calling it an 'urgent priority.' He stated: 'We need universal healthcare in this country. We need Medicare for All' and praised VA healthcare as a model — 'Once everybody has healthcare...I'm happy to expend all of my wind talking about these other things.'",https://dailybulldog.com/features/graham-platner-outlines-campaign-platform-and-addresses-questions-at-town-hall-event/,https://abcnews.com/Politics/graham-platner-oysterman-harbormaster-rural-maine-enters-race/story?id=124758156,https://www.commondreams.org/news/susan-collins-reelection
Graham Platner,7f8e0d30-0b48-4c34-8cd7-34df2a9d8bf7,abortion,af2fdfd6-02c4-49df-b09c-cf8536f4773f,2,"Platner stated abortion access 'needs to be enshrined in law forever and always' and criticized Susan Collins for Supreme Court votes that 'led to overturning Roe v. Wade.' His position is strongly pro-choice through all stages with no stated restrictions, though he has not explicitly endorsed public funding.",https://dailybulldog.com/features/graham-platner-outlines-campaign-platform-and-addresses-questions-at-town-hall-event/,https://www.huffpost.com/entry/maine-senate-graham-platner_n_68b70ec0e4b081a4d93beebb,https://en.wikipedia.org/wiki/Graham_Platner
Graham Platner,7f8e0d30-0b48-4c34-8cd7-34df2a9d8bf7,taxes,f7e5678d-dadd-4556-a2fc-446e24642ceb,1,"Platner calls for a 'billionaire minimum tax' and advocates 'aggressive new taxes on the wealthy to fund stronger social benefits,' stating 'vast amounts of wealth and regulatory structures...in no way, shape, or form keep that wealth in check.' He frames dismantling the 'billionaire economy' as his primary Senate mission.",https://prospect.org/politics/2025-08-26-maines-populist-senate-candidate-graham-platner-new-gilded-age/,https://mainebeacon.com/graham-platner-stands-right-in-the-fing-way-of-those-who-come-after-lgbtqia-rights/,https://en.wikipedia.org/wiki/Graham_Platner
Graham Platner,7f8e0d30-0b48-4c34-8cd7-34df2a9d8bf7,campaign-finance,d2cedc52-f7b0-4e1a-bedb-f9e8dfcb8b29,1,"Platner explicitly refuses corporate PAC, Super PAC, and AIPAC money, stating 'I'm obviously not going to take corporate PAC money. We're not taking APAC money. We're not doing the super PAC thing.' He has called for a constitutional amendment to ban billionaires from financing elections.",https://mainebeacon.com/graham-platner-stands-right-in-the-fing-way-of-those-who-come-after-lgbtqia-rights/,https://www.bangordailynews.com/2025/08/23/politics/elections/unions-found-susan-collins-challenger-oysterman-graham-platner-joam40zk0w/,https://en.wikipedia.org/wiki/Graham_Platner
Graham Platner,7f8e0d30-0b48-4c34-8cd7-34df2a9d8bf7,same-sex-marriage,c5ab4eab-702f-49b8-9277-8ea53f3835c6,1,"Platner stated: 'I believe equality is equality. I believe that the progressive wins that we have made for people to live the lives they want to live and the bodies they want to live in. No steps back on that kind of thing.' He has pledged full federal LGBTQ protections and opposes any rollback.",https://www.ms.now/msnbc-podcast/why-is-this-happening/oyster-farming-running-senate-graham-platner-podcast-transcript-rcna232367,https://mainebeacon.com/graham-platner-stands-right-in-the-fing-way-of-those-who-come-after-lgbtqia-rights/,https://en.wikipedia.org/wiki/Graham_Platner
Graham Platner,7f8e0d30-0b48-4c34-8cd7-34df2a9d8bf7,immigration,4e2c69ce-591e-4197-9cd5-7aceff79d390,2,"Platner supports abolishing ICE and prosecuting agents accused of crimes, calling this 'the moderate stance.' He simultaneously supports 'strong border security' and a pathway to citizenship for undocumented immigrants, framing ICE tactics as 'unconscionable' and opposing mass deportations.",https://en.wikipedia.org/wiki/Graham_Platner,https://prospect.org/politics/2025-08-26-maines-populist-senate-candidate-graham-platner-new-gilded-age/,https://dailybulldog.com/features/graham-platner-outlines-campaign-platform-and-addresses-questions-at-town-hall-event/
Graham Platner,7f8e0d30-0b48-4c34-8cd7-34df2a9d8bf7,deportation,44905f3b-e105-4f6c-afc7-5d223813dbac,2,"Platner opposes mass deportations, calling ICE enforcement tactics 'masked thugs kidnapping children' and describing ICE enforcement as 'unconscionable.' He supports a pathway to citizenship while opposing deportation of long-term residents, and advocates abolishing ICE as currently structured.",https://dailybulldog.com/features/graham-platner-outlines-campaign-platform-and-addresses-questions-at-town-hall-event/,https://prospect.org/politics/2025-08-26-maines-populist-senate-candidate-graham-platner-new-gilded-age/,https://en.wikipedia.org/wiki/Graham_Platner
Graham Platner,7f8e0d30-0b48-4c34-8cd7-34df2a9d8bf7,climate-change,f1e44d66-5d27-4b51-b54f-b7ace86f6a3c,2,"Platner's May 2026 'Take Back American Power' plan proposed ending gas and diesel taxes while targeting fossil fuel companies for climate change costs, which Maine Public Radio described as 'demanding corporations pay for climate change.' The plan targeted fossil fuel companies and the ultra-wealthy to fund the transition.",https://en.wikipedia.org/wiki/Graham_Platner,https://zeteo.com/p/meet-the-disillusioned-veteran-who,https://mainemorningstar.com/2025/08/20/maine-oysterman-stirring-up-democrats-efforts-to-oust-susan-collins/
Graham Platner,7f8e0d30-0b48-4c34-8cd7-34df2a9d8bf7,fossil-fuels,a22215c3-6693-4bc2-b248-01aebba14570,2,"Platner's May 2026 energy plan proposed ending the gas and diesel tax as a working-class relief measure while directing costs to fossil fuel corporations rather than consumers. His platform targets the fossil fuel industry for climate costs, consistent with stopping new permits while transitioning the cost burden to producers.",https://en.wikipedia.org/wiki/Graham_Platner,https://zeteo.com/p/meet-the-disillusioned-veteran-who,https://prospect.org/politics/2025-08-26-maines-populist-senate-candidate-graham-platner-new-gilded-age/
Graham Platner,7f8e0d30-0b48-4c34-8cd7-34df2a9d8bf7,housing,4e83c81b-e8dc-4bc0-883e-58d9defd1f52,2,"Platner identifies housing affordability as a core crisis, stating 'Nobody I know around here can afford a house' and that Maine has 'a housing system that is essentially like pricing out every working class person in the state.' He explicitly opposes private equity ownership of single-family homes, calling it something that 'should [be] illegal.'",https://dailybulldog.com/features/graham-platner-outlines-campaign-platform-and-addresses-questions-at-town-hall-event/,https://www.ms.now/msnbc-podcast/why-is-this-happening/oyster-farming-running-senate-graham-platner-podcast-transcript-rcna232367,https://www.commondreams.org/news/susan-collins-reelection
