full_name,external_id,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3,quote_text,quote_deidentified
Laurel Lee,,abortion,4,"Her 2022 campaign position was 'Abortion disallowed except for maternal life,' allowing abortion only when the mother's life is at serious risk but not citing rape or incest as exceptions. This aligns most closely with value=4 (restrict to cases involving rape, incest, or serious threats to the mother's life).",https://www.ontheissues.org/FL/Laurel_Lee.htm,,,Abortion disallowed except for maternal life,Abortion disallowed except for maternal life
Laurel Lee,,taxes,4,"Her 2022 campaign position was 'Lower and flatter taxes; cut spending,' indicating support for across-the-board tax cuts and reduced government spending. This matches value=4 (cut taxes for everyone and scale back public services to match).",https://www.ontheissues.org/FL/Laurel_Lee.htm,,,Lower and flatter taxes; cut spending,Lower and flatter taxes; cut spending
Laurel Lee,,civil-rights,5,"Her documented positions include 'Racism is no threat, but an excuse for violence' and 'Gender identity isn't a protected class' (both Nov 2022). These statements oppose race-based and gender-identity protections, aligning with value=5 (eliminate affirmative action and all race-based government programs).",https://www.ontheissues.org/FL/Laurel_Lee.htm,,,"Racism is no threat, but an excuse for violence","Racism is no threat, but an excuse for violence"
Laurel Lee,,fossil-fuels,4,"Her 2022 position was 'Yes fracking; environmental regulations cost jobs,' indicating support for fossil fuel extraction and opposition to environmental regulations. Her LCV lifetime score is 4% with votes to roll back methane rules and expand drilling. This aligns with value=4 (expand fossil fuel drilling permits).",https://www.ontheissues.org/FL/Laurel_Lee.htm,http://www.lcv.org/scorecard/laurel-lee/,,Yes fracking; environmental regulations cost jobs,Yes fracking; environmental regulations cost jobs
Laurel Lee,,climate-change,5,"LCV lifetime score of 4% (2025: 3%), with documented votes rolling back the Methane Polluter Fee, blocking states' cleaner truck and car standards, rolling back Clean Air Act protections, and opposing clean energy incentives. Her position 'environmental regulations cost jobs' reflects rejection of climate policy in favor of economic growth, matching value=5.",http://www.lcv.org/scorecard/laurel-lee/,https://www.ontheissues.org/FL/Laurel_Lee.htm,,,
Laurel Lee,,religious-freedom,5,"Her 2022 campaign position was 'Religious liberty is at risk; no state interference,' indicating strong protection of religious freedom from any government intervention. This aligns with value=5 (strongly protect religious freedom and allow religious organizations complete autonomy in their operations and hiring practices).",https://www.ontheissues.org/FL/Laurel_Lee.htm,,,Religious liberty is at risk; no state interference,Religious liberty is at risk; no state interference
Laurel Lee,,immigration,4,"Her 2022 position was 'Follow our citizenship process and enter country legally,' emphasizing strict legal immigration pathways. She served as a House impeachment manager in the 2024 case against DHS Secretary Mayorkas, arguing he willfully refused to comply with federal immigration laws requiring detention of migrants. This aligns with value=4 (make it harder to immigrate legally and limit public services to people with legal status).",https://www.ontheissues.org/FL/Laurel_Lee.htm,https://en.wikipedia.org/wiki/Impeachment_of_Alejandro_Mayorkas,,Follow our citizenship process and enter country legally,Follow our citizenship process and enter country legally
Laurel Lee,,deportation,4,"As a 2024 House impeachment manager, Lee argued that DHS Secretary Mayorkas 'willfully and systematically refused to comply with Federal immigration laws' requiring detention of migrants awaiting asylum decisions. This strong enforcement position aligns with value=4 (deport everyone without legal status, starting with those who have criminal records) rather than value=5 since no explicit statement about deporting people regardless of family ties was found.",https://en.wikipedia.org/wiki/Impeachment_of_Alejandro_Mayorkas,https://www.ontheissues.org/FL/Laurel_Lee.htm,,,
Laurel Lee,,healthcare,4,"Republican Study Committee member, which consistently supports reducing federal healthcare involvement and repealing the ACA. Her 2022 healthcare statement focused only on vaccine religious exemptions, not expanding access. No support for universal coverage or a public option found. Aligns with value=4 (only help the poorest people afford healthcare and leave everyone else to employers and private insurance).",https://www.ontheissues.org/FL/Laurel_Lee.htm,https://en.wikipedia.org/wiki/Laurel_Lee_(politician),,,
Laurel Lee,,voting-rights,4,"As Florida Secretary of State (2019-2022), she oversaw election security measures. Her 2022 position was 'Strengthen our election process and its integrity.' She now chairs the House Subcommittee on Elections and focuses on election integrity. This language aligns with value=4 (require photo ID for voting and regularly update voter rolls to remove inactive registrations) rather than value=5 (eliminate mail-in voting entirely), as she oversaw a high-turnout 2020 Florida election including mail-in voting.",https://www.ontheissues.org/FL/Laurel_Lee.htm,https://en.wikipedia.org/wiki/Laurel_Lee_(politician),,Strengthen our election process and its integrity,Strengthen our election process and its integrity
