full_name,politician_id,topic_key,topic_id,value,reasoning,source_url_1,source_url_2,source_url_3
Sherrod Brown,56603da5-e7ad-48a9-8c77-259513869ed4,abortion,af2fdfd6-02c4-49df-b09c-cf8536f4773f,1,"Brown earned a 100% NARAL rating and 0% NRLC rating across his Senate tenure (2007-2025). He voted to block anti-abortion legislation consistently and stated 'Trust women to make their own healthcare decisions' (Oct 2018). He supports abortion access and public funding for family planning at all stages.",https://www.ontheissues.org/Senate/Sherrod_Brown.htm,https://en.wikipedia.org/wiki/Sherrod_Brown,
Sherrod Brown,56603da5-e7ad-48a9-8c77-259513869ed4,healthcare,e8dad4a8-eb93-4931-91f5-d8fb5d7dd529,2,"Brown opposed repealing the ACA and voted for it in 2009. He co-sponsored the Expanded and Improved Medicare for All Act in 2006 as a House member but as senator advocated allowing those 55+ to buy into Medicare rather than full single-payer. He supports a public option alongside regulated private insurance. Rated 100% by APHA.",https://www.ontheissues.org/Senate/Sherrod_Brown.htm,https://en.wikipedia.org/wiki/Sherrod_Brown,
Sherrod Brown,56603da5-e7ad-48a9-8c77-259513869ed4,tariffs,683c8084-2281-4920-a07c-18439b2dd413,4,"Brown is one of the Senate's most ardent critics of unfair foreign trade and opposed NAFTA, CAFTA, and most free trade agreements. He supported Trump's 2018 washing machine tariffs and stated 'I've seen tariffs can work if they're well thought through' (May 2025). He favors tariffs on countries that manipulate currency and trade unfairly, but focuses on worker protection rather than blanket protectionism.",https://www.ontheissues.org/Senate/Sherrod_Brown.htm,https://en.wikipedia.org/wiki/Sherrod_Brown,
Sherrod Brown,56603da5-e7ad-48a9-8c77-259513869ed4,taxes,f7e5678d-dadd-4556-a2fc-446e24642ceb,2,"Brown stated 'Billionaires need to start paying their fair share' (Aug 2024), opposed the 2017 Tax Cuts and Jobs Act as benefiting the wealthy, and championed expanding the child tax credit. Rated 100% by CTJ (progressive taxation) and 27% by NTU (Big Spender). He favors modestly increasing taxes on high earners.",https://www.ontheissues.org/Senate/Sherrod_Brown.htm,https://en.wikipedia.org/wiki/Sherrod_Brown,
Sherrod Brown,56603da5-e7ad-48a9-8c77-259513869ed4,social-security,87d20824-a6e9-407b-983c-65440084a0ab,2,"Brown chaired the Senate Finance Subcommittee on Social Security and consistently opposed privatization, stating 'No full nor partial privatization of Social Security' (Oct 2018). He also opposed raising the retirement age. Rated 100% by ARA. He favors expanding benefits and raising taxes on higher earners to fund the program.",https://www.ontheissues.org/Senate/Sherrod_Brown.htm,https://en.wikipedia.org/wiki/Sherrod_Brown,
Sherrod Brown,56603da5-e7ad-48a9-8c77-259513869ed4,medicare/aid,cab61e8a-64fe-4bbd-bc08-fe9914d0091b,2,"Brown supported capping insulin at $35 via the IRA, advocated allowing Medicare drug price negotiation, and proposed a Medicare buy-in at age 55. He co-sponsored the American Miners Act (2019) to protect miner pensions. He opposes reducing senior benefits but has not pushed to fully expand Medicare to all ages.",https://www.ontheissues.org/Senate/Sherrod_Brown.htm,https://en.wikipedia.org/wiki/Sherrod_Brown,
Sherrod Brown,56603da5-e7ad-48a9-8c77-259513869ed4,climate-change,f1e44d66-5d27-4b51-b54f-b7ace86f6a3c,2,"Brown called for 'Aggressive action to combat climate change' (Aug 2024), supports a 25% renewable energy goal, and earned a 95% LCV rating. He opposes drilling in ANWR and supports transitioning manufacturers to clean energy with a $30 billion initiative. His record reflects rapid clean energy transition while managing fossil fuel-dependent communities.",https://www.ontheissues.org/Senate/Sherrod_Brown.htm,https://en.wikipedia.org/wiki/Sherrod_Brown,
Sherrod Brown,56603da5-e7ad-48a9-8c77-259513869ed4,fossil-fuels,a22215c3-6693-4bc2-b248-01aebba14570,2,"Brown opposes offshore drilling and ANWR extraction but as an Ohio Democrat representing a fossil-fuel-adjacent industrial state has not called for an outright ban on new permits. He focuses on transitioning industries rather than immediate prohibition, consistent with stopping new permits but maintaining some existing production.",https://www.ontheissues.org/Senate/Sherrod_Brown.htm,https://en.wikipedia.org/wiki/Sherrod_Brown,
Sherrod Brown,56603da5-e7ad-48a9-8c77-259513869ed4,immigration,4e2c69ce-591e-4197-9cd5-7aceff79d390,2,"Brown supports DACA and a path to legal status for DREAMers. He stated 'Support DACA program: legal status for DREAMers' (Oct 2018) and called for better-resourced border patrol with expedited asylum processing (Aug 2024). Rated 0% by FAIR and 25% by USBC, reflecting openness to legal immigration pathways.",https://www.ontheissues.org/Senate/Sherrod_Brown.htm,https://en.wikipedia.org/wiki/Sherrod_Brown,
Sherrod Brown,56603da5-e7ad-48a9-8c77-259513869ed4,deportation,44905f3b-e105-4f6c-afc7-5d223813dbac,2,"Brown has consistently opposed mass deportation and supported DREAMer protections, indicating he would deport only those who commit serious crimes while providing legal status to long-term residents. His 0% FAIR rating reflects opposition to enforcement-only immigration approaches.",https://www.ontheissues.org/Senate/Sherrod_Brown.htm,https://en.wikipedia.org/wiki/Sherrod_Brown,
Sherrod Brown,56603da5-e7ad-48a9-8c77-259513869ed4,voting-rights,d1792200-1d3b-4955-a0b7-0e6980d7a7b2,2,"Brown supports expanding early voting and mail-in voting, opposes photo ID voting requirements, and supports automatic voter registration and D.C. statehood. He stated 'Expand early voting & voting by mail' (Aug 2024). He favors broad access expansion but has not explicitly called for online voting.",https://www.ontheissues.org/Senate/Sherrod_Brown.htm,https://en.wikipedia.org/wiki/Sherrod_Brown,
Sherrod Brown,56603da5-e7ad-48a9-8c77-259513869ed4,same-sex-marriage,c5ab4eab-702f-49b8-9277-8ea53f3835c6,1,"Brown voted against the Ohio constitutional amendment banning same-sex marriage, voted against DOMA in 1996 (one of few House members to do so), and voted for the Respect for Marriage Act (2022) codifying federal same-sex marriage rights. Rated 100% by HRC. He supports full federal recognition and benefits.",https://en.wikipedia.org/wiki/Sherrod_Brown,https://www.ontheissues.org/Senate/Sherrod_Brown.htm,
Sherrod Brown,56603da5-e7ad-48a9-8c77-259513869ed4,civil-rights,0bc588c6-39e1-4084-b5de-cac909b8b762,2,"Brown earned a 94% NAACP rating for pro-affirmative-action stances and stated 'Ban discrimination on sexual orientation & gender identity' (Aug 2024). He voted for Don't Ask Don't Tell repeal (2010) and has backed ENDA and the Equality Act. Supports strengthening civil rights enforcement and addressing systemic discrimination.",https://www.ontheissues.org/Senate/Sherrod_Brown.htm,https://en.wikipedia.org/wiki/Sherrod_Brown,
Sherrod Brown,56603da5-e7ad-48a9-8c77-259513869ed4,campaign-finance,92730f69-ae57-401c-8ad1-2d07834a895d,2,"Brown sponsored legislation requiring corporate PAC donor disclosure and pledged to reject corporate PAC donations during his 2020 presidential exploration. After his 2018 reelection he received limited corporate PAC funding. He supports strict limits on dark money and full disclosure of independent expenditures.",https://en.wikipedia.org/wiki/Sherrod_Brown,https://www.ontheissues.org/Senate/Sherrod_Brown.htm,
Sherrod Brown,56603da5-e7ad-48a9-8c77-259513869ed4,housing,669cac97-66a6-4087-b036-936fbe62efb3,2,"Brown introduced the Stop Predatory Investing Act (2023) targeting corporate bulk home purchases that drive up rents, and the 'Yes in God's Backyard' Act (2024) expanding housing via religious institution land. His record reflects support for millions in affordable units and expanded rental assistance through legislative action.",https://en.wikipedia.org/wiki/Sherrod_Brown,
Sherrod Brown,56603da5-e7ad-48a9-8c77-259513869ed4,ukraine-support,24e9212c-b011-422a-865c-093e35050901,2,"Brown met with Ukrainian PM Denys Shmyhal in 2024 and voted with Democrats to support Ukraine aid packages during his Senate tenure. He has not called for dramatic escalation beyond current aid levels, consistent with maintaining current military and economic support to help Ukraine defend itself.",https://en.wikipedia.org/wiki/Sherrod_Brown,
Sherrod Brown,56603da5-e7ad-48a9-8c77-259513869ed4,redistricting,48cc9585-ec22-4f53-8d42-6839828dd36f,2,"Brown co-sponsored and supported the For the People Act (2021) which would have required states to establish independent nonpartisan redistricting commissions. His 98% Biden voting alignment score confirms consistent support for Democratic electoral reform priorities.",https://www.ontheissues.org/Senate/Sherrod_Brown.htm,https://en.wikipedia.org/wiki/Sherrod_Brown,
Sherrod Brown,56603da5-e7ad-48a9-8c77-259513869ed4,childcare,c1ac1330-47f7-44ec-baf3-c913d926b97c,2,"Brown voted for the American Rescue Plan Act (2021) which included the expanded Child Tax Credit providing significant childcare relief to families, and voted for Build Back Better-type investments in childcare. He favors significant expansion of subsidies and support for providers for low- and middle-income families.",https://www.ontheissues.org/Senate/Sherrod_Brown.htm,https://en.wikipedia.org/wiki/Sherrod_Brown,
