full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
Destiny L. LeVere Bolling,healthcare,2,"AFL-CIO-backed delegate and House Majority Whip makes healthcare access a top priority: lower prescription drug costs, expand care resources across Virginia, streamline certifications for home health providers, and increase funding for older adult services.",https://destinyforvirginia.com/priorities/,,
Destiny L. LeVere Bolling,school-vouchers,1,"Platform calls for a world-class public education system funded through the state: raise teacher and education staff pay, improve student-to-staff ratios, universal pre-K access regardless of ability to pay, and end the school-to-prison pipeline.",https://destinyforvirginia.com/priorities/,,
Delores L. McQuinn,abortion,2,"Co-sponsored the Virginia Constitutional Amendment to enshrine abortion rights in the state constitution; consistent pro-choice legislative record across multiple sessions.",https://www.deloresmcquinn.net/,,
Delores L. McQuinn,healthcare,2,"Healthcare is a right, not a privilege — voted for the Prescription Drug Affordability Board and voted to establish the right to access FDA-approved birth control; supports Medicaid expansion.",https://www.deloresmcquinn.net/,,
Delores L. McQuinn,voting-rights,2,"Strengthened voter protections and expanded ballot access; voted for Constitutional Amendment to restore voting rights to returning citizens post-sentence.",https://www.deloresmcquinn.net/,,
Delores L. McQuinn,school-vouchers,1,"Protect and Invest in our Public Schools — raise teacher pay and invest in every child's opportunity to succeed; served as School Board member before election and carries public school investment as a core platform.",https://www.deloresmcquinn.net/,,
Delores L. McQuinn,housing,2,"Advanced affordable housing solutions for Virginians; advocates for housing equity and economic opportunity as core legislative priorities.",https://www.deloresmcquinn.net/,,
Kimberly Pope Adams,abortion,2,"Opposes abortion bans in Virginia; opposes obstacles to abortion access including waiting periods; opposes restrictions on contraception access. States government has no place in a woman's healthcare decision.",https://kimberlypopeadams.com/issues/,,
Kimberly Pope Adams,school-vouchers,1,"Absolutely opposes any effort to divert public school funding to private schools or charter schools; committed to fully fund public schools, improve aging school infrastructure, and adequately compensate educators to address teacher shortages.",https://kimberlypopeadams.com/issues/,,
"Howard Otto Wachsmann, Jr.",abortion,4,"Voted against the constitutional amendment recognizing Virginians' fundamental right to reproductive freedom; voted for mandatory pre-procedure abortion counseling bill. Holds a 90% pro-family scorecard rating from the Virginia Family Foundation indicating strong anti-abortion-access voting record.",https://choicetracker.org/va/people/otto-wachsmann/63504384,https://ballotpedia.org/H._Otto_Wachsmann_Jr.,
