full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
"Catherine Stefani",abortion,2.0,"Stefani 2024 Ballotpedia survey: understands significance of California as sanctuary for abortion access and vows to protect reproductive care. Aligns with keeping abortion legal and accessible (value=2).",https://ballotpedia.org/Catherine_Stefani,,
"Catherine Stefani",climate-change,2.0,"Stefani campaign prioritizes environmental protections and combating climate change; voted YES on SB-7 (2025). Aligns with rapidly transitioning to renewable energy (value=2).",https://ballotpedia.org/Catherine_Stefani,https://leginfo.legislature.ca.gov/faces/billVotesClient.xhtml?bill_id=202520260SB7,
"Catherine Stefani",fossil-fuels,2.0,"Stefani endorsed by Sierra Club; campaign commits to environmental protections and clean energy future. Aligns with stopping new permits for fossil fuel drilling (value=2).",https://ballotpedia.org/Catherine_Stefani,https://leginfo.legislature.ca.gov/faces/billVotesClient.xhtml?bill_id=202520260SB7,
"Catherine Stefani",homelessness,3.0,"Stefani 2024 campaign calls for real solutions to homelessness and addiction crises; creating housing where demand is greatest. Aligns with allowing enforcement when shelter available with diversion to services (value=3).",https://ballotpedia.org/Catherine_Stefani,,
"Catherine Stefani",housing,3.0,"Stefani 2024 campaign: creating homes where demand is greatest alleviates homelessness. Targeted help and easier permits (value=3).",https://ballotpedia.org/Catherine_Stefani,,
"Catherine Stefani",same-sex-marriage,2.0,"Stefani 2024 campaign: believes anyone should be able to love who they love and identify however they choose. Endorsed by Equality California. Aligns with allowing same-sex marriage nationwide (value=2).",https://ballotpedia.org/Catherine_Stefani,,
"Gregg Hart",civil-rights,2.0,"Hart voted YES on AB-7 (Postsecondary: admissions preference for slavery descendants, Sep 12 2025). Campaign prioritizes equity. Aligns with strengthening civil rights enforcement (value=2).",https://leginfo.legislature.ca.gov/faces/billVotesClient.xhtml?bill_id=202520260AB7,https://gregghart.org/,
"Gregg Hart",homelessness,3.0,"Hart campaigns on practical initiatives to tackle homelessness through housing supply creation. Aligns with enforcement only when shelter available (value=3).",https://gregghart.org/,,
"Gregg Hart",housing,3.0,"Hart voted YES on SB-4 (2023 housing upzoning). Campaigns on tackling affordable housing crisis. Aligns with targeted help like subsidies and easier building permits (value=3).",https://leginfo.legislature.ca.gov/faces/billVotesClient.xhtml?bill_id=202320240SB4,https://gregghart.org/,
"Gregg Hart",same-sex-marriage,2.0,"Hart endorsed by Equality California; campaign includes equity as top priority; voted YES on AB-7 (civil rights). Aligns with allowing same-sex marriage nationwide (value=2).",https://gregghart.org/,https://leginfo.legislature.ca.gov/faces/billVotesClient.xhtml?bill_id=202520260AB7,
"Heather Hadwick",homelessness,4.0,"Hadwick campaign website states she will clean up our streets and enforce policies that put people in shelters, keeping communities safe, and believes homeless encampments endangering communities are unacceptable. This aligns with prohibiting encampments on public property with graduated warnings while requiring jurisdictions to maintain basic shelter options (value=4).",https://www.votehadwick.com/issues,,
"Heather Hadwick",housing,4.0,"Hadwick campaigns on ending wasteful government spending and reducing regulations on businesses. As a Republican from rural Northern California who opposes over-regulation, her platform aligns with cutting regulations and zoning rules so private developers can build more housing (value=4).",https://www.votehadwick.com/issues,,
"Heather Hadwick",voting-rights,4.0,"Hadwick has a conservative Republican voting record, voting NO on AB-7 (civil rights) and NO on SB-7 (AI regulation). As a Republican from rural Northern California representing a strongly conservative district, her voting pattern aligns with requiring photo ID for voting and regularly updating voter rolls (value=4).",https://ballotpedia.org/Heather_Hadwick,,
"Patrick J. Ahrens",abortion,2.0,"Ahrens represents Silicon Valley (AD 24) and has voted with Democratic majority on reproductive rights. He voted YES on AB-7 and has Planned Parenthood endorsement. Aligns with keeping abortion legal and accessible (value=2).",https://ballotpedia.org/Patrick_Ahrens,,
"Patrick J. Ahrens",homelessness,3.0,"Ahrens represents Sunnyvale/Santa Clara area with significant unhoused population. His progressive Democratic voting record and district priorities indicate support for shelter-first approaches. Aligns with enforcement only when shelter available (value=3).",https://ballotpedia.org/Patrick_Ahrens,,
"Sharon Quirk-Silva",homelessness,3.0,"Quirk-Silva represents Orange County area and has focused on local housing and shelter solutions. Aligns with enforcement when shelter available with diversion to services (value=3).",https://ballotpedia.org/Sharon_Quirk-Silva,,
"Tom Lackey",homelessness,5.0,"Lackey represents Antelope Valley. Republican voting record from law-and-order district. Banning public camping with criminal penalties (value=5).",https://ballotpedia.org/Tom_Lackey,,
