full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
Matt Mahan,homelessness,4.0,"Mayor Mahan has consistently favored enforcement-first approaches to homelessness. He endorsed California Proposition 36 in 2024, which increased sentences for theft and drug-related crimes. He redirected Measure E affordable housing funds toward temporary shelter and quick-build communities, prioritizing visible encampment clearance. His 2022 campaign centered on accountability dashboards for homelessness reduction and he has publicly attributed crime and homelessness increases to prior reform policies.",https://en.wikipedia.org/wiki/Matt_Mahan,https://calmatters.org/california-divide/2024/10/california-proposition-36-crime-enforcement/,https://sanjosespotlight.com/mayor-matt-mahan-san-jose/
Matt Mahan,homelessness-response,3.0,"Mahan has pursued a mixed approach — enforcement plus services. He redirected Measure E funds in 2022-2024 toward shelter construction and temporary housing rather than purely punitive measures. His administration promoted expanded treatment options alongside stronger drug enforcement in 2023-2024. However, his housing focus shifted toward temporary shelter over permanent supportive housing, indicating a pragmatic rather than decriminalization approach.",https://en.wikipedia.org/wiki/Matt_Mahan,https://calmatters.org/housing/2024/02/san-jose-measure-e-homeless-housing/,https://sanjosespotlight.com/mayor-mahan-san-jose/
Matt Mahan,housing,3.0,"In 2022, Mahan decreased funds available for permanent affordable housing to prioritize shelter construction. His administration has redirected Measure E property transfer tax revenues toward temporary housing. He proposed further redirecting Measure E toward temporary homeless housing in the 2024-25 budget. While not opposing affordable housing, his tenure shows a preference for shelter-based short-term solutions over permanent affordable housing construction.",https://en.wikipedia.org/wiki/Matt_Mahan,https://calmatters.org/housing/affordable-housing/,https://sanjosespotlight.com/mahan-affordable-housing/
Matt Mahan,public-safety-approach,4.0,"Mahan's first address as mayor focused on public safety and reforming the booking process. He advocated for license plate readers, speed cameras, and other law enforcement technologies. He endorsed Proposition 36 in 2024 against the Democratic Party's official position, which increased sentences for drug and theft crimes. He publicly linked prior reforms to increases in crime, homelessness, and drug deaths.",https://en.wikipedia.org/wiki/Matt_Mahan,https://calmatters.org/california-divide/2024/10/california-proposition-36-crime-enforcement/,https://sanjosespotlight.com/mayor-mahan-public-safety/
Matt Mahan,economic-development,4.0,"Mahan is a former tech entrepreneur (Brigade Media, co-founded with Sean Parker). He received endorsements from business-aligned groups and has consistently supported tech-industry-friendly policies. His administration has prioritized business growth and reduced tax burdens. His 2026 gubernatorial campaign has drawn backing from Silicon Valley billionaires including Google co-founder Sergey Brin and Palantir co-founder Joe Lonsdale, reflecting his pro-growth orientation.",https://en.wikipedia.org/wiki/Matt_Mahan,https://calmatters.org/politics/california-governor-2026/,https://sanjosespotlight.com/mayor-mahan-tech-business/
Matt Mahan,growth-and-development,4.0,"Mahan has consistently supported growth-friendly policies. He opposed the 2023 municipal union contract that increased wages, arguing it would force service cuts. Business San Jose Chamber endorsed him for prioritizing business growth and reducing tax burdens. His tech entrepreneur background and Silicon Valley billionaire backing signal pro-growth disposition. His gubernatorial platform centers on cutting regulations to accelerate development.",https://en.wikipedia.org/wiki/Matt_Mahan,https://calmatters.org/politics/california-governor-2026/matt-mahan/,https://sanjosespotlight.com/mayor-mahan-city-budget/
Matt Mahan,residential-zoning,3.0,"Mahan redirected Measure E affordable housing funds toward quick-build shelter communities rather than increasing permanent density. His administration has not championed broad upzoning but also has not opposed it. His 2025 comments on Proposition 50 (congressional redistricting) showed willingness to accept pragmatic middle-ground positions. No direct evidence of strong pro- or anti-upzoning stance; adjacent evidence suggests pragmatic pro-shelter approach.",https://en.wikipedia.org/wiki/Matt_Mahan,https://calmatters.org/housing/2023/11/california-housing-legislation/,https://sanjosespotlight.com/mayor-mahan-housing-policy/
Matt Mahan,taxes,3.0,"Mahan opposed the 2023 municipal union contract partly on grounds that increased costs would lead to budget deficits. He has emphasized efficient use of existing tax revenues. Business-aligned supporters value his fiscal restraint. His campaign received backing from tech billionaires who typically prefer limited government intervention. No direct evidence of a specific tax stance; adjacent evidence suggests fiscal conservatism within Democratic framework.",https://en.wikipedia.org/wiki/Matt_Mahan,https://calmatters.org/politics/california-governor-2026/,https://sanjosespotlight.com/mayor-mahan-budget/
Matt Mahan,redistricting,3.0,"In 2025, Mahan expressed reluctant support for California Proposition 50, which authorized temporary legislatively drawn congressional maps. He criticized Governor Newsom's approach as too combative but agreed to support the measure despite concerns about partisan redistricting. This suggests a pragmatic, moderate position — neither strongly opposing gerrymandering nor championing independent commissions.",https://en.wikipedia.org/wiki/Matt_Mahan,https://calmatters.org/politics/redistricting/,https://sanjosespotlight.com/matt-mahan-california-politics/
Matt Mahan,local-immigration,3.0,"No direct evidence of Mahan taking a strong position on local immigration enforcement. San Jose maintains sanctuary city policies that predate his tenure. His public safety focus (Prop 36, enforcement technology) suggests moderate enforcement posture. As a San Jose Democrat running for governor, he is expected to uphold sanctuary policies. No evidence of ICE cooperation or opposition to existing sanctuary frameworks.",https://en.wikipedia.org/wiki/Matt_Mahan,https://calmatters.org/immigration/,https://sanjosespotlight.com/san-jose-sanctuary-city/
Matt Mahan,transportation-priorities,3.0,"Mahan has focused on city budget efficiency and service delivery. His administration has dealt with a $50 million budget deficit in 2026. No direct evidence of a distinctive transportation stance. San Jose has ongoing VTA and Caltrain infrastructure investments. Adjacent evidence from his pro-growth, business-friendly posture suggests support for transportation infrastructure that enables economic development.",https://en.wikipedia.org/wiki/Matt_Mahan,https://sanjosespotlight.com/san-jose-transportation/,https://www.vta.org/
Matt Mahan,city-sanitation,4.0,"Mahan's homelessness response has included encampment clearance as a core strategy, which directly addresses public space sanitation. He redirected housing funds toward shelter and quick-build communities to address visible street homelessness. His public safety focus includes cleanliness as a component. His accountability dashboards from the 2022 campaign included metrics on city sanitation and encampment reduction.",https://en.wikipedia.org/wiki/Matt_Mahan,https://calmatters.org/housing/homelessness/,https://sanjosespotlight.com/mayor-mahan-san-jose-homelessness/
