full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
Garrett McGuire,healthcare,2,"McGuire sponsored HB1529 (2026) directing the Tax Commissioner to share taxpayer information with the Virginia Health Benefit Exchange to expand Medicaid enrollment access. His campaign website states he is working to protect and strengthen the safety net families depend on including Medicaid, SNAP, and human services. This record of sponsoring legislation to expand public health coverage access while his campaign mentions private insurance context matches value=2: make sure everyone has affordable coverage through a mix of public programs and regulated private insurance.",https://garrettmcguire.com/legislation,https://garrettmcguire.com,https://ballotpedia.org/Garrett_McGuire
Garrett McGuire,housing,3,"McGuire''s campaign website states he is fighting to expand housing supply, lower everyday costs, and make sure Fairfax remains a place families can afford to call home. His approach emphasizes expanding supply and affordability through targeted measures consistent with value=3: offer targeted help like subsidies for affordable projects, first-time buyer assistance, and easier building permits. No evidence of rent caps or public housing mandates found.",https://garrettmcguire.com,https://ballotpedia.org/Garrett_McGuire,
Garrett McGuire,childcare,2,"McGuire''s campaign website identifies childcare affordability as a core concern, stating he spent his career working with families struggling to afford housing, childcare, and basic necessities and is fighting to lower everyday costs for families in Fairfax County. His nonprofit background at United Community which provides childcare support services demonstrates sustained commitment to expanding subsidized childcare access. This matches value=2: significantly expanding subsidies and provider grants to make childcare affordable for low- and middle-income families.",https://garrettmcguire.com,https://ballotpedia.org/Garrett_McGuire,
Garrett McGuire,climate-change,3,"McGuire sponsored HB1422 (2026) establishing a 15% nonrefundable income tax credit for purchase and installation of solar energy equipment capped at $1,000 per individual and $5 million aggregate per year. This is an incremental clean energy incentive program, consistent with value=3: invest in clean energy while gradually reducing reliance on fossil fuels.",https://garrettmcguire.com/legislation,https://ballotpedia.org/Garrett_McGuire,
Kathy KL Tran,abortion,2,"Tran introduced the Repeal Act in 2019 to reduce the number of physicians required to approve a third-term abortion from three to one and lower the threshold for approval to ''any medical reason'' from ''substantially and irredeemably'' harmed. The bill would also have allowed second-trimester abortions in clinics instead of hospitals and removed the ultrasound requirement before an abortion. This positions Tran at value=2: keep abortion legal and accessible through the second trimester with rare exceptions afterward.",https://en.wikipedia.org/wiki/Kathy_Tran,,
Kathy KL Tran,immigration,2,"In 2020 Tran introduced a bill to allow immigrants to obtain a driver''s license regardless of legal status, supporting access to public services for undocumented residents. This matches value=2: keep legal immigration open and let most residents use public services regardless of legal status.",https://en.wikipedia.org/wiki/Kathy_Tran,,
Kathy KL Tran,civil-rights,2,"In 2021 Tran co-sponsored a bill to add military service members and their families as a protected class banning discrimination in housing and employment based on military status. This demonstrates a commitment to expanding civil rights protections to address systemic discrimination matching value=2: strengthen civil rights enforcement and address systemic discrimination.",https://en.wikipedia.org/wiki/Kathy_Tran,,
"Rozia A. Henson, Jr.",abortion,2,"Henson''s campaign website states he fought for reproductive choice in the Commonwealth of Virginia and in fall 2021 advocated with the Women''s Caucus to hold a special session to codify autonomy and choice in Virginia. He explicitly commits to fighting ''tooth and nail for reproductive choice'' matching value=2: keep abortion legal and accessible through the second trimester with rare exceptions afterward.",https://henson4va.com/priorities,,
"Rozia A. Henson, Jr.",climate-change,2,"Henson''s campaign website states he advocates for transitioning to clean energy and has actively advocated to keep Virginia in RGGI and stop an offshore pipeline. He commits to ''Switching to 100% clean renewable energy by 2035'' and ''A moratorium on all fossil-fuel projects and similar fuel projects'' matching value=2: rapidly transition to renewable energy and phase out fossil fuels by 2030.",https://henson4va.com/priorities,,
"Rozia A. Henson, Jr.",housing,3,"Henson''s campaign website states he will support legislation to invest in the housing trust fund to allow localities and nonprofits to address housing concerns, expand the First-Time Homebuyer Assistance Program, and work to expand tenant rights. This targeted approach with subsidies and homebuyer assistance matches value=3: offer targeted help like subsidies for affordable projects, first-time buyer assistance, and easier building permits.",https://henson4va.com/priorities,,
"Rozia A. Henson, Jr.",healthcare,2,"Henson''s campaign website includes healthcare as a priority with plans to expand medical access to underserved communities and bridge the healthcare gap. He commits to ensuring everyone regardless of background or socioeconomic status has equal opportunities to receive quality care matching value=2: make sure everyone has affordable coverage through a mix of public programs and regulated private insurance.",https://henson4va.com/priorities,,
Elizabeth R. Guzman,civil-rights,2,"Wikipedia states Guzman passed legislation to repeal Virginia''s Jim Crow-era prohibition on public sector collective bargaining and provide paid sick leave to home health care workers. She is described as a progressive and was Virginia co-chair of the Bernie Sanders 2020 presidential campaign endorsed by Virginia AFL-CIO matching value=2: strengthen civil rights enforcement and address systemic discrimination.",https://en.wikipedia.org/wiki/Elizabeth_Guzman,,
Elizabeth R. Guzman,healthcare,2,"Wikipedia notes Guzman passed legislation providing paid sick leave to home health care workers and she previously introduced legislation on healthcare as a social worker. Her endorsement by Virginia AFL-CIO and focus on worker protections suggests expanded healthcare coverage position matching value=2: make sure everyone has affordable coverage through a mix of public programs and regulated private insurance.",https://en.wikipedia.org/wiki/Elizabeth_Guzman,,
Briana D. Sewell,healthcare,2,"Wikipedia states Sewell founded the Virginia Campaign for a Family Friendly Economy in 2018 advocating for paid parental leave, paid sick leave, and affordable healthcare. She worked to make healthcare affordable for families matching value=2: make sure everyone has affordable coverage through a mix of public programs and regulated private insurance.",https://en.wikipedia.org/wiki/Briana_Sewell,,
