full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
Shelly A. Simonds,school-vouchers,1,"Simonds explicitly stated she opposes Virginia's voucher system: 'We do not need a voucher system in Virginia for two reasons: we already have the flexibility to have specialty magnet programs in our schools and Virginia DOES NOT ADEQUATELY fund public education to begin with so there is no room for taking funding away from our schools.' Value 1: fully funding public schools and eliminating voucher programs.",https://ballotpedia.org/Shelly_Simonds,,
Shelly A. Simonds,abortion,2,"Simonds lists 'Access to healthcare and maternal reproductive rights' as a key campaign priority. Her positioning as a progressive Democrat in Newport News combined with explicit mention of maternal reproductive rights indicates support for keeping abortion legal and accessible. Value 2: keep abortion legal and accessible through the second trimester with rare exceptions.",https://ballotpedia.org/Shelly_Simonds,,
Shelly A. Simonds,voting-rights,2,"From Ballotpedia: Simonds 'has been dedicated to fair elections and voting rights while serving on the Privileges and Elections Committee in the House.' This explicit dedication to voting rights expansion aligns with value 2: expand early voting periods and make mail-in voting available to all voters.",https://ballotpedia.org/Shelly_Simonds,,
Jessica L. Anderson,abortion,2,"From official campaign website: 'She supports prescription drug affordability, paid family and medical leave, and will always fight to protect our reproductive freedoms.' Defending reproductive freedoms indicates support for keeping abortion legal and accessible - value 2.",https://jessicaandersonforva.com,,
Jessica L. Anderson,healthcare,2,"From campaign site: 'Jessica believes that high-quality, affordable healthcare that includes medical, dental, vision, and mental care coverage is essential for all Virginians. She supports prescription drug affordability, paid family and medical leave.' Value 2: ensure everyone has affordable coverage through a mix of public programs and regulated private insurance.",https://jessicaandersonforva.com,,
Jessica L. Anderson,school-vouchers,1,"From campaign site: 'Jessica knows that a fully funded public education system is critical to the long-term success of our children' with advocacy for smaller class sizes and pre-K for all. Emphasis on fully funding public schools with no mention of vouchers aligns with value 1: fully funding public schools and eliminating voucher programs.",https://jessicaandersonforva.com,,
Lindsey Dougherty,abortion,2,"From official priorities page: 'Advocate for women''s right to improved healthcare access and protect all reproductive rights.' Defending existing reproductive rights access. Value 2: keep abortion legal and accessible through the second trimester.",https://www.doughertyfordelegate.com/priorities,,
Lindsey Dougherty,school-vouchers,1,"Education priorities focus entirely on public school investment: Universal Pre-K, improving teacher pay, reducing barriers for special needs families - no mention of vouchers or school choice. Focus on fully funding the public system aligns with value 1.",https://www.doughertyfordelegate.com/priorities,,
Lindsey Dougherty,healthcare,2,"From priorities page: 'Make sure that pre-existing conditions are protected for all Virginians. Cap the cost of key prescription drugs to make sure no one goes without the treatment they need.' Protecting coverage and making healthcare affordable. Value 2: ensure everyone has affordable coverage through public programs and regulated private insurance.",https://www.doughertyfordelegate.com/priorities,,
Lindsey Dougherty,civil-rights,2,"From priorities page: 'Protect the LGBTQ+ community by banning housing discrimination, ending conversion therapy, and putting in place workplace protections. Move the commonwealth forward with new criminal justice reform legislation.' Strengthening civil rights enforcement and addressing discrimination. Value 2.",https://www.doughertyfordelegate.com/priorities,,
Lindsey Dougherty,climate-change,3,"From priorities page: 'Environmental policies that increase use of renewable energies, improve air quality, bolster protections and water quality to the tributaries of the Chesapeake.' Investment in renewables and environmental protection without calling for immediate fossil fuel bans. Value 3: invest in clean energy while gradually reducing reliance on fossil fuels.",https://www.doughertyfordelegate.com/priorities,,
Betsy B. Carr,climate-change,3,"From betsycarr.com: 'She then ran for the House of Delegates so she could make a difference in schools, in health care, in criminal justice reform, in combating climate change, and creating fairness and justice for all.' Climate change action is a stated priority. Value 3: invest in clean energy while gradually reducing reliance on fossil fuels.",https://betsycarr.com,,
Betsy B. Carr,healthcare,2,"From betsycarr.com: healthcare improvement is listed as one of Carr''s key reasons for running for the House of Delegates. As a long-serving Democrat (elected 2009) from Richmond, she consistently supports affordable healthcare coverage. Value 2: ensure everyone has affordable coverage through public programs and regulated private insurance.",https://betsycarr.com,https://en.wikipedia.org/wiki/Betsy_Carr,
Rae C. Cousins,abortion,2,"From official website: 'Rae is a staunch advocate for the fundamental right to an abortion and the use of contraception, and has proudly championed reproductive health on the floor of the Virginia House. She continues to advance policies that will protect and expand these foundational rights.' Value 2: keep abortion legal and accessible through the second trimester.",https://raecousins.com,,
Rae C. Cousins,school-vouchers,1,"From official website: 'Rae rejects school choice policies and voucher schemes, which divert your tax dollars away from public schools. Rae is dedicated to defending public education.' Explicitly opposes vouchers and prioritizes fully funding public schools. Value 1.",https://raecousins.com,,
Rae C. Cousins,healthcare,2,"From raecousins.com: 'No Virginian should have to make the decision to forego healthcare because of the hefty price tag of medical services. Rae has worked with colleagues to expand affordable quality healthcare for all Virginians. Rae will never compromise with Republicans who seek to dismantle public healthcare for low-income Virginians, the elderly, and children.' Value 2: ensure everyone has affordable coverage.",https://raecousins.com,,
Rae C. Cousins,civil-rights,2,"From raecousins.com: 'Rae has worked to enhance sensible gun reform measures, eradicate the school-to-prison pipeline, invest in after-school enrichment programs, and work with community stakeholders to implement data driven policies that cut to the root cause of crime.' Also: ensuring all students feel safe regardless of gender or sexual identity. Value 2: strengthen civil rights enforcement and address systemic discrimination.",https://raecousins.com,,
Rae C. Cousins,climate-change,3,"From raecousins.com: Environment listed as a key platform issue with focus on affordable utilities and sustainable policy. Her comprehensive platform supports environmental protection. Value 3: invest in clean energy while gradually reducing reliance on fossil fuels.",https://raecousins.com,,
