full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
Patrick A. Hope,abortion,2,Hope co-patronized HB 980 (2020) expanding who can perform first-trimester abortions and HB 1445 mandating health plan coverage for reproductive health services — demonstrating support for accessible abortion through the second trimester.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?201+sum+HB980,https://legacylis.virginia.gov/cgi-bin/legp604.exe?201+mbr+H0219S,
Patrick A. Hope,climate-change,2,Hope co-sponsored the VA Green New Deal Act (HB 77 2020) mandating 80-100% clean energy by 2036 and a moratorium on new fossil fuel infrastructure — demonstrating support for rapid renewable energy transition.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?201+sum+HB77,,
Patrick A. Hope,fossil-fuels,1,Hope co-sponsored VA Green New Deal Act (HB 77 2020) imposing a moratorium on state approval of new fossil fuel infrastructure projects starting January 2021 including pipelines and generating facilities.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?201+sum+HB77,,
Patrick A. Hope,voting-rights,2,Hope chiefly patronized HB 796 (2024) enabling electronic ballot return for disabled/military voters and HB 841 (2024) expanding ranked choice voting — showing consistent support for expanding voting access.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB796,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB841,
Patrick A. Hope,healthcare,2,Hope chiefly patronized HB 353 (2024) requiring licensed physicians in hospital emergency departments at all times and co-sponsored HB 529 (2020) directing a universal healthcare financing study.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB353,https://legacylis.virginia.gov/cgi-bin/legp604.exe?201+sum+HB529,
Patrick A. Hope,civil-rights,2,Hope chiefly patronized HB 386 (2020) banning conversion therapy by healthcare providers and co-sponsored HB 3 (2020) adding sexual orientation and gender identity protections to VA Fair Housing Law.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?201+sum+HB386,https://legacylis.virginia.gov/cgi-bin/legp604.exe?201+sum+HB3,
Patrick A. Hope,same-sex-marriage,2,Hope co-sponsored HJ 9 (2025) — a constitutional amendment to repeal VA ban on same-sex marriage and recognize marriage as a fundamental right for any two individuals while protecting religious organizations right to decline ceremonies.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+sum+HJ9,,
Patrick A. Hope,judicial-criminal-justice,2,Hope chiefly patronized HB 555 (2024) creating a Corrections Ombudsman to inspect facilities and handle inmate complaints and HB 260 (2024) expanding expungement rights for reduced charges — showing a rehabilitation-oriented approach to justice.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB555,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB260,
Adele Y. McClure,childcare,3,McClure chiefly patronized HB 1216 (2024) establishing an employer matching pilot program with state funds for childcare costs — a targeted employer/state cost-sharing approach rather than universal subsidies.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB1216,,
Adele Y. McClure,housing,2,McClure chiefly patronized HB 1253 (2024) allowing localities to require that a percentage of new affordable development units meet accessibility standards for persons with physical disabilities — mandating inclusion in new developments.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB1253,,
Adele Y. McClure,judicial-criminal-justice,2,McClure chiefly patronized HB 1252 (2024) limiting incarceration for technical parole/probation violations to a maximum of 30 days and requiring swift hearings — reducing punitive detention for non-criminal violations.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB1252,,
Adele Y. McClure,climate-change,3,McClure chiefly patronized HB 405 (2024) directing state agencies to provide technical assistance for electric vehicle charging infrastructure in new residential developments — supporting incremental clean energy infrastructure expansion.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB405,,
Adele Y. McClure,same-sex-marriage,2,McClure co-sponsored HJ 9 (2025) — a constitutional amendment to repeal VA ban on same-sex marriage and recognize marriage as a fundamental right for any two individuals while protecting religious organizations right to decline ceremonies.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+sum+HJ9,,
Adele Y. McClure,voting-rights,2,McClure co-sponsored HB 1490 (2025) expanding voter satellite offices for in-person absentee voting and co-sponsored HJ 2 — a constitutional amendment enshrining the right to vote — demonstrating support for expanded voting access.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+sum+HB1490,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+sum+HJ2,
Alfonso H. Lopez,immigration,2,Lopez chiefly patronized HB 954 (2024) adding citizenship/immigration status as a protected class under the VA Human Rights Act and HB 962 removing the term aliens from the Virginia Code — protecting immigrants full access to public services regardless of status.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB954,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB962,
Alfonso H. Lopez,deportation,2,Lopez chiefly patronized HB 972 (2024) prohibiting courts from inquiring into or disclosing a defendants immigration status — shielding undocumented individuals in legal proceedings from immigration consequences except in serious violent crime contexts.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB972,,
Alfonso H. Lopez,climate-change,2,Lopez chiefly patronized HB 968 (2024) creating the Virginia Green Infrastructure Bank to fund projects lowering emissions and advancing environmental justice and HB 953 creating a Local Environmental Impact Fund — demonstrating support for rapid clean energy investment.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB968,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB953,
Alfonso H. Lopez,housing,2,Lopez chiefly patronized HB 952 (2024) expanding C-PACE green financing to residential dwellings and HB 957 strengthening tenant remedies when dwelling units are condemned — showing support for affordable and accessible housing.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB952,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB957,
Alfonso H. Lopez,civil-rights,2,Lopez chiefly patronized HB 954 (2024) adding citizenship and immigration status as protected classes in the VA Human Rights Act prohibiting discrimination — strengthening civil rights protections for non-citizen residents.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB954,,
Alfonso H. Lopez,same-sex-marriage,2,Lopez co-sponsored HJ 9 (2025) — a constitutional amendment to repeal VA ban on same-sex marriage and recognize marriage as a fundamental right for any two individuals while protecting religious organizations right to decline ceremonies.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+sum+HJ9,,
Alfonso H. Lopez,voting-rights,2,Lopez co-sponsored HJ 2 (2025) — a constitutional amendment enshrining the right to vote and clarifying voter qualifications — demonstrating support for protecting and expanding voting rights.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+sum+HJ2,,
Charniele L. Herring,abortion,1,Herring was chief patron of HJ 1 (2024) — a constitutional amendment establishing a fundamental right to reproductive freedom in Virginia — and chief patron of HB 980 (2020) expanding abortion provider access in the first trimester.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HJ1,https://legacylis.virginia.gov/cgi-bin/legp604.exe?201+sum+HB980,
Charniele L. Herring,voting-rights,2,Herring was chief patron of HB 1 (2020) — the no-excuse absentee voting bill that eliminated the requirement for a reason to vote absentee — significantly expanding mail-in voting access for all Virginia voters.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?201+sum+HB1,,
