full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
Gretchen M. Bulova,same-sex-marriage,1,"Bulova's campaign website states she supports ""100%"" marriage equality and pledges to vote for constitutional amendments to ""enshrine marriage equality."" She was seated January 14, 2026 (HD-11 special election) and this was among her top three stated campaign commitments.",https://www.gretchenbulova.com/issues,,
Gretchen M. Bulova,abortion,2,"Bulova's campaign website lists ""the right to reproductive choice"" as one of her top three civil liberties priorities and states she supports it ""100%"" pledging to vote for constitutional amendments protecting reproductive choice. Language emphasizes legal access and constitutional protection, consistent with keeping abortion legal and accessible through the second trimester, not all stages publicly funded.",https://www.gretchenbulova.com/issues,,
Gretchen M. Bulova,voting-rights,2,"Bulova's campaign website lists ""the restoration of voting rights"" as one of her top three civil liberties priorities, specifically framing it as a constitutional amendment. In Virginia context this covers automatic rights restoration for formerly incarcerated persons and expanded access; she also serves on the Privileges and Elections Committee.",https://www.gretchenbulova.com/issues,https://house.vga.virginia.gov/members/H0403,
Gretchen M. Bulova,climate-change,3,"Bulova's campaign website says ""clean, renewable energy is essential for combating climate change"" and she supports ""investing in Virginia's renewable energy potential — from offshore wind to solar installations"" while helping Virginians afford bills ""as we transition to cleaner energy sources."" The framing is gradual investment-led transition, not an emergency phase-out by 2030.",https://www.gretchenbulova.com/issues,,
Gretchen M. Bulova,healthcare,2,"Bulova's campaign website states ""All Virginians deserve access to affordable healthcare"" and she will fight to ensure coverage from ""drug costs and annual exams to specialty treatment and mental health services."" The vision is universal affordable coverage through a mix of programs, not a free single-payer system.",https://www.gretchenbulova.com/issues,,
Holly M. Seibold,abortion,2,"Voted YES on SB 15 (2024) prohibiting extradition for reproductive healthcare services (54-46) and YES on SB 16 (2024) prohibiting government seizure of menstrual health data (51-49). Both bills passed the House but were vetoed by the Governor. Consistent pattern of protecting abortion access and reproductive privacy through the second trimester without publicly funding all stages.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?ses=241&typ=vot&val=HV0958,https://legacylis.virginia.gov/cgi-bin/legp604.exe?ses=241&typ=vot&val=HV0959,
Holly M. Seibold,healthcare,2,"Voted YES on SB 274 (2024) creating a Prescription Drug Affordability Board (50-47) and YES on HB 819 (2024) requiring health insurers to cover contraceptives without cost-sharing (65-31). Both bills were vetoed by the Governor. Supports cost-control measures and coverage mandates consistent with an affordable public-private healthcare mix.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?ses=241&typ=vot&val=HV1117,https://legacylis.virginia.gov/cgi-bin/legp604.exe?ses=241&typ=vot&val=HV0501,
Holly M. Seibold,civil-rights,2,"Voted YES on SB 588 (2024) requiring criminal record screening policies for affordable housing to reduce discrimination (50-48). Chief-patroried HB 45 (2024) to allow earned sentence credits for pre-conviction incarceration — a criminal justice equity bill vetoed by the Governor. Pattern reflects strengthening civil rights enforcement and addressing systemic discrimination.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?ses=241&typ=vot&val=HV1127,https://legacylis.virginia.gov/cgi-bin/legp604.exe?ses=241&typ=bil&val=HB45,
Holly M. Seibold,housing,2,"Voted YES on HB 597 (2024) enabling localities to pursue enforcement action against landlords who fail to maintain habitable conditions (53-45) and YES on SB 588 (2024) establishing fair criminal-record screening for affordable housing applicants (50-48). Both bills were vetoed. Supports tenant protections and affordable housing accountability consistent with rent caps and affordable mandates.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?ses=241&typ=vot&val=HV0243,https://legacylis.virginia.gov/cgi-bin/legp604.exe?ses=241&typ=vot&val=HV1127,
Holly M. Seibold,climate-change,3,"Voted YES on SB 255 (2024) establishing a shared solar program for AEP customers (52-46) and YES on SB 729 (2024) creating the Virginia Clean Energy Innovation Bank (57-40). Both signed into law or advanced. Also chief-patroned HB 47 (2024) on invasive plant species labeling (small environmental bill, vetoed). Consistent with investing in clean energy while gradually reducing fossil fuel reliance — market-mechanism approach rather than emergency phase-out mandate.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?ses=241&typ=vot&val=HV1115,https://legacylis.virginia.gov/cgi-bin/legp604.exe?ses=241&typ=vot&val=HV1452,https://legacylis.virginia.gov/cgi-bin/legp604.exe?ses=241&typ=bil&val=HB47
Holly M. Seibold,voting-rights,2,"Voted YES on SB 364 (2024) protecting election officials from intimidation and allowing election workers to use P.O. boxes on registration records (52-47). The bill passed and became law despite initial veto recommendation dispute. Consistent with Democrats' 2024 session pattern of expanding voting access and protecting election infrastructure — aligns with expanding early voting and mail-in access protections.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?ses=241&typ=vot&val=HV1551,,
Holly M. Seibold,immigration,2,"Voted YES on SB 69 (2024) allowing individuals with DACA status to qualify for law enforcement officer positions in Virginia (53-47). The bill was vetoed. Supporting DACA-holder eligibility for public service reflects a path toward legal integration rather than enforcement-first stance, consistent with providing legal status to those already in the country.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?ses=241&typ=vot&val=HV1267,,
Holly M. Seibold,taxes,2,"Voted YES on HB 1 (2024) raising Virginia's minimum wage from $12 to $13.50 then $15/hour (51-49) and YES on SB 373 (2024) establishing a paid family and medical leave insurance program (50-46). Both were vetoed by the Governor. Consistent with moderately increasing labor income and social insurance — raising effective income floors rather than broadly raising income tax rates, aligning with stance 2.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?ses=241&typ=vot&val=HV0202,https://legacylis.virginia.gov/cgi-bin/legp604.exe?ses=241&typ=vot&val=HV1166,
Marcus B. Simon,abortion,2,"Co-patron of SJ 1 (2025 session) — a constitutional amendment establishing reproductive freedom as a fundamental right, restricting state intervention only when justified by a compelling state interest using the least restrictive means. Also authored HB 2382 (2023) protecting consumer privacy for reproductive health data. Pattern reflects protecting broad abortion access without publicly funding all stages.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+sum+SJ0001,https://legacylis.virginia.gov/cgi-bin/legp604.exe?231+sum+HB2382,
Marcus B. Simon,same-sex-marriage,1,"Co-patron of HJ 9 (2025 session) — a constitutional amendment repealing Virginia's marriage-as-one-man-one-woman provision and establishing that the right to marry is a fundamental right that cannot be denied based on sex, gender, or race, while protecting religious organizations' right to decline. Reflects full marriage equality with federal-equivalent protections.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+sum+HJ0009,,
Marcus B. Simon,voting-rights,2,"Co-patron of SJ 2 (2025) and HJ 2 (2024) — constitutional amendments establishing automatic voting rights restoration upon release from incarceration, eliminating the requirement for gubernatorial restoration. Also co-patron of HB 375 (2024) joining the National Popular Vote Compact. Chairs the House Privileges and Elections Committee. Pattern reflects expanding voting access beyond current law.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+sum+SJ0002,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB0375,https://en.wikipedia.org/wiki/Marcus_B._Simon
Marcus B. Simon,campaign-finance,2,"Chief patron of HB 40 (2024) prohibiting personal use of campaign contributions, and HB 1045 (2024) creating a public campaign financing program funded by voluntary tax check-offs with small-donor matching. Also authored HB 1552 (2023) and HB 973 (2022) on the same prohibition. Long record of campaign finance reform as chair of the Privileges and Elections Committee. Aligns with strictly limiting political money.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB0040,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB1045,https://legacylis.virginia.gov/cgi-bin/legp604.exe?231+sum+HB1552
Marcus B. Simon,redistricting,2,"Appointed as one of eight legislative members of the 2021 Virginia Redistricting Commission — a bipartisan body of eight legislators and eight citizens that drew new maps. Chairs the House Privileges and Elections Committee. The commission structure included both parties and citizen members, consistent with an independent bipartisan commission rather than pure citizen control or legislative control.",https://en.wikipedia.org/wiki/Marcus_B._Simon,,
Marcus B. Simon,healthcare,2,"Co-patron of HB 570 (2024) establishing a Prescription Drug Affordability Board to set upper payment limits on high-cost drugs for state health plans — vetoed by the Governor. Co-patron of HB 256 (2024) requiring paid sick leave for healthcare and grocery workers. Pattern reflects supporting cost regulation and coverage mandates in a public-private mix, consistent with affordable healthcare access.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB0570,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB0256,
Marcus B. Simon,taxes,2,"Co-patron of HB 1 (2024) raising Virginia's minimum wage from $12 to $13.50 then $15 per hour — vetoed by Governor. Co-patron of SB 373 (2024) establishing paid family and medical leave with employer-employee premium funding — also vetoed. Pattern of supporting labor income floors and social insurance programs, consistent with moderately raising effective income without drastically cutting taxes.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB0001,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB0373,
Marcus B. Simon,immigration,2,"The House voted 53-47 along party lines to pass SB 69 (2024) allowing DACA recipients to serve as law enforcement officers in Virginia; Simon voted YES as part of the Democratic majority. The Governor vetoed the bill. Support for integrating DACA holders into public service reflects prioritizing legal pathways and service access for long-term residents.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB0069,,
Marcus B. Simon,civil-rights,2,"Chief patron of HB 1329 (2024) clarifying dual-filing timelines for discrimination complaints under the Virginia Human Rights Act and EEOC — strengthening enforcement procedures. Voted with Democratic majority on SB 588 (2024) requiring fair criminal-record screening policies for affordable housing. Pattern reflects strengthening civil rights enforcement mechanisms.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB1329,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB0588,
Marcus B. Simon,childcare,2,"Co-patron of HB 408 (2025) addressing Child Care Subsidy Program reimbursement practices for providers. Co-patron of HB 408 in the 2025 session addresses enrollment-based versus attendance-based reimbursement for childcare providers — part of expanding the subsidy system's reliability. Consistent with expanding subsidies and provider support for access.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+sum+HB0408,,
Marcus B. Simon,housing,2,"Co-patron of HB 817 (2024) expanding tenant anti-retaliation protections — vetoed by the Governor. Voted with Democratic majority on SB 304 (2024) requiring localities to permit ADUs in residential zones. Co-patron of SB 588 (2024) requiring fair criminal-record screening for affordable housing applicants. Pattern reflects affordable housing mandates and tenant protections.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB0817,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB0304,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB0588
Marcus B. Simon,climate-change,3,"Co-patron of HB 406 (2024 and 2025 sessions) addressing Clean Water Act standards for cooling water intakes at power plants. Co-patron of SB 255 (2024) establishing a shared solar program for AEP customers — signed into law. No authored legislation declaring a climate emergency or banning fossil fuel extraction. Pattern reflects investing in clean energy programs and environmental standards while not pursuing emergency phase-out.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB0406,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB0255,
