full_name,politician_id,topic_key,topic_id,value,reasoning,source_url_1,source_url_2,source_url_3
Angie Craig,0cf6bbcf-7c3a-44d3-a8e7-8888d8da24ff,abortion,af2fdfd6-02c4-49df-b09c-cf8536f4773f,2,"Craig is a member of the House Pro-Choice Caucus and stated 'No one should ever come between a woman and her doctor' (Apr 2020). She supports publicly funded abortions and opposes parental notification requirements for minors. Her record reflects support for legal accessible abortion but stops short of publicly funding abortion at all stages.",https://www.ontheissues.org/Senate/Angie_Craig.htm,https://en.wikipedia.org/wiki/Angie_Craig,
Angie Craig,0cf6bbcf-7c3a-44d3-a8e7-8888d8da24ff,campaign-finance,d2cedc52-f7b0-4e1a-bedb-f9e8dfcb8b29,2,"Craig co-sponsored the For the People Act, which she described as enacting 'sweeping changes to reform our campaign finance system,' and introduced a provision prohibiting members of Congress from serving on for-profit corporate boards. She supports regulating indirect campaign contributions from corporations and unions and has raised concerns about corporate PAC spending in political campaigns.",https://www.ontheissues.org/House/Angie_Craig_Government_Reform.htm,https://www.ontheissues.org/Senate/Angie_Craig.htm,
Angie Craig,0cf6bbcf-7c3a-44d3-a8e7-8888d8da24ff,childcare,86e13826-e72a-4a7c-8b76-00ef5d3ffa02,2,"Craig voted for the American Rescue Plan Act (Mar 2021) and the $900 billion COVID relief package (Dec 2020), both of which included significant childcare funding expansions and child tax credit increases. She also advocates for establishing national paid family leave to support working families with caregiving responsibilities.",https://www.ontheissues.org/Senate/Angie_Craig.htm,https://en.wikipedia.org/wiki/Angie_Craig,
Angie Craig,0cf6bbcf-7c3a-44d3-a8e7-8888d8da24ff,civil-rights,0bc588c6-39e1-4084-b5de-cac909b8b762,2,"Craig co-sponsored the Equal Rights Amendment ratification bill (Mar 2021), co-sponsored the George Floyd Justice in Policing Act (passed House 220-212, Mar 2021), and supports protecting sexual preference as a civil right. She won a landmark court ruling enabling LGBTQ+ couples to adopt (Jul 2021), directly advancing civil rights for same-sex families.",https://www.ontheissues.org/House/Angie_Craig_Civil_Rights.htm,https://en.wikipedia.org/wiki/Angie_Craig,https://www.ontheissues.org/House/Angie_Craig_Crime.htm
Angie Craig,0cf6bbcf-7c3a-44d3-a8e7-8888d8da24ff,climate-change,f1e44d66-5d27-4b51-b54f-b7ace86f6a3c,2,"Craig earned a 96% lifetime score from the League of Conservation Voters (LCV), including 97% in 2025 and 100% in both 2020 and 2021. She advocates becoming 'a world leader in green innovation,' supports funding renewable energy sources including wind and solar, and backs regulating greenhouse gas emissions.",https://www.lcv.org/congressional-scorecard/moc/angie-craig,https://www.ontheissues.org/Senate/Angie_Craig.htm,
Angie Craig,0cf6bbcf-7c3a-44d3-a8e7-8888d8da24ff,deportation,44905f3b-e105-4f6c-afc7-5d223813dbac,3,"Craig voted for the Laken Riley Act in January 2025 alongside a minority of Democrats, but subsequently expressed regret over that vote. She has consistently supported reform of ICE rather than abolition and backs pathways to legal status for long-term residents, while opposing the use of city and federal resources for sweeping mass deportations. Her mixed record — a crossover vote followed by public reconsideration — places her at the center.",https://en.wikipedia.org/wiki/Angie_Craig,https://www.ontheissues.org/House/Angie_Craig_Immigration.htm,
Angie Craig,0cf6bbcf-7c3a-44d3-a8e7-8888d8da24ff,fossil-fuels,a22215c3-6693-4bc2-b248-01aebba14570,3,"Craig earned a 96% LCV lifetime score, indicating a strong environmental record, but she explicitly advocates maintaining a 'strong Renewable Fuel Standard' — a policy that protects corn ethanol and benefits her agricultural district in Minnesota. This suggests a moderate position that supports current fossil fuel regulatory standards while promoting renewable energy rather than pursuing new permit bans or immediate elimination of fossil fuel extraction.",https://www.lcv.org/congressional-scorecard/moc/angie-craig,https://www.ontheissues.org/Senate/Angie_Craig.htm,
Angie Craig,0cf6bbcf-7c3a-44d3-a8e7-8888d8da24ff,healthcare,e8dad4a8-eb93-4931-91f5-d8fb5d7dd529,2,"Craig co-sponsored legislation allowing Medicare to negotiate drug prices and a bill establishing a public option to increase market competition. She introduced the Affordable Insulin Now Act (Feb 2022) to cap out-of-pocket insulin costs at $35/month, which passed the House. She supports the ACA and opposes repeal but has not backed Medicare for All.",https://www.ontheissues.org/House/Angie_Craig_Health_Care.htm,https://en.wikipedia.org/wiki/Angie_Craig,https://www.ontheissues.org/Senate/Angie_Craig.htm
Angie Craig,0cf6bbcf-7c3a-44d3-a8e7-8888d8da24ff,housing,4e83c81b-e8dc-4bc0-883e-58d9defd1f52,2,"Craig voted for the American Rescue Plan Act (Mar 2021) and the $900 billion COVID relief package (Dec 2020), both of which included expanded rental assistance and housing support programs. She focuses on rebuilding Minnesota's middle class, which includes housing affordability as a component of her economic platform, and supports federal investment in affordable housing programs.",https://www.ontheissues.org/Senate/Angie_Craig.htm,https://en.wikipedia.org/wiki/Angie_Craig,
Angie Craig,0cf6bbcf-7c3a-44d3-a8e7-8888d8da24ff,immigration,4e2c69ce-591e-4197-9cd5-7aceff79d390,3,"Craig supports 'a path to citizenship for DREAMERS and law-abiding immigrants,' co-sponsored the Fairness for High-Skilled Immigrants Act to increase visa caps, and voted YES on the NO BAN Act to prohibit religion-based immigration restrictions (Apr 2021). She voted for the Laken Riley Act in Jan 2025 but later expressed regret, reflecting a centrist position that supports expanded legal immigration while accepting some enforcement measures.",https://www.ontheissues.org/House/Angie_Craig_Immigration.htm,https://en.wikipedia.org/wiki/Angie_Craig,https://www.ontheissues.org/Senate/Angie_Craig.htm
