full_name,politician_id,topic_key,topic_id,value,reasoning,source_url_1,source_url_2,source_url_3
Mike Rogers,ace0b96d-8ef8-4aca-8928-6848ae430da6,abortion,af2fdfd6-02c4-49df-b09c-cf8536f4773f,5,"Rogers has a 100% rating from the National Right to Life Committee and 0% from NARAL, reflecting a consistent anti-abortion record across 14 years in Congress (2001–2015). He voted YES on banning partial-birth abortion (2003), restricting interstate transport of minors for abortion (2005), and banning federal health coverage that includes abortion (2011). He co-sponsored the Right to Life Act to grant 'pre-born equal protection under 14th Amendment.' In 2024, he stated the issue 'should be left to the states' and that he would not try to change Michigan's 2022 constitutional amendment.",https://www.ontheissues.org/MI/Mike_Rogers.htm,https://www.ontheissues.org/MI/Mike_Rogers_Abortion.htm,https://en.wikipedia.org/wiki/Mike_Rogers_(Michigan_politician)
Mike Rogers,ace0b96d-8ef8-4aca-8928-6848ae430da6,ai-regulation,14b3e358-b159-499a-97ec-b6e7397bcf5d,4,"Rogers' technology voting record consistently favors minimal regulation and opposes government mandates on digital platforms. He co-sponsored the Internet Freedom Act to prevent FCC regulation of internet services, voted YES on cyber-security data-sharing with government (CISPA, 2013), and opposed network neutrality as anti-market. As House Intelligence Committee chair he focused on enabling intelligence-community cybersecurity operations rather than consumer-facing AI regulation. His record strongly favors market-driven governance with targeted national-security carve-outs over broad government oversight.",https://www.ontheissues.org/MI/Mike_Rogers.htm,https://www.ontheissues.org/MI/Mike_Rogers_Technology.htm,
Mike Rogers,ace0b96d-8ef8-4aca-8928-6848ae430da6,campaign-finance,d2cedc52-f7b0-4e1a-bedb-f9e8dfcb8b29,4,"Rogers voted YES to ban soft money to national parties but voted NO on the broader Shays-Meehan campaign finance reform bill (2002). He supported restricting 527 grassroots organizations and requiring lobbyist bundling disclosure, but his overall record opposes comprehensive campaign finance regulation. His 2024 Senate campaign accepted PAC support and he did not endorse stricter limits, aligning with a preference for reduced restrictions with minimal disclosure requirements.",https://www.ontheissues.org/MI/Mike_Rogers_Government_Reform.htm,https://www.ontheissues.org/MI/Mike_Rogers.htm,
Mike Rogers,ace0b96d-8ef8-4aca-8928-6848ae430da6,civil-rights,0bc588c6-39e1-4084-b5de-cac909b8b762,5,"Rogers received a 33% rating from the NAACP, 13% from the ACLU, and 0% from the Human Rights Campaign. He voted NO on prohibiting job discrimination based on sexual orientation (2007) and NO on the Matthew Shepard hate crimes expansion (2009). He voted YES on the constitutional amendment defining marriage as between a man and a woman (2004, 2006) and opposed affirmative action policies. These ratings and votes reflect a record of limiting federal civil rights enforcement.",https://www.ontheissues.org/MI/Mike_Rogers_Civil_Rights.htm,https://www.ontheissues.org/MI/Mike_Rogers.htm,
Mike Rogers,ace0b96d-8ef8-4aca-8928-6848ae430da6,climate-change,f1e44d66-5d27-4b51-b54f-b7ace86f6a3c,5,"Rogers received a 5% lifetime rating from the League of Conservation Voters, indicating near-total opposition to climate and clean-energy legislation. He voted YES on barring EPA greenhouse gas regulation (2011) and YES on opening the Outer Continental Shelf to oil drilling (2011). He voted NO on renewable energy incentives, CAFE fuel-efficiency standards, and ANWR protection, and co-sponsored bills to remove EPA regulatory authority over carbon emissions.",https://www.ontheissues.org/MI/Mike_Rogers.htm,https://www.ontheissues.org/MI/Mike_Rogers_Environment.htm,
Mike Rogers,ace0b96d-8ef8-4aca-8928-6848ae430da6,deportation,44905f3b-e105-4f6c-afc7-5d223813dbac,4,"Rogers has a 100% rating from USBC (US Border Control, sealed-border stance) and 0% from FAIR (which scores toward loosening restrictions). He voted YES on the Secure Fence Act (2006) and supported the Minuteman Project's border-patrol activities. His 2026 campaign materials blame 'open borders' for crime increases and call for expanded enforcement. His record supports systematic deportation prioritized by criminal history, consistent with a value-4 stance.",https://www.ontheissues.org/MI/Mike_Rogers.htm,https://www.ontheissues.org/MI/Mike_Rogers_Immigration.htm,https://en.wikipedia.org/wiki/Mike_Rogers_(Michigan_politician)
Mike Rogers,ace0b96d-8ef8-4aca-8928-6848ae430da6,fossil-fuels,a22215c3-6693-4bc2-b248-01aebba14570,5,"Rogers voted YES on expanding Outer Continental Shelf drilling (2011), YES on permitting new oil refinery construction, and YES on barring EPA greenhouse gas regulation (2011). He voted NO on removing oil and gas industry subsidies, NO on ANWR drilling restrictions, and received a 17% rating from the Campaign for America's Future for opposing energy-independence initiatives. His record reflects maximum expansion of fossil fuel extraction with removal of environmental restrictions.",https://www.ontheissues.org/MI/Mike_Rogers.htm,https://www.ontheissues.org/MI/Mike_Rogers_Environment.htm,
Mike Rogers,ace0b96d-8ef8-4aca-8928-6848ae430da6,healthcare,e8dad4a8-eb93-4931-91f5-d8fb5d7dd529,5,"Rogers received an 11% rating from the American Public Health Association and voted for full repeal of the Affordable Care Act. He co-sponsored ACA repeal legislation and voted to eliminate the Prevention and Public Health Fund. He voted YES on the Ryan Budget transforming Medicare into a voucher/choice system (2011), opposed government drug-price negotiation (2007), and opposed SCHIP expansion three times (2007, 2008, 2009). He called for policies that 'embrace the freedom of the free market' in healthcare.",https://www.ontheissues.org/MI/Mike_Rogers.htm,https://www.ontheissues.org/MI/Mike_Rogers_Health_Care.htm,https://en.wikipedia.org/wiki/Mike_Rogers_(Michigan_politician)
Mike Rogers,ace0b96d-8ef8-4aca-8928-6848ae430da6,immigration,4e2c69ce-591e-4197-9cd5-7aceff79d390,4,"Rogers holds a 100% rating from USBC (sealed-border) and voted YES on the Secure Fence Act (2006) and co-sponsored the English Language Unity Act. He voted NO on hospital reporting requirements for undocumented patients and supported extending residency rules for some immigrants pursuing legal status (2001), indicating a border-security-and-enforcement focus rather than a complete moratorium on all immigration. He emphasizes 'targeted legislation which is effective and meaningful' on border security.",https://www.ontheissues.org/MI/Mike_Rogers.htm,https://www.ontheissues.org/MI/Mike_Rogers_Immigration.htm,https://en.wikipedia.org/wiki/Mike_Rogers_(Michigan_politician)
Mike Rogers,ace0b96d-8ef8-4aca-8928-6848ae430da6,medicare/aid,cab61e8a-64fe-4bbd-bc08-fe9914d0091b,4,"Rogers received a 0–7% rating from the Alliance for Retired Americans reflecting support for privatization. He voted YES on the Ryan Budget transforming Medicare into a premium-support/voucher system (2011), voted NO on expanding Medicaid and SCHIP, and voted NO on the 2008 Medicare expansion veto override. He did oppose full privatization to private-only accounts and voted YES on the 2003 Medicare prescription drug benefit (which preserved government structure). His 2026 campaign website pledges to 'protect seniors' Social Security and Medicare benefits,' suggesting a moderating message.",https://www.ontheissues.org/MI/Mike_Rogers.htm,https://www.ontheissues.org/MI/Mike_Rogers_Health_Care.htm,https://www.rogersforsenate.com/
