full_name,politician_id,topic_key,topic_id,value,reasoning,source_url_1,source_url_2,source_url_3
Annie Andrews,238222f5-e5e0-4331-8540-ee904bbacb8a,healthcare,e8dad4a8-eb93-4931-91f5-d8fb5d7dd529,2,"Andrews supports a public healthcare option alongside private insurance, stating on iSideWith: 'Yes, but allow people to use private insurance' while adding that 'a mandatory single payer system would be better.' As a pediatric physician she has made healthcare access a central campaign issue.",https://www.isidewith.com/candidates/annie-andrews/policies,,
Annie Andrews,238222f5-e5e0-4331-8540-ee904bbacb8a,abortion,af2fdfd6-02c4-49df-b09c-cf8536f4773f,2,"Andrews is pro-choice and supports keeping abortion legal and accessible, stating that 'providing birth control, sex education, and more social services will help reduce the number of abortions.' She supports continued Planned Parenthood funding for 'cancer screening, prenatal services, and adoption referrals' as well as abortion care.",https://www.isidewith.com/candidates/annie-andrews/policies,https://www.isidewith.com/candidates/annie-andrews/policies/healthcare,
Annie Andrews,238222f5-e5e0-4331-8540-ee904bbacb8a,ai-regulation,14b3e358-b159-499a-97ec-b6e7397bcf5d,3,"Andrews supports government oversight of AI for ethical use and opposes AI diagnosing patients 'without human oversight' due to accountability concerns. She also opposes using AI for criminal justice decisions, reflecting a stance in favor of basic safety requirements before deployment rather than heavy-handed regulation.",https://www.isidewith.com/candidates/annie-andrews/policies,,
Annie Andrews,238222f5-e5e0-4331-8540-ee904bbacb8a,campaign-finance,d2cedc52-f7b0-4e1a-bedb-f9e8dfcb8b29,2,"Andrews supports limiting donor contributions and opposes allowing corporations to donate to political campaigns, while supporting donations from unions and nonprofits. She also backs congressional stock trading bans and opposes foreign lobbyists raising money for U.S. elections.",https://www.isidewith.com/candidates/annie-andrews/policies,,
Annie Andrews,238222f5-e5e0-4331-8540-ee904bbacb8a,childcare,86e13826-e72a-4a7c-8b76-00ef5d3ffa02,2,"Andrews supports federal funding for universal pre-K, free school meals for all students, and mandatory paid family and sick leave. These positions reflect a platform of significantly expanding subsidies and program access for low- and middle-income families.",https://www.isidewith.com/candidates/annie-andrews/policies,,
Annie Andrews,238222f5-e5e0-4331-8540-ee904bbacb8a,civil-rights,0bc588c6-39e1-4084-b5de-cac909b8b762,2,"Andrews supports affirmative action programs, maintaining DEI initiatives, adding gender identity to civil rights laws, and requiring federal racial sensitivity training. She states we 'cannot end racism until we acknowledge institutions, laws, and history are inherently racist,' supporting strengthened civil rights enforcement against systemic discrimination.",https://www.isidewith.com/candidates/annie-andrews/policies,https://www.isidewith.com/candidates/annie-andrews/policies/social,
Annie Andrews,238222f5-e5e0-4331-8540-ee904bbacb8a,climate-change,f1e44d66-5d27-4b51-b54f-b7ace86f6a3c,2,"Andrews supports increasing environmental regulations to prevent climate change and 'provide more incentives for alternative energy.' She opposes U.S. withdrawal from the Paris Climate Agreement and opposes oil and gas drilling expansion, favoring a rapid transition to renewables.",https://www.isidewith.com/candidates/annie-andrews/policies,,
Annie Andrews,238222f5-e5e0-4331-8540-ee904bbacb8a,deportation,44905f3b-e105-4f6c-afc7-5d223813dbac,2,"Andrews supports deporting only immigrants convicted of serious crimes, 'as long as it is safe for them to return to their country.' She opposes allowing local law enforcement to detain undocumented immigrants for minor offenses and supports sanctuary city federal funding.",https://www.isidewith.com/candidates/annie-andrews/policies,https://www.isidewith.com/candidates/annie-andrews/policies/immigration,
Annie Andrews,238222f5-e5e0-4331-8540-ee904bbacb8a,fossil-fuels,a22215c3-6693-4bc2-b248-01aebba14570,2,"Andrews opposes expanding oil drilling, stating 'No, and provide more incentives for alternative energy,' and specifically opposes drilling in the Alaska Wildlife Refuge. She supports keeping the U.S. in the Paris Climate Agreement and investing in wind and other renewable alternatives.",https://www.isidewith.com/candidates/annie-andrews/policies,,
Annie Andrews,238222f5-e5e0-4331-8540-ee904bbacb8a,homelessness,5f6fce56-ee3f-4c6e-88f5-f5bb03b4dac9,2,"Andrews supports allowing homeless encampments in public spaces alongside 'more social programs to provide free food, clothing, and medicine,' and backs increased funding for homeless shelters. Her approach prioritizes services and housing access rather than criminalization.",https://www.isidewith.com/candidates/annie-andrews/policies,,
