politician_id,topic_id,topic_key,value,notes,source_url
1559bfb6-6523-49d6-bc9a-c017d01c6118,81ff12e2-0e4f-44b3-a936-2f154f7d9ab5,ranked-choice-voting,5,"YES on SB1820/HB1868 third reading (House 74-19-1, 2022-02-14), enacted as Public Chapter 621: prohibits a county election commission from utilizing instant runoff voting or ranked choice voting to conduct an election in this state for a statewide or local government office. That is chair 5's instrument verbatim - ban ranked-choice voting by law. Chair 4 keeps single-choice voting and opposes adopting RCV but stops short of banning it, so a vote FOR the ban excludes it, and chairs 1-3 are excluded outright. Identity verified against the 112th General Assembly member roster, not on surname alone.",https://wapp.capitol.tn.gov/apps/BillInfo/Default.aspx?BillNumber=HB1868&ga=112
792d4a91-f740-4778-a1ba-c9a899b9e490,81ff12e2-0e4f-44b3-a936-2f154f7d9ab5,ranked-choice-voting,5,"YES on SB1820/HB1868 third reading (House 74-19-1, 2022-02-14), enacted as Public Chapter 621: prohibits a county election commission from utilizing instant runoff voting or ranked choice voting to conduct an election in this state for a statewide or local government office. That is chair 5's instrument verbatim - ban ranked-choice voting by law. Chair 4 keeps single-choice voting and opposes adopting RCV but stops short of banning it, so a vote FOR the ban excludes it, and chairs 1-3 are excluded outright. Identity verified against the 112th General Assembly member roster, not on surname alone.",https://wapp.capitol.tn.gov/apps/BillInfo/Default.aspx?BillNumber=HB1868&ga=112
fe941f15-bf81-4bb8-8834-f5cc312537b9,81ff12e2-0e4f-44b3-a936-2f154f7d9ab5,ranked-choice-voting,5,"YES on SB1820/HB1868 third reading (House 74-19-1, 2022-02-14), enacted as Public Chapter 621: prohibits a county election commission from utilizing instant runoff voting or ranked choice voting to conduct an election in this state for a statewide or local government office. That is chair 5's instrument verbatim - ban ranked-choice voting by law. Chair 4 keeps single-choice voting and opposes adopting RCV but stops short of banning it, so a vote FOR the ban excludes it, and chairs 1-3 are excluded outright. Identity verified against the 112th General Assembly member roster, not on surname alone.",https://wapp.capitol.tn.gov/apps/BillInfo/Default.aspx?BillNumber=HB1868&ga=112
d1e02758-1839-4d89-8a1b-26b9aeda22d5,81ff12e2-0e4f-44b3-a936-2f154f7d9ab5,ranked-choice-voting,5,"YES on SB1820/HB1868 third reading (House 74-19-1, 2022-02-14), enacted as Public Chapter 621: prohibits a county election commission from utilizing instant runoff voting or ranked choice voting to conduct an election in this state for a statewide or local government office. That is chair 5's instrument verbatim - ban ranked-choice voting by law. Chair 4 keeps single-choice voting and opposes adopting RCV but stops short of banning it, so a vote FOR the ban excludes it, and chairs 1-3 are excluded outright. Identity verified against the 112th General Assembly member roster, not on surname alone.",https://wapp.capitol.tn.gov/apps/BillInfo/Default.aspx?BillNumber=HB1868&ga=112
dc50a463-773d-4aa3-8b04-9325bba10d2b,81ff12e2-0e4f-44b3-a936-2f154f7d9ab5,ranked-choice-voting,5,"YES on SB1820/HB1868 third reading (House 74-19-1, 2022-02-14), enacted as Public Chapter 621: prohibits a county election commission from utilizing instant runoff voting or ranked choice voting to conduct an election in this state for a statewide or local government office. That is chair 5's instrument verbatim - ban ranked-choice voting by law. Chair 4 keeps single-choice voting and opposes adopting RCV but stops short of banning it, so a vote FOR the ban excludes it, and chairs 1-3 are excluded outright. Identity verified against the 112th General Assembly member roster, not on surname alone.",https://wapp.capitol.tn.gov/apps/BillInfo/Default.aspx?BillNumber=HB1868&ga=112
2e6b4535-ba42-4329-8df1-747bfaa4909e,81ff12e2-0e4f-44b3-a936-2f154f7d9ab5,ranked-choice-voting,5,"YES on SB1820/HB1868 third reading (House 74-19-1, 2022-02-14), enacted as Public Chapter 621: prohibits a county election commission from utilizing instant runoff voting or ranked choice voting to conduct an election in this state for a statewide or local government office. That is chair 5's instrument verbatim - ban ranked-choice voting by law. Chair 4 keeps single-choice voting and opposes adopting RCV but stops short of banning it, so a vote FOR the ban excludes it, and chairs 1-3 are excluded outright. Identity verified against the 112th General Assembly member roster, not on surname alone.",https://wapp.capitol.tn.gov/apps/BillInfo/Default.aspx?BillNumber=HB1868&ga=112
b254c419-7168-458e-8a74-8d7e0dfa650d,81ff12e2-0e4f-44b3-a936-2f154f7d9ab5,ranked-choice-voting,5,"YES on SB1820/HB1868 third reading (House 74-19-1, 2022-02-14), enacted as Public Chapter 621: prohibits a county election commission from utilizing instant runoff voting or ranked choice voting to conduct an election in this state for a statewide or local government office. That is chair 5's instrument verbatim - ban ranked-choice voting by law. Chair 4 keeps single-choice voting and opposes adopting RCV but stops short of banning it, so a vote FOR the ban excludes it, and chairs 1-3 are excluded outright. Identity verified against the 112th General Assembly member roster, not on surname alone.",https://wapp.capitol.tn.gov/apps/BillInfo/Default.aspx?BillNumber=HB1868&ga=112
00851f7f-d940-4c22-82f9-377f6ea092fa,81ff12e2-0e4f-44b3-a936-2f154f7d9ab5,ranked-choice-voting,5,"YES on SB1820/HB1868 third reading (House 74-19-1, 2022-02-14), enacted as Public Chapter 621: prohibits a county election commission from utilizing instant runoff voting or ranked choice voting to conduct an election in this state for a statewide or local government office. That is chair 5's instrument verbatim - ban ranked-choice voting by law. Chair 4 keeps single-choice voting and opposes adopting RCV but stops short of banning it, so a vote FOR the ban excludes it, and chairs 1-3 are excluded outright. Identity verified against the 112th General Assembly member roster, not on surname alone.",https://wapp.capitol.tn.gov/apps/BillInfo/Default.aspx?BillNumber=HB1868&ga=112
f32d1662-fcd5-4933-88a4-5749dfa158b2,81ff12e2-0e4f-44b3-a936-2f154f7d9ab5,ranked-choice-voting,5,"YES on SB1820/HB1868 third reading (House 74-19-1, 2022-02-14), enacted as Public Chapter 621: prohibits a county election commission from utilizing instant runoff voting or ranked choice voting to conduct an election in this state for a statewide or local government office. That is chair 5's instrument verbatim - ban ranked-choice voting by law. Chair 4 keeps single-choice voting and opposes adopting RCV but stops short of banning it, so a vote FOR the ban excludes it, and chairs 1-3 are excluded outright. Identity verified against the 112th General Assembly member roster, not on surname alone.",https://wapp.capitol.tn.gov/apps/BillInfo/Default.aspx?BillNumber=HB1868&ga=112
9a9c3029-794a-4cb5-aa7e-342e9b480603,81ff12e2-0e4f-44b3-a936-2f154f7d9ab5,ranked-choice-voting,5,"YES on SB1820/HB1868 third reading (House 74-19-1, 2022-02-14), enacted as Public Chapter 621: prohibits a county election commission from utilizing instant runoff voting or ranked choice voting to conduct an election in this state for a statewide or local government office. That is chair 5's instrument verbatim - ban ranked-choice voting by law. Chair 4 keeps single-choice voting and opposes adopting RCV but stops short of banning it, so a vote FOR the ban excludes it, and chairs 1-3 are excluded outright. Identity verified against the 112th General Assembly member roster, not on surname alone.",https://wapp.capitol.tn.gov/apps/BillInfo/Default.aspx?BillNumber=HB1868&ga=112
