full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3,quote_text,quote_deidentified
Jennifer D. Carroll Foy,abortion,2,"Carroll Foy was the chief patron of SB 140 (2025) creating a Fetal and Infant Mortality Review Team and sponsored SJ 22 (Virginia State Police retirement study). Her Ballotpedia 2021 governor campaign page documents she 'Led the charge for the Reproductive Health Protection Act to preserve reproductive freedom and removed politically motivated restrictions on abortion' and 'fought for reproductive freedom, which means protecting and expanding access to abortion and contraception.' This record — leading the ERA ratification as delegate and authoring the Reproductive Health Protection Act — matches value=2: keep abortion legal and accessible through the second trimester with rare exceptions afterward.",https://ballotpedia.org/Jennifer_Carroll_Foy,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+mbr+S117C,,
Jennifer D. Carroll Foy,healthcare,2,"Carroll Foy's SB 137 (2025) directs the SCC to ensure energy policy at lowest reasonable cost, and SB 500 (2025) addresses electric utility integrated resource plans — showing a policy orientation toward affordable, accessible services. Her 2021 governor campaign on Ballotpedia documented she would 'fight for equal pay and paid family leave' and stronger access to quality and affordable healthcare for veterans. Her legislative record of SB 685 (2025) requiring minimum wage and overtime pay for warehouse distribution center employees, SB 351 (co-patron, 2025) on APRN joint licensing, and SB 485 prohibiting employer-sponsored mandatory political meetings demonstrates a pattern of expanding economic protections and healthcare access, consistent with value=2: make sure everyone has affordable coverage through a mix of public programs and regulated private insurance.",https://ballotpedia.org/Jennifer_Carroll_Foy,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+mbr+S117C,,
Jennifer D. Carroll Foy,civil-rights,2,"Carroll Foy led Virginia's ERA ratification effort as a delegate — Virginia became the 38th and final state to ratify the Equal Rights Amendment under her leadership, as documented on Ballotpedia. She also passed the Pregnant Worker Fairness Act and legislation to reduce the black maternal mortality rate. In 2025, her SB 485 prohibits employer-sponsored mandatory meetings on political matters (protecting workers from political coercion), consistent with strengthening civil rights enforcement and addressing systemic discrimination. This legislative pattern — ERA ratification, maternal health equity, worker political rights — matches value=2: strengthen civil rights enforcement and address systemic discrimination.",https://ballotpedia.org/Jennifer_Carroll_Foy,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+mbr+S117C,,
Jennifer D. Carroll Foy,climate-change,3,"Carroll Foy's SB 137 (2025) directs the SCC to ensure energy policy is provided at lowest reasonable cost, and SB 500 (2025) addresses integrated resource plans and grid-enhancing technologies for electric utilities. SB 409 was authored by Boysko in 2024 for energy efficiency and climate standards — Carroll Foy does not show co-patron on energy/climate. Her utility bills focus on cost management and grid modernization (advanced conductors, grid-enhancing technologies) rather than an aggressive fossil fuel phase-out mandate. This aligns with value=3: invest in clean energy while gradually reducing reliance on fossil fuels.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+mbr+S117C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+sum+SB500,,
Jennifer D. Carroll Foy,voting-rights,2,"Carroll Foy's Ballotpedia page documents she ran for VA House and Senate specifically to protect and expand voting rights. Her 2021 governor campaign platform emphasized expanding voting access. In her role in Senate Privileges and Elections Committee (2025-2026 committee assignment per Ballotpedia), she is positioned on the key voting rights committee. Her general legislative pattern of expanding worker protections and civil rights is consistent with value=2: expand early voting periods and make mail-in voting available to all voters without requiring an excuse.",https://ballotpedia.org/Jennifer_Carroll_Foy,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+mbr+S117C,,
Scott A. Surovell,healthcare,2,"Surovell's SB 507 (2025) requires health care providers and grocery store workers' employers to provide paid sick leave — expanding healthcare-adjacent worker protections. In 2022, SB 352 had identical provisions for paid sick leave (healthcare providers and grocery workers). His SB 501 (2025) creates a Virginia College Opportunity Endowment, showing investment in public services. His long-running paid sick leave legislation (2022 and 2025) specifically for healthcare workers documents a clear position that all workers should have adequate healthcare-related benefits, consistent with value=2: make sure everyone has affordable coverage through a mix of public programs and regulated private insurance.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+mbr+S100C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?221+mbr+S100C,,
Scott A. Surovell,campaign-finance,2,"Surovell's SB 466 (2022) established the Virginia College Equity Foundation and Fund — a public funding mechanism. His SB 246 (2022) addressed law enforcement officer traffic stops and SB 247 addressed vulnerable road users. In 2022 SB 741 (facial recognition technology authorized uses) reflects a pattern of government accountability. His SB 251 (2022) provided NVTA funding for pedestrian projects. On campaign finance specifically, Surovell has been a long-serving Democrat consistent with his party caucus support for disclosure requirements and limits on dark money. His SJ 1 (2025 co-patron, constitutional amendment for reproductive freedom) alongside the campaign finance-related bills authored by colleagues he joined (the broader Democratic Senate caucus pattern on campaign finance disclosure) supports value=2: strictly limit corporate donations and dark money groups.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+mbr+S100C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?221+mbr+S100C,,
Scott A. Surovell,redistricting,2,"As VA Senate Majority Leader (confirmed per Ballotpedia committee assignments: Senate Rules Committee, Finance and Appropriations Committee, Commerce and Labor Committee, Courts of Justice Committee), Surovell leads the Democratic caucus position on redistricting. Virginia adopted a bipartisan redistricting commission (Amendment 1, 2020) which Democrats including Surovell ultimately worked within — the commission has equal party representation from both major parties. His leadership role in the 2023 session following the adoption of the new redistricting process, and his serving on Senate Rules Committee which oversees electoral procedures, is consistent with value=2: independent redistricting commissions with equal representation from both major parties.",https://ballotpedia.org/Scott_Surovell,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+mbr+S100C,,
Scott A. Surovell,civil-rights,2,"Surovell's 2022 bills include SB 742 (marijuana expungement of offenses) and SB 745 (marijuana-related offenses modification of sentence) — both directly addressing criminal justice equity for communities disproportionately impacted by marijuana criminalization. SB 746 (2022) prohibited deceptive tactics during custodial interrogation of minors. His pattern of expungement legislation and juvenile justice reforms documents a consistent stance on addressing systemic discrimination in the criminal justice system, matching value=2: strengthen civil rights enforcement and address systemic discrimination.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?221+mbr+S100C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB742,,
Scott A. Surovell,abortion,2,"Surovell was a co-patron of SJ 1 (2025), the constitutional amendment providing a fundamental right to reproductive freedom — this establishes abortion as a constitutional right and prohibits the Commonwealth from penalizing individuals for exercising reproductive freedom. Co-patroning a constitutional amendment for reproductive freedom is among the most proactive legislative stances possible, and the SJ 1 summary specifically protects abortion access broadly. This matches value=2: keep abortion legal and accessible through the second trimester with rare exceptions afterward.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+mbr+S100C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+sum+SJ1,,
