full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
Timothy P. Griffin,abortion,4,"Describes himself as pro-life and states he will pursue policies that support all human life; no exceptions mentioned in published issue positions.","https://www.griffinforvirginia.com/issues","https://ballotpedia.org/Tim_Griffin_(Virginia)",
Timothy P. Griffin,religious-freedom,4,"States he will make sure Virginia is a friendly place for churches and religious organizations to worship God and practice freely — supports faith-based exemptions.","https://www.griffinforvirginia.com/issues","https://ballotpedia.org/Tim_Griffin_(Virginia)",
Timothy P. Griffin,taxes,4,"Committed to cutting taxes and burdensome regulations — supports cutting taxes for everyone.","https://www.griffinforvirginia.com/issues","https://ballotpedia.org/Tim_Griffin_(Virginia)",
Timothy P. Griffin,school-vouchers,4,"Explicitly states he will pass school choice legislation — expanding voucher eligibility so parents can choose the school that best fits their child.","https://www.griffinforvirginia.com/issues","https://ballotpedia.org/Tim_Griffin_(Virginia)",
Timothy P. Griffin,voting-rights,4,"States he will save the election system by strengthening in-person voting and photo ID requirements — aligns with photo ID mandate and removing inactive registrations.","https://www.griffinforvirginia.com/issues","https://ballotpedia.org/Tim_Griffin_(Virginia)",
Katrina E. Callsen,abortion,2,"Ballotpedia 2023 survey: explicit priorities include codifying reproductive rights in the state Constitution and increasing access to reproductive health care — keep abortion legal and accessible through second trimester.","https://ballotpedia.org/Katrina_Callsen",,
Katrina E. Callsen,school-vouchers,1,"Ballotpedia 2023 survey: explicitly lists Fund Our Public Schools as top campaign priority and calls for fully funding public schools — eliminating vouchers that divert taxpayer money.","https://ballotpedia.org/Katrina_Callsen",,
Amy J. Laufer,abortion,2,"Ballotpedia 2019 survey: states she is deeply concerned about preserving women's reproductive rights in Virginia — keep abortion legal and accessible.","https://ballotpedia.org/Amy_Laufer",,
Amy J. Laufer,climate-change,3,"Ballotpedia 2019 survey: advocates for investing in renewable energy infrastructure to protect the environment and stimulate economic growth by creating new jobs — invest in clean energy while gradually reducing fossil fuel reliance, not declaring emergency.","https://ballotpedia.org/Amy_Laufer",,
Amy J. Laufer,healthcare,2,"Ballotpedia 2019 survey: states everyone needs access to affordable healthcare and is invested in ensuring protections for people with pre-existing conditions — make sure everyone has affordable coverage through public programs and regulated private insurance.","https://ballotpedia.org/Amy_Laufer",,
Terry L. Austin,abortion,4,"Ballotpedia survey: describes himself as proudly pro-life and states he will support additional efforts to protect the unborn — restrict to serious threats to the mother's life.","https://ballotpedia.org/Terry_Austin",,
Terry L. Austin,taxes,4,"Ballotpedia survey: campaign theme explicitly listed as Keeping Taxes Low with commitment to reduce taxes and spending — cut taxes for everyone.","https://ballotpedia.org/Terry_Austin",,
Terry L. Austin,religious-freedom,4,"Ballotpedia survey: states he supports laws that protect every Virginian's right to openly proclaim and practice their faith — protect religious freedom and allow faith-based exemptions.","https://ballotpedia.org/Terry_Austin",,
Sam Rasoul,climate-change,1,"Ballotpedia 2021 LG campaign website: explicitly calls to declare a climate crisis in Virginia and enact a Green New Deal to get Virginia to 100% clean energy by 2036 — declare climate emergency and ban activities increasing carbon emissions.","https://ballotpedia.org/Sam_Rasoul",,
Sam Rasoul,fossil-fuels,1,"Ballotpedia 2021 LG campaign website: explicitly calls to establish a moratorium on new fossil fuel projects — immediately ban all new fossil fuel drilling and extraction.","https://ballotpedia.org/Sam_Rasoul",,
Sam Rasoul,abortion,2,"Ballotpedia: endorsed by Planned Parenthood Advocates of Virginia in 2023; 2021 campaign described fighting for a woman's right to choose — keep abortion legal and accessible.","https://ballotpedia.org/Sam_Rasoul",,
Sam Rasoul,same-sex-marriage,1,"Ballotpedia 2021 campaign: supported removing the constitutional amendment that banned same-sex marriage in Virginia — require all states to recognize same-sex marriages with full protections.","https://ballotpedia.org/Sam_Rasoul",,
Sam Rasoul,civil-rights,2,"Ballotpedia 2021 campaign: states too many people still face discrimination and that Virginia must take every opportunity to stand up and fight for equality — strengthen civil rights enforcement and address systemic discrimination.","https://ballotpedia.org/Sam_Rasoul",,
Sam Rasoul,voting-rights,2,"Ballotpedia 2021 campaign: explicitly called for going farther than restoring felon voting rights upon release to ensure the ability to vote is never taken away plus ideas to make voting more accessible — expand early voting and mail-in access.","https://ballotpedia.org/Sam_Rasoul",,
Sam Rasoul,healthcare,2,"Ballotpedia 2021 LG campaign website: calls for high-quality affordable healthcare for every Virginian as a basic right and lowering prescription drug costs through public programs and regulated insurance — make sure everyone has affordable coverage through mix of public programs and regulated private insurance.","https://ballotpedia.org/Sam_Rasoul",,
