full_name,politician_id,topic_key,topic_id,value,reasoning,source_url_1,source_url_2,source_url_3
Andy Barr,d6d297f5-5319-4be1-b938-6bcce63368e7,abortion,af2fdfd6-02c4-49df-b09c-cf8536f4773f,5,"Barr identifies as strongly pro-life and has co-sponsored the Life at Conception Act seeking 14th Amendment protections from fertilization. He voted for the Pain-Capable Unborn Child Protection Act (20-week ban) and co-sponsored the Born-Alive Abortion Survivors Protection Act. He opposes all federal funding for abortion services.",https://www.ontheissues.org/House/Andy_Barr_Abortion.htm,https://en.wikipedia.org/wiki/Andy_Barr_(politician),
Andy Barr,d6d297f5-5319-4be1-b938-6bcce63368e7,healthcare,e8dad4a8-eb93-4931-91f5-d8fb5d7dd529,5,"Barr has called the ACA a '2,700-page job destroyer' and has consistently voted for full repeal. He signed the Contract from America pledging to 'defund, repeal and replace government-run health care' with market-based alternatives including tax credits for private insurance. He opposes any government-run or public option healthcare system.",https://www.ontheissues.org/House/Andy_Barr_Health_Care.htm,https://en.wikipedia.org/wiki/Andy_Barr_(politician),
Andy Barr,d6d297f5-5319-4be1-b938-6bcce63368e7,taxes,f7e5678d-dadd-4556-a2fc-446e24642ceb,4.5,"Barr voted for the 2017 Tax Cuts and Jobs Act and strongly opposes higher taxes on wealthy individuals. He supports a single-rate (flat) tax system, capital gains reductions, and complete repeal of the death tax 'with no expiration.' He signed the Contract from America backing constitutional limits on tax increases requiring a two-thirds majority.",https://www.ontheissues.org/Andy_Barr.htm,https://www.ontheissues.org/House/Andy_Barr_Budget_+_Economy.htm,https://en.wikipedia.org/wiki/Andy_Barr_(politician)
Andy Barr,d6d297f5-5319-4be1-b938-6bcce63368e7,social-security,87d20824-a6e9-407b-983c-65440084a0ab,5,"Barr received a 0% rating from the Alliance for Retired Americans, indicating a pro-privatization stance on Social Security. He has supported prioritizing debt payments over Social Security in debt ceiling crises and has generally backed market-based reform over preserving the current guaranteed-benefit structure.",https://www.ontheissues.org/Andy_Barr.htm,https://www.ontheissues.org/House/Andy_Barr_Social_Security.htm,
Andy Barr,d6d297f5-5319-4be1-b938-6bcce63368e7,medicare/aid,cab61e8a-64fe-4bbd-bc08-fe9914d0091b,4.5,"Barr's consistent support for full ACA repeal and market-based healthcare, combined with his 0% ARA rating indicating opposition to protecting entitlement programs, signals strong support for reducing Medicare and Medicaid. His overall budget philosophy demands spending caps and opposes expanding government health programs.",https://www.ontheissues.org/House/Andy_Barr_Health_Care.htm,https://www.ontheissues.org/Andy_Barr.htm,
Andy Barr,d6d297f5-5319-4be1-b938-6bcce63368e7,climate-change,f1e44d66-5d27-4b51-b54f-b7ace86f6a3c,5,"Barr disputes the scientific consensus on climate change, arguing 'Some say the science is settled. That's not true,' and signed the No Climate Tax Pledge. He opposes carbon tax implementation and invited backlash over the Green New Deal's coal impacts. His record reflects rejection of climate policy in favor of economic growth.",https://en.wikipedia.org/wiki/Andy_Barr_(politician),https://www.ontheissues.org/Andy_Barr.htm,
Andy Barr,d6d297f5-5319-4be1-b938-6bcce63368e7,fossil-fuels,a22215c3-6693-4bc2-b248-01aebba14570,5,"Barr strongly supports coal production and offshore drilling, signing the No Climate Tax Pledge and opposing any restrictions on fossil fuel extraction. He withdrew an Alexandria Ocasio-Cortez invitation over concerns about the Green New Deal's impact on coal mining. His OTI profile documents strong opposition to green energy prioritization.",https://www.ontheissues.org/Andy_Barr.htm,https://en.wikipedia.org/wiki/Andy_Barr_(politician),
Andy Barr,d6d297f5-5319-4be1-b938-6bcce63368e7,same-sex-marriage,c5ab4eab-702f-49b8-9277-8ea53f3835c6,5,"Barr opposes same-sex marriage and backs a constitutional amendment to prohibit it, as documented in his Christian Coalition Voter Guide response. He signed the First Amendment Defense Act allowing faith-based opposition to same-sex unions and opposed the 2015 Supreme Court ruling legalizing same-sex marriage nationwide. He received a zero score from the Human Rights Campaign in the 114th Congress.",https://www.ontheissues.org/House/Andy_Barr_Civil_Rights.htm,https://en.wikipedia.org/wiki/Andy_Barr_(politician),
Andy Barr,d6d297f5-5319-4be1-b938-6bcce63368e7,religious-freedom,6b9ba6d9-1001-43f5-b073-4d37130696fd,5,"Barr signed the First Amendment Defense Act protecting faith-based opposition to same-sex marriage and has consistently prioritized religious liberty over anti-discrimination protections. He opposes requiring religious groups to cover contraception or abortion in insurance and voted against barring federal contractors from discriminating based on sexual orientation.",https://www.ontheissues.org/House/Andy_Barr_Civil_Rights.htm,https://www.ontheissues.org/Andy_Barr.htm,
Andy Barr,d6d297f5-5319-4be1-b938-6bcce63368e7,immigration,4e2c69ce-591e-4197-9cd5-7aceff79d390,4.5,"Barr supports stricter border security and introduced a constitutional amendment to end birthright citizenship for children of undocumented immigrants. He has opposed pathways to citizenship and voted to prohibit DACA recipients from military service. While he co-sponsored the Fairness for High-Skilled Immigrants Act to increase employment visa caps, his overall record favors significant immigration restriction.",https://www.ontheissues.org/House/Andy_Barr_Immigration.htm,https://en.wikipedia.org/wiki/Andy_Barr_(politician),
Andy Barr,d6d297f5-5319-4be1-b938-6bcce63368e7,deportation,44905f3b-e105-4f6c-afc7-5d223813dbac,4.5,"Barr co-sponsored the Deport Convicted Foreign Criminals Act, requiring quarterly congressional reports on uncooperative countries and mandating visa denials. He voted to prohibit DACA recipients from military service and has consistently opposed legal protections for undocumented immigrants, favoring enforcement-first approaches.",https://www.ontheissues.org/House/Andy_Barr_Immigration.htm,https://en.wikipedia.org/wiki/Andy_Barr_(politician),
Andy Barr,d6d297f5-5319-4be1-b938-6bcce63368e7,civil-rights,0bc588c6-39e1-4084-b5de-cac909b8b762,5,"Barr received a zero score from the Human Rights Campaign and voted against the Maloney Amendment barring federal contractors from discriminating based on sexual orientation or gender identity. He opposes affirmative action-style policies and has prioritized religious freedom over anti-discrimination protections, with the ACLU comparing his stance to '1960s racism.'",https://www.ontheissues.org/House/Andy_Barr_Civil_Rights.htm,https://en.wikipedia.org/wiki/Andy_Barr_(politician),
Andy Barr,d6d297f5-5319-4be1-b938-6bcce63368e7,voting-rights,d1792200-1d3b-4955-a0b7-0e6980d7a7b2,4.5,"Barr voted against the For the People Act of 2019, opposing provisions for Election Day as a federal holiday and same-day voter registration, citing fraud concerns aligned with Heritage Foundation arguments. His government reform positions emphasize constitutional accountability over expanding voter access.",https://www.ontheissues.org/House/Andy_Barr_Government_Reform.htm,,
Andy Barr,d6d297f5-5319-4be1-b938-6bcce63368e7,school-vouchers,00b95a6a-75db-4521-b523-3326bba938de,4.5,"Barr voted to reauthorize the SOAR Act funding private school vouchers in D.C. and voted for the A-PLUS Amendment allowing states to redirect federal education funds to any lawful educational purpose, including private schooling. He supports these as ways to 'break the link of low-income and low-quality schools' through choice.",https://www.ontheissues.org/House/Andy_Barr_Education.htm,,
Andy Barr,d6d297f5-5319-4be1-b938-6bcce63368e7,tariffs,683c8084-2281-4920-a07c-18439b2dd413,3.5,"Barr co-sponsored the Sugar Reform Act establishing import tariffs and marketing allotments to protect domestic sugar producers, reflecting selective protectionism for specific industries. The OnTheIssues profile notes he 'opposes expansion' of free trade and 'sponsored sugar quotas and import tariffs,' suggesting a mixed approach rather than blanket free trade or blanket protectionism.",https://www.ontheissues.org/House/Andy_Barr_Free_Trade.htm,https://www.ontheissues.org/Andy_Barr.htm,
Andy Barr,d6d297f5-5319-4be1-b938-6bcce63368e7,trans-athletes,d1618b9c-0b9e-45af-b986-bb33d270b8e4,5,"Barr's zero HRC score, consistent opposition to LGBTQ anti-discrimination protections, and strong alignment with social conservative positions indicate strong opposition to allowing transgender athletes to compete according to their gender identity. He has supported legislation prioritizing biological sex classifications in federal contexts.",https://en.wikipedia.org/wiki/Andy_Barr_(politician),https://www.ontheissues.org/House/Andy_Barr_Civil_Rights.htm,
Andy Barr,d6d297f5-5319-4be1-b938-6bcce63368e7,campaign-finance,92730f69-ae57-401c-8ad1-2d07834a895d,4,"Barr signed the Contract from America opposing earmarks and supporting fiscal discipline, and his general record aligns with reducing campaign finance restrictions. He has not supported major disclosure or contribution limit legislation and his philosophy favors less government regulation of political speech and spending.",https://www.ontheissues.org/House/Andy_Barr_Government_Reform.htm,https://www.ontheissues.org/Andy_Barr.htm,
Andy Barr,d6d297f5-5319-4be1-b938-6bcce63368e7,ukraine-support,24e9212c-b011-422a-865c-093e35050901,3,"Barr has not taken a notably hawkish or isolationist public position on Ukraine aid. As a House Financial Services Committee member focused on domestic fiscal discipline, he has expressed concern about foreign spending, but his specific Ukraine voting record is not prominently documented in available sources.",https://en.wikipedia.org/wiki/Andy_Barr_(politician),,
Andy Barr,d6d297f5-5319-4be1-b938-6bcce63368e7,misinformation,ddd65d64-9dc7-4208-a30f-59f4b9c0653d,4.5,"Barr voted YES on CISPA in 2013 favoring private-government cybersecurity data sharing, and his broader record strongly emphasizes free speech and opposition to government regulation of online content. His conservative alignment suggests strong opposition to government content moderation mandates.",https://www.ontheissues.org/House/Andy_Barr_Technology.htm,,
Andy Barr,d6d297f5-5319-4be1-b938-6bcce63368e7,redistricting,48cc9585-ec22-4f53-8d42-6839828dd36f,4.5,"Barr voted against the For the People Act of 2019, which included provisions for independent nonpartisan redistricting commissions. His government reform positions emphasize state legislative control and oppose federally mandated redistricting reform, aligning with allowing the controlling party to draw maps.",https://www.ontheissues.org/House/Andy_Barr_Government_Reform.htm,,
