state,cd,geo_id,incumbent_name,incumbent_pid,incumbent_external_id,incumbent_is_active,incumbent_stance_count,incumbent_top_up_tier
GA,1,1301,"Earl L. ""Buddy"" Carter",4bf58192-5208-4c5f-93f1-ac0a7e6b162d,-13001,true,15,partial
GA,2,1302,"Sanford D. Bishop, Jr.",a172a95a-b866-4ece-a7e2-47487c5ec471,-13002,true,18,partial
GA,3,1303,Brian Jack,eabb384b-b541-4232-978a-fbb7fcad9290,-13003,true,8,partial
GA,4,1304,"Henry C. ""Hank"" Johnson, Jr.",135f4a8f-6e03-453f-a5b2-9a3b338f26c3,-13004,true,18,partial
GA,5,1305,Nikema Williams,acb046eb-1db6-44bf-a50b-32d16df15057,-13005,true,18,partial
GA,6,1306,Lucy McBath,66e69f62-7694-4e9a-89cf-8b699add8e1f,-13006,true,17,partial
GA,7,1307,Richard McCormick,b295210e-a45d-4a80-8001-47cdc522a3e5,-13007,true,12,partial
GA,8,1308,Austin Scott,247e657a-8c30-4194-8702-81adce0beea4,-13008,true,15,partial
GA,9,1309,Andrew S. Clyde,94d6a044-7a03-400d-8092-00aac9859c9b,-13009,true,15,partial
GA,10,1310,Mike Collins,b6542655-fc71-4b18-a022-6528522cdcae,-13010,true,13,partial
GA,11,1311,Barry Loudermilk,7f0bb866-57f4-45de-88ae-5c9977f086bd,-13011,true,14,partial
GA,12,1312,Rick W. Allen,3de9e882-a816-42fc-ae70-aa93098c5d02,-13012,true,16,partial
GA,13,1313,VACANT,,,,0,vacant
GA,14,1314,Clay Fuller,8c4ce29b-84ae-445b-9531-9fdaceb5d420,-13014,true,1,partial
IL,1,1701,Jonathan L. Jackson,66da3b64-3dab-4f79-950a-475acc006dc8,-17001,true,22,partial
IL,2,1702,Robin L. Kelly,9d9ce75d-b1ba-4051-a87e-e84c1619be8a,-17002,true,17,partial
IL,3,1703,Delia C. Ramirez,f74970a7-a63c-43e2-8033-d04b7f2bd64d,-17003,true,12,partial
IL,4,1704,"Jesús G. ""Chuy"" García",2bc2ecee-9c21-47cd-ae0f-d712b1fa8b3e,-17004,true,16,partial
IL,5,1705,Mike Quigley,05e88b53-b6f4-4c5d-bcd2-f6b7b20f98d6,-17005,true,18,partial
IL,6,1706,Sean Casten,05cf439f-3932-4398-b97b-4fd9a7506934,-17006,true,17,partial
IL,7,1707,Danny K. Davis,0e65d006-9ede-4d90-b13b-23874d67b674,-17007,true,18,partial
IL,8,1708,Raja Krishnamoorthi,ee1a8680-16cf-40ee-bbee-09670cb296cc,-17008,true,19,partial
IL,9,1709,Janice D. Schakowsky,4fbdecd3-3161-49da-a610-9b9312e72507,-17009,true,18,partial
IL,10,1710,Bradley Scott Schneider,ecdb6fda-81cd-48bd-9403-a03a82f3ebad,-17010,true,17,partial
IL,11,1711,Bill Foster,f45dfff4-2279-4d59-b682-160bb402b37b,-17011,true,16,partial
IL,12,1712,Mike Bost,01c4093a-db5a-4f92-9caa-b54c1e44c63a,-17012,true,16,partial
IL,13,1713,Nikki Budzinski,6192aa12-077f-42a8-a4cc-fcdf5d56355f,-17013,true,10,partial
IL,14,1714,Lauren Underwood,4774c04d-23cd-4e0f-91d2-e294864f0dbb,-17014,true,14,partial
IL,15,1715,Mary E. Miller,73816ba4-4235-400c-a0a1-00c67b762687,-17015,true,17,partial
IL,16,1716,Darin LaHood,f0d27c86-02f3-4014-9162-e4e940f2afdd,-17016,true,15,partial
IL,17,1717,Eric Sorensen,a87adee0-ca19-4e02-b734-e6a91ca34245,-17017,true,8,partial
MI,1,2601,Jack Bergman,98c51f29-fa5d-4368-8330-cb2420746f45,-26001,true,11,partial
MI,2,2602,John R. Moolenaar,55432c1f-2d1c-4848-8515-066bd1d3521a,-26002,true,16,partial
MI,3,2603,Hillary J. Scholten,80b0b2ee-5ccb-4ee1-a7fa-58e253bb6daf,-26003,true,14,partial
MI,4,2604,Bill Huizenga,7f190fe5-c3d3-43a4-bda4-5873123cd07d,-26004,true,16,partial
MI,5,2605,Tim Walberg,30c32663-db0f-4ada-b85f-eaeed3766511,-26005,true,18,partial
MI,6,2606,Debbie Dingell,91d28127-8183-4b67-a1fb-dc8a150f6199,-26006,true,19,partial
MI,7,2607,Tom Barrett,68cb7b25-384b-4c56-9730-d661996060d7,-26007,true,12,partial
MI,8,2608,Kristen McDonald Rivet,7d800c44-7a73-440e-8023-14f93fde06c0,-26008,true,14,partial
MI,9,2609,Lisa C. McClain,e04094d1-247c-40c8-8829-c7cb8654d0ed,-26009,true,16,partial
MI,10,2610,John James,1c1f6614-fb03-4aa8-879b-2470a1dcd59f,-26010,true,12,partial
MI,11,2611,Haley M. Stevens,5b642054-504c-46c8-a68b-324e7b593587,-26011,true,18,partial
MI,12,2612,Rashida Tlaib,aa1d94a3-6336-405d-89da-c43146cf0421,-26012,true,16,partial
MI,13,2613,Shri Thanedar,32d35023-d9b4-4035-a73f-63433dbc9910,-26013,true,17,partial
NJ,1,3401,Donald Norcross,b74a616d-9c47-4328-8c25-b1a3dc0a4f9d,-34001,true,17,partial
NJ,2,3402,Jefferson Van Drew,ac328544-b0d7-4714-8487-e2467f9713e8,-34002,true,16,partial
NJ,3,3403,"Herbert C. Conaway, Jr.",f0235587-d1e8-412d-970c-16b50b2b185f,-34003,true,9,partial
NJ,4,3404,Christopher H. Smith,99022a78-79ea-417c-8a7c-0bc5f773e329,-34004,true,15,partial
NJ,5,3405,Josh Gottheimer,c4251d10-6fba-4a5a-b8a9-f4b2f4634f0d,-34005,true,17,partial
NJ,6,3406,"Frank Pallone, Jr.",332de859-029c-43ff-baa7-0113ad436d0f,-34006,true,23,partial
NJ,7,3407,"Thomas H. Kean, Jr.",1bc949f5-0696-481c-979b-64cfd494983a,-34007,true,10,partial
NJ,8,3408,Robert Menendez,fc7a00d6-c552-4627-87f7-b0fc5cfe486c,-34008,true,11,partial
NJ,9,3409,Nellie Pou,149d987d-78f6-4547-92d4-19b103a62f5e,-34009,true,9,partial
NJ,10,3410,LaMonica McIver,c8cd097f-ce28-40b1-8236-18bc111ad868,-34010,true,6,partial
NJ,11,3411,Analilia Mejia,93874414-6d14-4c12-87b2-d254b3855570,-34011,true,7,partial
NJ,12,3412,Bonnie Watson Coleman,a75a3e6e-31ff-4870-8aea-501e41326fd1,-34012,true,18,partial
NC,1,3701,Donald G. Davis,f38f8dde-2073-4a22-a577-2a96ea9c15c3,-37001,true,8,partial
NC,2,3702,Deborah K. Ross,291f71df-c5c2-4f0a-b6be-d762d7aec9dd,-37002,true,20,partial
NC,3,3703,Gregory F. Murphy,6c2a7eee-dd04-4844-801d-5acddc4facba,-37003,true,10,partial
