full_name,politician_id,topic_key,value,reasoning
Keven J. Stratton,80ec24cb-49d4-48a4-bc01-58d33caf15d7,abortion,4,"Stratton cosponsored and voted YES on HB467 (2023), which banned abortion clinics, required abortions be performed in hospitals, and removed rape/incest exceptions after 18 weeks. He also floor-sponsored SB0234 (2016) requiring fetal anesthesia for abortions at 20+ weeks, citing fetal pain evidence and the need to 'create a safe harbor for a fetus 20 weeks and older.' These actions reflect a highly restrictive approach allowing abortion only in narrow circumstances — best matches stance 4 (restrict abortion to only cases involving rape, incest, or serious threats to the mother's life)."
Keven J. Stratton,80ec24cb-49d4-48a4-bc01-58d33caf15d7,same-sex-marriage,5,"Stratton was among 80 Utah state legislators who signed an amicus brief in Herbert v. Kitchen urging the Supreme Court to uphold Utah's same-sex marriage ban, arguing that recognizing same-sex marriages would logically extend to polygamous and incestuous unions. This represents the strongest possible opposition to same-sex marriage recognition — best matches stance 5 (make same-sex marriage illegal and define marriage as only between one man and one woman)."
Keven J. Stratton,80ec24cb-49d4-48a4-bc01-58d33caf15d7,religious-freedom,5,"Stratton has sponsored an extensive series of religious liberty bills: SB174 (2026, allowing healthcare providers to refuse treatment based on religious/conscience beliefs), HCR15 (2025 resolution supporting religious expression in public spaces), SB0259 (State Holy Days), SB193 (Good Friday state holiday), and HB390 (2025, protecting religious student organizations' autonomy on campuses). He stated 'Religious liberty is the taproot of all our freedoms.' — best matches stance 5 (strongly protect religious freedom and allow religious organizations complete autonomy in their operations)."
Keven J. Stratton,80ec24cb-49d4-48a4-bc01-58d33caf15d7,trans-athletes,4,"Per the Freedom Index voting record, Stratton voted YES on SB16 in January 2023, which banned gender-affirming care (surgeries and hormone treatments) for transgender minors. As a member of the Utah House in 2022, he was among the Republican majority (56-18) that voted to override Governor Cox's veto of HB11, the transgender athlete sports ban. These votes indicate he supports restricting trans athletes to competing on teams matching their biological sex — best matches stance 4 (require transgender athletes to compete only on teams matching their biological sex assigned at birth)."
Keven J. Stratton,80ec24cb-49d4-48a4-bc01-58d33caf15d7,medicare/aid,4,"Stratton voted NO on SB217 (2023), which would have provided CHIP healthcare benefits for children regardless of citizenship status. His SB0288 (2026) added quality performance measures to Medicaid providers without expanding coverage. He voted NO on HB100 (2025, expanded free school meals) and has consistently supported limited government spending on social programs. — best matches stance 4 (partially privatize Medicare and reduce Medicaid coverage)."
Keven J. Stratton,80ec24cb-49d4-48a4-bc01-58d33caf15d7,fossil-fuels,4,"Stratton chaired the Utah House Natural Resources Committee and sponsored HCR1 (2022) on climate via natural carbon sequestration — a strategy that preserves ongoing fossil fuel use rather than restricting extraction. He questioned federal mandates for 'rapid transformation from our current independent and reliable energy and transportation infrastructure to an energy and power infrastructure solely or primarily based on wind, solar and battery storage.' He has also sponsored legislation protecting state management of public lands rich in energy resources. — best matches stance 4 (expand fossil fuel drilling permits)."
Keven J. Stratton,80ec24cb-49d4-48a4-bc01-58d33caf15d7,voting-rights,4,"Stratton voted YES on HB300 (2025), which phases out automatic vote-by-mail by 2029 and requires voter ID (last four digits of government ID) on mail ballot return envelopes. He also voted YES on HB290 (2024) to ban ranked choice voting in municipalities, and YES on HB313 (2022 election security measures). His voting record consistently supports stricter voter identification and limits on mail-in voting — best matches stance 4 (require photo ID for voting and regularly update voter rolls to remove inactive registrations)."
Keven J. Stratton,80ec24cb-49d4-48a4-bc01-58d33caf15d7,climate-change,4,"Stratton sponsored HCR1 (2022), a carbon sequestration resolution that passed unanimously, which frames climate policy through natural land management rather than restricting fossil fuels or mandating clean energy transitions. He explicitly questioned federal mandates for rapid energy transition and advocated for 'transition to the energy sources of the future more gradually, rationally, economically and responsibly.' His approach relies on market and natural processes rather than government mandates — best matches stance 4 (let market forces drive any transition to cleaner energy sources)."
Keven J. Stratton,80ec24cb-49d4-48a4-bc01-58d33caf15d7,civil-rights,4,"Stratton voted YES on HB303 (2024), which would have required teachers to be politically neutral and restricted curriculum content, though the bill ultimately failed. He was among 32 Utah Republicans who voted to keep extra-marital sex illegal in Utah, citing that 'What is legally [acceptable] is often far below what is morally right.' His legislative focus on religious exemptions over anti-discrimination protections and limited government approach suggests limiting civil rights enforcement to clear cases — best matches stance 4 (limit federal civil rights enforcement to clear cases of discrimination)."
Keven J. Stratton,80ec24cb-49d4-48a4-bc01-58d33caf15d7,school-vouchers,4,"Stratton has not directly sponsored school voucher legislation, but his pattern of supporting expanded school choice measures (including his sponsorship of digital citizenship in schools, religious student organizations, and free market education approaches) and his general limited-government philosophy aligns with expanding parental choice in education. His 76% Freedom Index score and consistent support for market-driven solutions in other domains provide contextual support — best matches stance 4 (expanding voucher eligibility to most families while maintaining baseline public school funding). Note: direct bill sponsorship evidence is limited; lean on contextual pattern."
