external_id,full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3,quote_text,quote_deidentified
-4005,Andy Biggs,abortion,5,"Biggs opposes all elective abortion and advocated including ""pre-born humans"" in the 14th Amendment (Dec 2017), sponsored a bill protecting infant survivors of abortion (Feb 2019), and called the 2022 overturning of Roe v. Wade ""a major victory for the unborn."" He supports abolishing the Senate filibuster specifically to pass anti-abortion legislation, indicating support for a federal ban.",https://www.ontheissues.org/House/Andy_Biggs.htm,https://en.wikipedia.org/wiki/Andy_Biggs,,"""a major victory for the unborn""","""a major victory for the unborn"""
-4005,Andy Biggs,healthcare,5,"Biggs voted to repeal the Affordable Care Act and opposed all four major COVID-19 relief packages as ""larded-up"" and ""bloated."" He sponsored the Right-to-Try bill (2018) to bypass FDA oversight, and his overall record reflects a strong preference for private market healthcare with no federal role.",https://www.ontheissues.org/House/Andy_Biggs.htm,https://en.wikipedia.org/wiki/Andy_Biggs,,"""larded-up""","""larded-up"""
-4005,Andy Biggs,immigration,5,"Biggs has a long record of opposing pathways to citizenship for undocumented immigrants, voting against the ALLIES Act to increase Afghan SIV visas (July 2021; bill passed 407-16), and supporting immigration bans from non-cooperating countries (Apr 2021). He is one of Congress's most restrictive voices on immigration, consistent with ending most legal immigration.",https://www.ontheissues.org/House/Andy_Biggs.htm,https://en.wikipedia.org/wiki/Andy_Biggs,,
-4005,Andy Biggs,deportation,5,"Biggs has called for protecting ""innocent US citizens from violent illegal immigrants"" (Nov 2016) and supports deporting all people without legal status. As a leader demanding maximum border enforcement, his record is consistent with immediate deportation of all undocumented immigrants regardless of tenure or family ties.",https://www.ontheissues.org/House/Andy_Biggs.htm,https://en.wikipedia.org/wiki/Andy_Biggs,,
-4005,Andy Biggs,taxes,5,"Biggs opposed tax increases even for budget balance (Nov 2016), voted for the Tax Cuts and Jobs Act of 2017 saying it would ""provide much-needed economic relief,"" and has consistently voted against COVID relief spending as too costly. He voted against the Fiscal Responsibility Act (2023) arguing spending cuts were insufficient, indicating a drastic-cut posture.",https://www.ontheissues.org/House/Andy_Biggs.htm,https://en.wikipedia.org/wiki/Andy_Biggs,,"""provide much-needed economic relief""","""provide much-needed economic relief"""
-4005,Andy Biggs,climate-change,5,"Biggs explicitly rejects climate science, stating ""I do not believe climate change is occurring. I do not think that humans have a significant impact on climate."" He submitted amendments to defund the National Climate Assessment (2018), urged withdrawal from the Paris Accords, and received an LCV lifetime score of 3% (0% in 2025).",https://en.wikipedia.org/wiki/Andy_Biggs,https://www.lcv.org/congressional-scorecard/moc/andy-biggs,,"""I do not believe climate change is occurring. I do not think that humans have a significant impact on climate.""","""I do not believe climate change is occurring. I do not think that humans have a significant impact on climate."""
-4005,Andy Biggs,fossil-fuels,5,"Biggs opposes greenhouse gas emission regulation (Nov 2016) and voted against rural renewable energy assistance (Sep 2020). His 3% LCV lifetime score and explicit rejection of climate science are consistent with removing environmental restrictions and maximizing fossil fuel extraction.",https://www.ontheissues.org/House/Andy_Biggs.htm,https://www.lcv.org/congressional-scorecard/moc/andy-biggs,,
-4005,Andy Biggs,same-sex-marriage,5,"Biggs served as a policy advisor to United Families International, which opposes same-sex marriage, and explicitly condemned the Supreme Court ruling in Obergefell v. Hodges legalizing same-sex marriage. He is rated below average by gay rights groups (Jan 2018) and scored -5 on the social scale by OnTheIssues.",https://www.ontheissues.org/House/Andy_Biggs.htm,https://en.wikipedia.org/wiki/Andy_Biggs,,
-4005,Andy Biggs,ukraine-support,5,"Biggs voted against providing approximately $14 billion in aid to Ukraine (2022), was one of 18 Republicans voting against Sweden's and Finland's NATO membership ratification (July 2022), and voted against a House Resolution condemning Russia's abduction of Ukrainian children (March 2024) — one of only nine members to do so.",https://en.wikipedia.org/wiki/Andy_Biggs,,,
-4005,Andy Biggs,medicare/aid,4,"Biggs voted to repeal the Affordable Care Act and has consistently opposed expanding federal health programs, including voting against all major COVID relief spending. No documented vote for full Medicare/Medicaid privatization or phase-out was found; his record best fits partially privatizing Medicare and reducing Medicaid coverage.",https://www.ontheissues.org/House/Andy_Biggs.htm,https://en.wikipedia.org/wiki/Andy_Biggs,,
-4005,Andy Biggs,social-security,4,"Biggs's fiscal record shows strong support for reducing entitlement spending — he voted against COVID relief as excessive and opposed the Fiscal Responsibility Act (2023) as insufficient on spending cuts. No direct privatization vote was documented; his record best fits gradually raising the retirement age and reducing benefits for higher earners.",https://www.ontheissues.org/House/Andy_Biggs.htm,https://en.wikipedia.org/wiki/Andy_Biggs,,
-4005,Andy Biggs,civil-rights,5,"Biggs voted against establishing Juneteenth as a federal holiday (June 2021, one of 14 House Republicans to do so) and voted against private lawsuits for school race discrimination (Sep 2020). He opposes race-based programs and is rated below average by civil rights groups, consistent with eliminating affirmative action and all race-based government programs.",https://www.ontheissues.org/House/Andy_Biggs.htm,https://en.wikipedia.org/wiki/Andy_Biggs,,
