cd,geo_id,race_id,full_name,party_from_field,decision,target_politician_id,assign_external_id,is_incumbent,source_url
1,1201,c2210a49-8e71-4f6e-a7b3-69806711166b,Douglas C. Chico,Republican,NEW,,-1210101,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Florida#District_1
1,1201,c2210a49-8e71-4f6e-a7b3-69806711166b,John Frankman,Republican,NEW,,-1210102,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Florida#District_1
1,1201,c2210a49-8e71-4f6e-a7b3-69806711166b,Jimmy Patronis,Republican,REUSE,2d222946-7125-4c9e-ab59-9ebab94f8301,-12001,true,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Florida#District_1
1,1201,c2210a49-8e71-4f6e-a7b3-69806711166b,Gay Valimont,Democratic,NEW,,-1210103,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Florida#District_1
1,1201,c2210a49-8e71-4f6e-a7b3-69806711166b,Tyler Davis,Independent,NEW,,-1210104,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Florida#District_1
2,1202,1e01584b-88b9-451f-92b4-c6f373a41451,Keith Gross,Republican,NEW,,-1210201,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Florida#District_2
2,1202,1e01584b-88b9-451f-92b4-c6f373a41451,Lee Jones,Republican,NEW,,-1210202,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Florida#District_2
2,1202,1e01584b-88b9-451f-92b4-c6f373a41451,Nick Lewis,Republican,NEW,,-1210203,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Florida#District_2
2,1202,1e01584b-88b9-451f-92b4-c6f373a41451,Luke Murphy,Republican,NEW,,-1210204,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Florida#District_2
2,1202,1e01584b-88b9-451f-92b4-c6f373a41451,Jim Norton,Republican,NEW,,-1210205,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Florida#District_2
2,1202,1e01584b-88b9-451f-92b4-c6f373a41451,Evan Power,Republican,NEW,,-1210206,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Florida#District_2
2,1202,1e01584b-88b9-451f-92b4-c6f373a41451,Austin Rogers,Republican,NEW,,-1210207,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Florida#District_2
2,1202,1e01584b-88b9-451f-92b4-c6f373a41451,Audie Rowell,Republican,NEW,,-1210208,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Florida#District_2
2,1202,1e01584b-88b9-451f-92b4-c6f373a41451,Yen Bailey,Democratic,NEW,,-1210209,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Florida#District_2
2,1202,1e01584b-88b9-451f-92b4-c6f373a41451,Brice Barnes,Democratic,NEW,,-1210210,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Florida#District_2
2,1202,1e01584b-88b9-451f-92b4-c6f373a41451,Amanda Green,Democratic,NEW,,-1210211,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Florida#District_2
2,1202,1e01584b-88b9-451f-92b4-c6f373a41451,Nic Zateslo,Democratic,NEW,,-1210212,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Florida#District_2
3,1203,d8e4de3f-23a2-40cf-8d32-46e183c5d6ac,Kat Cammack,Republican,REUSE,c45b3872-ec1d-4758-bf9d-f12a0a5c2a3f,-12003,true,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Florida#District_3
3,1203,d8e4de3f-23a2-40cf-8d32-46e183c5d6ac,Troy Albers,Democratic,NEW,,-1210301,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Florida#District_3
3,1203,d8e4de3f-23a2-40cf-8d32-46e183c5d6ac,Seth Harp,Democratic,NEW,,-1210302,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Florida#District_3
3,1203,d8e4de3f-23a2-40cf-8d32-46e183c5d6ac,George Hubac,Democratic,NEW,,-1210303,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Florida#District_3
3,1203,d8e4de3f-23a2-40cf-8d32-46e183c5d6ac,Tom Wells,Democratic,NEW,,-1210304,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Florida#District_3
3,1203,d8e4de3f-23a2-40cf-8d32-46e183c5d6ac,Mike Klein,Independent,NEW,,-1210305,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Florida#District_3
4,1204,6989cdb6-bcbf-44c3-ae55-71e9296014ba,Aaron Bean,Republican,REUSE,34042ebd-71f0-4a8c-abd8-7389da45b754,-12004,true,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Florida#District_4
4,1204,6989cdb6-bcbf-44c3-ae55-71e9296014ba,LaShonda L.J. Holloway,Democratic,NEW,,-1210401,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Florida#District_4
