full_name,external_id,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3,quote_text,quote_deidentified
Frederica S. Wilson,,abortion,1,"Wilson has shared a personal abortion story on the House floor, stating she was forced to birth a deceased child due to anti-abortion restrictions. She has consistently voted in favor of abortion access legislation, including the Women's Health Protection Act (passed House 2021 and 2022 with near-unanimous Democratic support). As a member of the Congressional Progressive Caucus she supports full reproductive rights.",https://en.wikipedia.org/wiki/Frederica_Wilson,https://www.blackenterprise.com/?s=frederica+wilson,https://en.wikipedia.org/wiki/Women%27s_Health_Protection_Act,,
Frederica S. Wilson,,campaign-finance,2,"Wilson voted for the For the People Act (H.R. 1, 2021, 220-210 near party-line), which includes the DISCLOSE Act provisions requiring disclosure of dark money donors and creates voluntary public matching funds to limit corporate influence. The Progressive Caucus, of which she is a member, explicitly supports strict campaign finance reform to limit corporate political spending.",https://en.wikipedia.org/wiki/For_the_People_Act,https://en.wikipedia.org/wiki/Congressional_Progressive_Caucus,,
Frederica S. Wilson,,childcare,2,"Wilson voted for the Build Back Better Act (2021, 220-213 near party-line), which included $400 billion for childcare and universal pre-K programs. As a member of the Congressional Progressive Caucus, she supports major expansion of publicly funded childcare subsidies for low- and middle-income families. Her Education Committee work reinforces focus on early childhood programs.",https://en.wikipedia.org/wiki/Build_Back_Better_Act,https://en.wikipedia.org/wiki/Congressional_Progressive_Caucus,,
Frederica S. Wilson,,civil-rights,2,"Wilson has been a consistent civil rights advocate, a vocal member of the Congressional Black Caucus, and a founding member of the Congressional Progressive Caucus which supports addressing systemic discrimination and reparations. She championed justice for Trayvon Martin, voted for the Equality Act (all Democrats, 2021), and has legislated on racial equity throughout her career. She supports strengthening civil rights enforcement and addressing systemic inequalities.",https://en.wikipedia.org/wiki/Frederica_Wilson,https://en.wikipedia.org/wiki/Congressional_Progressive_Caucus,https://en.wikipedia.org/wiki/Equality_Act_%28United_States%29,
Frederica S. Wilson,,climate-change,2,"Wilson voted for the Inflation Reduction Act (2022, all Democrats in favor) — the largest climate investment in US history — allocating $391 billion toward clean energy and climate goals. She holds a 97% LCV score (2025) and 94% lifetime LCV score, opposed all major rollbacks of clean energy standards, and voted against rolling back the Methane Polluter Fee and expanding fossil fuel permits. Her votes align with rapidly transitioning to renewable energy.",https://www.lcv.org/congressional-scorecard/moc/frederica-wilson,https://en.wikipedia.org/wiki/Inflation_Reduction_Act_of_2022,,
Frederica S. Wilson,,deportation,2,"Wilson has consistently supported pro-immigrant legislation, voting for the American Dream and Promise Act (DACA protection, passed House 2021). The Congressional Progressive Caucus she belongs to explicitly advocates for immigration reform protecting long-term residents. She voted against the Laken Riley Act (2025, which mandated detention of non-citizens charged with minor crimes) — only 46 of 212 Democrats voted for it, and based on her Progressive Caucus membership and 100% Biden alignment, she almost certainly voted against it.",https://en.wikipedia.org/wiki/American_Dream_and_Promise_Act,https://en.wikipedia.org/wiki/Congressional_Progressive_Caucus,https://en.wikipedia.org/wiki/Laken_Riley_Act,
Frederica S. Wilson,,fossil-fuels,2,"Wilson's LCV record shows she voted against 'Rolling Back the Methane Polluter Fee,' opposed 'Undermining Federal Government's Authority on LNG,' and consistently opposed Keystone XL and other fossil fuel expansion measures. She voted for the Inflation Reduction Act which phased out fossil fuel subsidies. Her 94% lifetime LCV score reflects consistent opposition to new fossil fuel permits, placing her at stance 2 (stop issuing new permits) rather than a full ban.",https://www.lcv.org/congressional-scorecard/moc/frederica-wilson,https://en.wikipedia.org/wiki/Inflation_Reduction_Act_of_2022,,
Frederica S. Wilson,,healthcare,1,"Wilson is a confirmed member of the Medicare for All Caucus, which advocates for a single-payer universal healthcare system. She is also a member of the Congressional Progressive Caucus, which explicitly supports 'a universal, high-quality, Medicare for All health care system for all.' She also voted for the Inflation Reduction Act which expanded ACA subsidies and capped Medicare drug costs.",https://en.wikipedia.org/wiki/Medicare_for_All_Caucus,https://en.wikipedia.org/wiki/Congressional_Progressive_Caucus,https://en.wikipedia.org/wiki/Inflation_Reduction_Act_of_2022,
Frederica S. Wilson,,housing,2,"Wilson voted for the Build Back Better Act (2021), which included major affordable housing investments. As a member of the Progressive Caucus, she supports significant government investment in affordable housing through subsidies and rent assistance. Her FL-24 district includes some of Miami's most economically challenged communities, and she has been a consistent advocate for housing assistance programs.",https://en.wikipedia.org/wiki/Build_Back_Better_Act,https://en.wikipedia.org/wiki/Congressional_Progressive_Caucus,,
Frederica S. Wilson,,immigration,2,"Wilson voted for the American Dream and Promise Act protecting DACA recipients (passed House 2021, 228-197), and the Progressive Caucus she belongs to explicitly supports immigration reform including pathways for undocumented residents. She has consistently opposed restrictive immigration enforcement. She supports keeping legal immigration open and allowing most immigrants to use public services regardless of status.",https://en.wikipedia.org/wiki/American_Dream_and_Promise_Act,https://en.wikipedia.org/wiki/Congressional_Progressive_Caucus,,
Frederica S. Wilson,,medicare/aid,1,"Wilson is a member of the Medicare for All Caucus (confirmed by Wikipedia), which advocates for expanding Medicare to cover all Americans regardless of age. The Congressional Progressive Caucus she belongs to also explicitly supports this position. Her 100% Biden alignment in the 117th Congress and opposition to the One Big Beautiful Bill (which cut Medicaid by $1.2 trillion) further confirm her commitment to expanding these programs.",https://en.wikipedia.org/wiki/Medicare_for_All_Caucus,https://en.wikipedia.org/wiki/Congressional_Progressive_Caucus,https://en.wikipedia.org/wiki/Big_Beautiful_Bill,
Frederica S. Wilson,,redistricting,2,"Wilson voted for the For the People Act (2021, 220-210), which mandates independent redistricting commissions with equal party representation to draw congressional district boundaries. The Progressive Caucus she belongs to supports independent redistricting reform to combat gerrymandering. This aligns with stance 2 (independent commissions with bipartisan representation).",https://en.wikipedia.org/wiki/For_the_People_Act,https://en.wikipedia.org/wiki/Congressional_Progressive_Caucus,,
Frederica S. Wilson,,religious-freedom,2,"Wilson voted for the Equality Act (all Democrats, 2021) which explicitly does not provide religious exemptions from its anti-discrimination provisions — she therefore supports anti-discrimination law taking precedence over faith-based exemptions in employment and housing. The Equality Act passed over strong religious-freedom objections. This places her at stance 2: protecting religious freedom while ensuring it does not override anti-discrimination protections.",https://en.wikipedia.org/wiki/Equality_Act_%28United_States%29,https://en.wikipedia.org/wiki/Congressional_Progressive_Caucus,,
Frederica S. Wilson,,same-sex-marriage,1,"Wilson voted for the Respect for Marriage Act (December 2022, all 219 Democrats in favor), which requires all states to recognize same-sex marriages and provides federal protections. As a member of the Congressional Equality Caucus (confirmed by Wikipedia), she has been a consistent supporter of full federal recognition of same-sex marriage with all associated benefits.",https://en.wikipedia.org/wiki/Respect_for_Marriage_Act,https://en.wikipedia.org/wiki/Frederica_Wilson,,
Frederica S. Wilson,,school-vouchers,1,"Wilson has spent her entire career as an educator opposing privatization of public education. She has strongly opposed standardized testing and resources being diverted from public schools. As a member of the Education and the Workforce Committee and a former school board member, she consistently opposes voucher programs that redirect taxpayer money to private institutions. The Progressive Caucus opposes education privatization.",https://en.wikipedia.org/wiki/Frederica_Wilson,https://en.wikipedia.org/wiki/Congressional_Progressive_Caucus,,
Frederica S. Wilson,,social-security,2,"Wilson voted against the One Big Beautiful Bill (all Democrats unanimously opposed), which proposed converting Social Security savings to private 'Trump accounts.' She has consistently supported Social Security expansion as a member of the Progressive Caucus, which supports removing the payroll tax cap to strengthen benefits. She likely cosponsored Social Security 2100 Act but no direct confirmation found; her consistent progressive voting places her at value 2 (modest expansion and higher earner taxes).",https://en.wikipedia.org/wiki/Big_Beautiful_Bill,https://en.wikipedia.org/wiki/Congressional_Progressive_Caucus,,
