state,cd,geo_id,incumbent_name,incumbent_pid,incumbent_external_id,incumbent_is_active,incumbent_stance_count,incumbent_top_up_tier
CA,1,0601,Doug LaMalfa,339de020-9105-4dfd-a34c-a591f88a7ca1,-6000301,true,0,zero
CA,2,0602,Jared Huffman,960e5acd-c847-4c8b-9a00-980483647849,-6000302,true,0,zero
CA,3,0603,Kevin Kiley,645a79be-ad06-461f-b2d6-3f811a0c48ee,-6000303,true,0,zero
CA,4,0604,Mike Thompson,4466bd8c-8dba-4f2e-9471-c06d8429a779,-6000304,true,0,zero
CA,5,0605,Tom McClintock,f7704cd1-eec4-40d8-b44f-429b4f9c8611,-6000305,true,0,zero
CA,6,0606,Ami Bera,0d635e23-f206-44fc-bac1-e309b932a081,-6000306,true,0,zero
CA,7,0607,Doris Matsui,5be0c642-33b3-4ea4-8bb1-2eb25df2b4ef,-6000307,true,0,zero
CA,8,0608,John Garamendi,28eeeb86-5ec1-48dd-86a7-9cf6d7771949,-6000308,true,0,zero
CA,9,0609,Josh Harder,3ab13c27-f66e-486f-b3d4-87ddb927c35f,-6000309,true,0,zero
CA,10,0610,Mark DeSaulnier,bc29096f-63ce-41f7-8d51-c4e6cfa87f8c,-6000310,true,0,zero
CA,11,0611,Nancy Pelosi,fc96107c-6e43-4329-9b70-310ba05b13e9,-6000311,true,0,zero
CA,12,0612,Lateefah Simon,39db6eee-ccf5-4901-90a0-1c2580731b0e,-6000312,true,0,zero
CA,13,0613,Adam Gray,1b473093-b86b-4b39-990b-19859d163080,-6000313,true,0,zero
CA,14,0614,Eric Swalwell,c98fd0a3-ea50-4659-967a-209ea5da6087,-6000314,true,0,zero
CA,15,0615,Kevin Mullin,9c880377-7e1f-4994-91b3-82d9cb15bbb4,-6000315,true,0,zero
CA,16,0616,Sam Liccardo,7ceb0371-baba-4d05-9204-2852cc91dee0,-6000316,true,0,zero
CA,17,0617,Ro Khanna,07255876-bbe6-4f6a-8c68-75939d9b5128,-6000317,true,0,zero
CA,18,0618,Zoe Lofgren,956281d7-e27e-43cc-84e9-244879ed5ecf,-6000318,true,0,zero
CA,19,0619,Jimmy Panetta,29a4c8f8-67a4-45a1-b4e8-ea708523cf3f,-6000319,true,0,zero
CA,20,0620,Vince Fong,e228243c-4d7c-4a61-87c9-2e3f7a9d6afd,-6000320,true,0,zero
CA,21,0621,Jim Costa,196e8502-0aab-49a8-a6a0-6626bf121f34,-6000321,true,0,zero
CA,22,0622,David Valadao,42bff283-c977-43f1-9d54-a06131dc5eac,-6000322,true,0,zero
CA,23,0623,Jay Obernolte,18db5d61-6bce-4f55-ad45-bed01f329548,-100013,true,29,done
CA,24,0624,Salud Carbajal,565438e0-04f1-4d2d-87cf-44df42ac1173,-6000324,true,0,zero
CA,25,0625,Raul Ruiz,5238b298-6004-4bcc-94c2-ee43a9c2999e,-6000325,true,0,zero
CA,26,0626,Julia Brownley,01147c2b-0f40-4255-b09e-b5a19a45fd31,-100015,true,20,partial
CA,27,0627,George Whitesides,c2f8656e-f73a-42ec-996e-87fceedf0389,-100017,true,21,partial
CA,28,0628,Judy Chu,d75dfa60-351b-4f0d-880a-45acf013c82a,-100019,true,21,partial
CA,29,0629,Luz Maria Rivas,a1fc524b-7c90-43c0-83a7-c76664293913,-100021,true,17,partial
CA,30,0630,Laura Friedman,e099da71-f9d9-445d-96d9-179952bd539c,-100023,true,21,partial
CA,31,0631,Gil Cisneros,be2943b7-f634-42f4-8ab8-15db8138169f,-100025,true,0,zero
CA,32,0632,Brad Sherman,96c77e2b-df35-4d56-a573-8bc0c15a142d,-100027,true,28,done
CA,33,0633,Pete Aguilar,822966a7-5f09-4151-ba43-630afbd676c2,-6000204,true,21,partial
CA,34,0634,Jimmy Gomez,99d93781-7c5f-492c-b959-ee502ca05c29,-100029,true,21,partial
CA,35,0635,Norma Torres,e4d5cd69-0a54-48d6-9d8c-11da8f091cb6,-100031,true,28,done
CA,36,0636,Ted W. Lieu,3a39c313-b994-447b-b3fd-592e4994769b,-100033,true,25,done
CA,37,0637,Sydney Kamlager-Dove,a2c6adc7-7689-49b9-964f-8f2aeb243a83,-100035,true,27,done
CA,38,0638,Linda T. Sanchez,bb73793e-ad67-431a-bb03-663b765204d8,-100037,true,28,done
CA,39,0639,Mark Takano,0af35a49-9908-474a-a3b6-f0f0ad1e85a0,-6000339,true,0,zero
CA,40,0640,Young Kim,504a0b06-6729-4fc5-93cd-7c43b1e153fe,-6000340,true,0,zero
CA,41,0641,Ken Calvert,97b8516d-37a6-46e5-8030-60ac927ced4f,-6000341,true,0,zero
CA,42,0642,Robert Garcia,28a5f098-7f90-4fa9-af7e-c034d49cb538,-100039,true,27,done
CA,43,0643,Maxine Waters,203ab943-324d-4478-9093-d827d5d9c7da,-100041,true,28,done
CA,44,0644,Nanette Diaz Baragán,5bd54ac0-c8b9-486c-844c-ecc4313e5de7,-100043,true,0,zero
CA,45,0645,Derek Tran,b7612f49-c914-4ea7-a6da-559d71f313c2,-100045,true,29,done
CA,46,0646,Lou Correa,c06165d2-008c-4fe3-93cd-e31fbd6e377f,-6000346,true,0,zero
CA,47,0647,Dave Min,59b9f70a-b67d-4ff9-a99a-829442300178,-6000347,true,0,zero
CA,48,0648,Darrell Issa,8347c5a7-36f9-4264-8ac5-40eab4790364,-6000348,true,0,zero
CA,49,0649,Mike Levin,821be1ee-ba55-4f47-9e5f-7a39f8514271,-6000349,true,0,zero
CA,50,0650,Scott Peters,3a9072fc-cb5c-4435-ad77-86562481830f,-6000350,true,0,zero
CA,51,0651,Sara Jacobs,51e4c723-299f-46a6-b1b2-f75386ee64f0,-6000351,true,0,zero
CA,52,0652,Juan Vargas,afa3cab9-4caf-4df3-a9ce-f739cc12b89d,-6000352,true,0,zero
FL,1,1201,Jimmy Patronis,2d222946-7125-4c9e-ab59-9ebab94f8301,-12001,true,6,partial
FL,2,1202,Neal P. Dunn,66dd6633-ef79-46d1-87b6-5b52203de64c,-12002,true,14,partial
FL,3,1203,Kat Cammack,c45b3872-ec1d-4758-bf9d-f12a0a5c2a3f,-12003,true,16,partial
FL,4,1204,Aaron Bean,34042ebd-71f0-4a8c-abd8-7389da45b754,-12004,true,14,partial
FL,5,1205,John H. Rutherford,8561df96-52fd-42de-b6ad-e15dfc748c52,-12005,true,13,partial
FL,6,1206,Randy Fine,a5a58bc3-e654-4a35-8418-84e1ba57506f,-12006,true,11,partial
FL,7,1207,Cory Mills,6862f5a4-4de8-41c8-ac4d-427cc3aa56de,-12007,true,7,partial
FL,8,1208,Mike Haridopolos,bdb92754-d3e8-4255-9c10-244ebea4380a,-12008,true,12,partial
FL,9,1209,Darren Soto,f0b782ce-1d2a-4c62-9773-c6a36b5ef291,-12009,true,17,partial
FL,10,1210,Maxwell Frost,eeeab0bd-ce73-4152-8e80-679d3d031ad7,-12010,true,9,partial
FL,11,1211,Daniel Webster,7119c7db-6909-4d05-8613-95d5dc9818de,-12011,true,15,partial
FL,12,1212,Gus M. Bilirakis,2ccd34d7-ca08-45d1-bfe0-f64c63349e18,-12012,true,18,partial
FL,13,1213,Anna Paulina Luna,ef7d314c-bc47-4ed6-954c-77eb3d53eb69,-12013,true,15,partial
FL,14,1214,Kathy Castor,12623f00-b182-4511-a5a1-c715113b96cc,-12014,true,19,partial
FL,15,1215,Laurel M. Lee,96cc507d-bb3a-4e25-ae6c-4b937f68f9f4,-12015,true,12,partial
FL,16,1216,Vern Buchanan,8ee77a4f-4653-45d4-ab9c-15061ff4ecbb,-12016,true,18,partial
FL,17,1217,W. Gregory Steube,9325e98f-db12-4214-bae0-9898e9438fac,-12017,true,18,partial
FL,18,1218,Scott Franklin,23f38835-0bf7-43c7-88fa-229004eb9c3d,-12018,true,9,partial
FL,19,1219,Byron Donalds,13972902-fa8a-4ebc-91f6-b451db77c7d1,-12019,true,16,partial
FL,20,1220,VACANT,,,,0,vacant
FL,21,1221,Brian J. Mast,1b776971-4c34-4453-ba38-6772f6783b1c,-12021,true,19,partial
FL,22,1222,Lois Frankel,b4040115-b3ea-4500-89cf-1ddaecafc94e,-12022,true,17,partial
FL,23,1223,Jared Moskowitz,1cb8827c-6ae0-4fcf-884c-94ad2246f15d,-12023,true,8,partial
FL,24,1224,Frederica S. Wilson,3fc35d7d-a121-4b5e-b243-b150daf6e628,-12024,true,20,partial
FL,25,1225,Debbie Wasserman Schultz,097623b0-3063-4943-a13c-89d213ca5829,-12025,true,19,partial
FL,26,1226,Mario Diaz-Balart,f529c1d6-7a48-4607-b3aa-a96bea7f0d26,-12026,true,17,partial
FL,27,1227,Maria Elvira Salazar,7fba1fee-9053-4a51-9f02-2f72997eafa6,-12027,true,12,partial
FL,28,1228,Carlos A. Gimenez,3030383b-2aaf-40fd-9dfb-8867d1d02f99,-12028,true,23,partial
NY,1,3601,Nick LaLota,4c5a2401-4b0c-4a48-9225-11c2ad768a12,-36001,true,10,partial
NY,2,3602,Andrew R. Garbarino,587df016-35d9-43af-b839-db4899c384fc,-36002,true,12,partial
NY,3,3603,Thomas R. Suozzi,a1c608d4-3feb-4bb0-b797-00453d08a0e8,-36003,true,15,partial
NY,4,3604,Laura Gillen,643cde96-6b12-4fce-a404-0191a5c7f9bd,-36004,true,10,partial
NY,5,3605,Gregory W. Meeks,b2f09c72-ceda-4942-a7db-9f0c5f229713,-36005,true,18,partial
NY,6,3606,Grace Meng,a49af796-7961-4b82-8327-989691880a39,-36006,true,18,partial
