external_id,full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3,quote_text,quote_deidentified
-34006,Frank Pallone Jr.,healthcare,2,"Pallone has a 100% rating from the American Public Health Association and has consistently championed ACA expansion, CHIP expansion, and Medicare drug price negotiation (Inflation Reduction Act, 2022). He supports a mix of expanded public programs and regulated private insurance, not single-payer; opposed every ACA repeal attempt and led energy & commerce committee efforts to protect coverage.",https://www.ontheissues.org/NJ/Frank_Pallone.htm,https://www.lcv.org/congressional-scorecard/members-of-congress/,,,
-34006,Frank Pallone Jr.,abortion,1,"Pallone holds a 100% NARAL rating and 0% rating from the National Right to Life Committee. He supports access to safe, legal abortion without restrictions. Has consistently voted against all abortion restrictions and opposed the Dobbs decision as an attack on fundamental rights.",https://www.ontheissues.org/NJ/Frank_Pallone.htm,,,,"access safe, legal abortion without restrictions","access safe, legal abortion without restrictions"
-34006,Frank Pallone Jr.,climate-change,2,"Pallone has a 97% lifetime League of Conservation Voters score and 100% in 2025. He has been endorsed by the Sierra Club, supported the Inflation Reduction Act climate provisions, opposed offshore oil drilling, and advocates strongly for transitioning to renewable energy and away from fossil fuels.",https://www.lcv.org/congressional-scorecard/members-of-congress/,https://www.ontheissues.org/NJ/Frank_Pallone.htm,,,
-34006,Frank Pallone Jr.,fossil-fuels,2,"With a 97% lifetime LCV score and consistent opposition to offshore oil and gas drilling, Pallone supports stopping new fossil fuel permits rather than maximizing extraction. He has repeatedly voted against expanding drilling and backed clean energy transition policies.",https://www.lcv.org/congressional-scorecard/members-of-congress/,https://www.ontheissues.org/NJ/Frank_Pallone.htm,,,
-34006,Frank Pallone Jr.,same-sex-marriage,1,"Pallone has a 100% Human Rights Campaign rating and is a member of the LGBTQ+ Equality Caucus. He voted against constitutional amendments restricting marriage to opposite-sex couples and has stated that Congress must promote ""the expansion of human rights, not fighting to limit its definition.""",https://www.ontheissues.org/NJ/Frank_Pallone.htm,https://en.wikipedia.org/wiki/Frank_Pallone,,"""Representatives in Congress must be promoting the expansion of human rights, not fighting to limit its definition to people that they deem to be appropriate""","Representatives in Congress must be promoting the expansion of human rights, not fighting to limit its definition to people that they deem to be appropriate"
-34006,Frank Pallone Jr.,civil-rights,2,"Pallone has a 97% NAACP rating, consistently supports anti-discrimination legislation and enforcement, and backs affirmative action policies. He strengthens existing civil rights enforcement and addresses systemic discrimination without taking a reparations stance.",https://www.ontheissues.org/NJ/Frank_Pallone.htm,,,
-34006,Frank Pallone Jr.,immigration,2,"Pallone received 0% ratings from restrictionist immigration groups (FAIR and USBC) and supports a pathway to citizenship for undocumented immigrants and DREAMers. He opposed border wall construction and supports keeping legal immigration open with public services accessible.",https://www.ontheissues.org/NJ/Frank_Pallone.htm,,,
-34006,Frank Pallone Jr.,taxes,1,"Pallone has a 100% rating from Citizens for Tax Justice, a 22% rating from the National Taxpayers Union (characterized as a ""Big Spender""), and consistently opposes tax cuts for the wealthy. He voted against making Bush-era tax cuts permanent and opposes reductions in estate taxes and capital gains taxes.",https://www.ontheissues.org/NJ/Frank_Pallone.htm,,,
-34006,Frank Pallone Jr.,social-security,2,"Pallone has a 100% rating from the Alliance for Retired Americans and strongly opposes privatization and private savings accounts for Social Security. He supports expanding benefits and opposes any cuts, while his positions align more with modest expansion funded by higher-earner taxes than removing the income cap entirely.",https://www.ontheissues.org/NJ/Frank_Pallone.htm,,,
-34006,Frank Pallone Jr.,medicare/aid,2,"Pallone strongly opposes Medicare privatization and Medicaid cuts, supported Medicare drug price negotiation in the Inflation Reduction Act (2022), and has fought to lower Medicare eligibility age. As Energy & Commerce Ranking Member, he has led opposition to Republican proposals to partially privatize Medicare and cut Medicaid.",https://www.ontheissues.org/NJ/Frank_Pallone.htm,https://en.wikipedia.org/wiki/Frank_Pallone,,,
-34006,Frank Pallone Jr.,school-vouchers,1,"Pallone has a 100% rating from the National Education Association and explicitly opposes school vouchers that divert taxpayer money to private or religious institutions. He supports full federal funding of public schools.",https://www.ontheissues.org/NJ/Frank_Pallone.htm,,,
-34006,Frank Pallone Jr.,ai-regulation,3,"As primary sponsor of the American Data Privacy and Protection Act (ADPPA, H.R. 8152, 117th Congress), Pallone championed algorithmic accountability requirements, transparency disclosures, and requirements for AI developers to disclose risks and be held liable for harms. The bill required safety disclosures and data minimization but stopped short of full government pre-approval of AI systems.",https://www.govinfo.gov/content/pkg/BILLS-117hr8152ih/html/BILLS-117hr8152ih.htm,https://en.wikipedia.org/wiki/Frank_Pallone,,,
-34006,Frank Pallone Jr.,campaign-finance,2,"Pallone supported the For the People Act (H.R. 1, 117th Congress) which included strict limits on corporate donations, dark money disclosure requirements, and public campaign financing. He has consistently advocated for restricting the influence of corporate money in politics.",https://www.govinfo.gov/content/pkg/BILLS-117hr1ih/html/BILLS-117hr1ih.htm,https://www.ontheissues.org/NJ/Frank_Pallone.htm,,,
-34006,Frank Pallone Jr.,redistricting,2,"Pallone supported the For the People Act (H.R. 1, 117th Congress), which established independent redistricting commissions with bipartisan representation to draw congressional maps. He has backed good-government reform against partisan gerrymandering.",https://www.govinfo.gov/content/pkg/BILLS-117hr1ih/html/BILLS-117hr1ih.htm,,,
-34006,Frank Pallone Jr.,voting-rights,2,"Pallone supported the For the People Act (H.R. 1, 117th Congress) which included automatic voter registration, expanded early voting, and mail-in voting available to all voters without an excuse. He has consistently backed legislation to expand ballot access.",https://www.govinfo.gov/content/pkg/BILLS-117hr1ih/html/BILLS-117hr1ih.htm,https://www.ontheissues.org/NJ/Frank_Pallone.htm,,,
-34006,Frank Pallone Jr.,religious-freedom,2,"With a 100% HRC rating and a 15% Christian Coalition rating, Pallone supports religious freedom while ensuring it does not override anti-discrimination protections. He opposes faith-based exemptions that would allow discrimination in employment and housing.",https://www.ontheissues.org/NJ/Frank_Pallone.htm,,,
-34006,Frank Pallone Jr.,deportation,2,"Pallone received 0% ratings from FAIR and USBC (restrictionist immigration groups) and consistently supports protecting long-term undocumented residents, DREAMers, and families. His record indicates support for deportation only in cases of serious violent crimes, not mass deportation of all undocumented individuals.",https://www.ontheissues.org/NJ/Frank_Pallone.htm,,,
-34006,Frank Pallone Jr.,ukraine-support,2,"Pallone is a long-serving mainstream Democrat who supported Ukraine aid packages during the 118th and 119th Congresses. His voting record reflects consistent support for continuing military and economic assistance to Ukraine at current levels.",https://en.wikipedia.org/wiki/Frank_Pallone,,,
-34006,Frank Pallone Jr.,tariffs,3,"Pallone voted against free trade agreements (CAFTA, US-Australia FTA, US-Singapore FTA) and sponsored legislation imposing sugar import tariffs to protect U.S. producers (June 2013). He supports tariffs against countries that manipulate currency. His 33% CATO rating reflects selective tariff use to protect key American industries rather than across-the-board free trade or across-the-board protectionism.",https://www.ontheissues.org/NJ/Frank_Pallone.htm,,,"""Impose tariffs against countries which manipulate currency""","Impose tariffs against countries which manipulate currency"
-34006,Frank Pallone Jr.,housing,3,"Pallone supports federal affordable housing assistance programs and tax incentives for affordable development, consistent with a targeted approach. He has not championed rent control nationally or universal public housing, but has supported first-time buyer programs and affordable housing tax credits in his district.",https://www.ontheissues.org/NJ/Frank_Pallone.htm,,,
-34006,Frank Pallone Jr.,childcare,2,"Pallone supported the Build Back Better Act (2021) which included significant childcare subsidies and universal pre-K funding, and the Child Care and Development Block Grant. His consistent support for expanding subsidies and provider grants to make childcare affordable aligns with a significant expansion stance.",https://www.ontheissues.org/NJ/Frank_Pallone.htm,,,
