external_id,full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3,quote_text,quote_deidentified
499453,Todd Rokita,abortion,5,"Rokita holds a 100% anti-abortion rating from the National Right to Life Committee and has stated he believes life begins at conception 'without exception.' As AG he launched a criminal investigation of Dr. Caitlin Bernard for performing an abortion on a 10-year-old rape victim, filed a complaint seeking sanctions before the Indiana Medical Licensing Board (November 2022), and sued IU Health for alleged privacy violations (September 2023). Indiana enacted a near-total abortion ban (SB 1) in August 2022, which Rokita defended.",https://en.wikipedia.org/wiki/Todd_Rokita,https://www.in.gov/attorneygeneral/,,,"she was an abortion activist acting as a doctor with a history of failing to report","she was an abortion activist acting as a doctor with a history of failing to report"
499453,Todd Rokita,healthcare,5,"As a U.S. Representative (2011-2019) Rokita called the ACA 'one of the most insidious laws ever created by man' (2013) and voted dozens of times to repeal it. He pledged during his 2020 AG campaign to support constitutional challenges to the ACA. His record reflects a preference for private markets over government-run healthcare.",https://en.wikipedia.org/wiki/Todd_Rokita,,,"""one of the most insidious laws ever created by man""","one of the most insidious laws ever created by man"
499453,Todd Rokita,immigration,5,"As a U.S. Representative Rokita introduced the SLAP Act (2017) proposing fines and jail time for officials who implement sanctuary city policies. He also supported Trump's 2017 executive order restricting entry of citizens from seven Muslim-majority countries. As AG he has pursued multistate coalitions against Biden immigration policies. His record reflects a stance of stopping most legal immigration and blocking services for those without legal status.",https://en.wikipedia.org/wiki/Todd_Rokita,,,
499453,Todd Rokita,deportation,5,"Rokita's introduction of the Stopping Lawless Actions of Politicians (SLAP) Act (2017) would impose criminal penalties on officials protecting undocumented immigrants from deportation. His support for the travel ban and opposition to sanctuary policies reflects a stance favoring aggressive deportation of all undocumented persons regardless of length of residence or family ties.",https://en.wikipedia.org/wiki/Todd_Rokita,,,
499453,Todd Rokita,climate-change,5,"Rokita has called the scientific consensus on human-caused climate change 'arrogant' (2013) and holds a 4% lifetime rating from the League of Conservation Voters. As AG he joined a multistate lawsuit against Biden's Executive Order 13990 on environmental protection and climate change. His record reflects rejection of climate change policies in favor of economic growth.",https://en.wikipedia.org/wiki/Todd_Rokita,,,
499453,Todd Rokita,fossil-fuels,5,"Rokita's 4% lifetime LCV rating and his joining a multistate lawsuit against Biden's Executive Order 13990—which addressed fossil fuel permitting and environmental protections—reflect opposition to restricting fossil fuel extraction. His stated rejection of climate change consensus supports maximizing fossil fuel production.",https://en.wikipedia.org/wiki/Todd_Rokita,,,
499453,Todd Rokita,taxes,4,"Rokita voted in favor of the Tax Cuts and Jobs Act of 2017, which reduced tax rates across income levels. His congressional record reflects consistent support for broad tax cuts, aligning with cutting taxes for everyone and scaling back public services, though he has not documented advocacy for a flat tax or the most extreme cuts.",https://en.wikipedia.org/wiki/Todd_Rokita,,,
499453,Todd Rokita,civil-rights,5,"As AG Rokita led a coalition of 20 Republican state AGs opposing the For the People Act (2021), a voting rights and election reform bill. He has opposed affirmative action and consistently opposed federal civil rights expansions. His 4% LCV rating and 100% NRLC rating indicate alignment with eliminating race-based government programs.",https://en.wikipedia.org/wiki/Todd_Rokita,,,
499453,Todd Rokita,voting-rights,4,"Rokita led a coalition of 20 Republican state AGs in opposing the For the People Act in 2021, arguing against federal expansion of voting access. He testified before the U.S. Senate Rules Committee opposing the bill and emphasizes election security and voter ID requirements, consistent with requiring photo ID and regularly updating voter rolls.",https://en.wikipedia.org/wiki/Todd_Rokita,,,"voting laws should be based on voters' perceptions, rather than any actual evidence of fraud","voting laws should be based on voters' perceptions, rather than any actual evidence of fraud"
499453,Todd Rokita,trans-athletes,4,"As AG Rokita joined a multistate coalition of state attorneys general in filing suit against the Biden administration's Title IX transgender athlete rule, which would have allowed transgender athletes to compete on teams matching their gender identity. Opposing this rule aligns with requiring transgender athletes to compete by their biological sex assigned at birth.",https://en.wikipedia.org/wiki/Todd_Rokita,,,
499453,Todd Rokita,school-vouchers,4,"As a U.S. Representative Rokita co-sponsored the Education Opportunities Act (2015) with Sen. Marco Rubio, expanding tax-credit school choice options. He supports charter schools and reducing the federal Department of Education's role, consistent with expanding voucher eligibility to most families while maintaining baseline public school funding.",https://en.wikipedia.org/wiki/Todd_Rokita,,,
499453,Todd Rokita,religious-freedom,4,"Rokita's policy positions are consistently grounded in faith-based convictions, including his 'life from conception without exception' abortion stance and his 'Eyes on Education' initiative to monitor school content. His record of supporting faith-based exemptions from government mandates (including filing opinions against vaccine mandates) reflects a stance of protecting religious freedom and allowing faith-based exemptions from laws conflicting with sincere religious beliefs.",https://en.wikipedia.org/wiki/Todd_Rokita,,,
