full_name,external_id,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3,quote_text,quote_deidentified
Nicholas A. Langworthy,,abortion,4,"Described his position as 'pro-life with exception for rape, incest, life of mother' (Nov 2022) and his campaign website states he will 'protect the lives of unborn children and their mothers.' This aligns with stance 4: restrict abortion to only cases involving rape, incest, or serious threats to the mother's life.",https://www.ontheissues.org/NY/Nick_Langworthy.htm,https://nicklangworthy.com,,
Nicholas A. Langworthy,,climate-change,5,"Langworthy earned a 0% LCV score in both 2024 and 2025 (2% lifetime), voting against all 33 tracked environmental measures in 2025. He voted to rescind international climate funding, against clean energy incentives, and for maximizing fossil fuel extraction. His campaign website calls for maximizing American energy production with no mention of climate goals.",https://www.lcv.org/scorecard/nick-langworthy/,https://nicklangworthy.com,,
Nicholas A. Langworthy,,deportation,4,"Campaign website calls for funding enforcement infrastructure, eliminating catch-and-release, and a full border security posture. As a strong Trump-aligned Republican, his position is to deport all people without legal status, prioritizing those with criminal records, consistent with supporting H.R. 2 (Secure the Border Act, 2023) which passed on a party-line Republican vote.",https://nicklangworthy.com,https://www.ontheissues.org/NY/Nick_Langworthy.htm,,
Nicholas A. Langworthy,,fossil-fuels,5,"LCV scorecard documents Langworthy voted for reversing land management to open the Arctic Refuge to oil and gas drilling (2025), allowing Wyoming coal development, blocking a Delaware River Basin fracking ban, and eliminating clean energy incentives. His campaign website explicitly calls for maximizing American energy production and cutting permitting timelines. 0% LCV score in 2024 and 2025.",https://www.lcv.org/scorecard/nick-langworthy/,https://nicklangworthy.com,,
Nicholas A. Langworthy,,healthcare,4,"Campaign website advocates personalizing care through doctor choice, lowering prices through competition, and investing in cures and telemedicine access — a private-market framework with no mention of public coverage expansion. Consistent with a limited-government approach that helps only those who cannot afford care while leaving others to private markets.",https://nicklangworthy.com,https://www.ontheissues.org/NY/Nick_Langworthy.htm,,
Nicholas A. Langworthy,,immigration,4,"Campaign website calls for funding border enforcement infrastructure and technology and eliminating catch-and-release policies. OnTheIssues records strong opposition to easier voter registration and a restrictionist posture. Supports limiting public services to those with legal status and making legal immigration more selective.",https://nicklangworthy.com,https://www.ontheissues.org/NY/Nick_Langworthy.htm,,
Nicholas A. Langworthy,,medicare/aid,3,"Campaign website explicitly states a goal to 'strengthen Social Security and Medicare,' indicating support for maintaining and improving current programs rather than privatizing or cutting them. No evidence of calls to lower the Medicare age or expand Medicaid.",https://nicklangworthy.com,https://www.ontheissues.org/NY/Nick_Langworthy.htm,,
Nicholas A. Langworthy,,misinformation,4,"Campaign website calls for defending 'free speech' and Second Amendment protections as core constitutional priorities. His broader deregulatory and anti-censorship posture aligns with protecting free speech online and preventing government-directed content moderation rather than mandating platform action against misinformation.",https://nicklangworthy.com,,,,
Nicholas A. Langworthy,,religious-freedom,4,"Campaign website explicitly calls for defending 'religious freedom' as a constitutional right alongside free speech and Second Amendment protections. This aligns with stance 4: protecting religious freedom and allowing faith-based exemptions from laws that conflict with sincere religious beliefs.",https://nicklangworthy.com,https://www.ontheissues.org/NY/Nick_Langworthy.htm,,
Nicholas A. Langworthy,,school-vouchers,5,"OnTheIssues records him as 'Strongly Favors: School vouchers for parental choice (+5 points).' Campaign website states he will 'advance a Parents' Bill of Rights and expand school choice options,' consistent with universal vouchers following the student to any school chosen by the family.",https://www.ontheissues.org/NY/Nick_Langworthy.htm,https://nicklangworthy.com,,"Strongly Favors: School vouchers for parental choice","Strongly Favors: School vouchers for parental choice"
Nicholas A. Langworthy,,social-security,3,"Campaign website explicitly calls for 'strengthen[ing] Social Security and Medicare,' indicating support for maintaining the current program with adjustments to keep it stable rather than privatizing or significantly cutting it. No evidence of proposals to raise the retirement age or shift to private accounts.",https://nicklangworthy.com,https://www.ontheissues.org/NY/Nick_Langworthy.htm,,
Nicholas A. Langworthy,,tariffs,4,"Campaign website states a goal to 'shift manufacturing away from China and strengthen domestic production capacity,' consistent with using tariffs to target unfair trading partners. As a Trump-aligned Republican representing a manufacturing district (Buffalo/Southern Tier), supports increased tariffs on countries that don't trade fairly with America.",https://nicklangworthy.com,https://www.ontheissues.org/NY/Nick_Langworthy.htm,,
Nicholas A. Langworthy,,taxes,4,"Campaign website calls for implementing 'pro-growth tax and deregulatory policies to increase wages and economic stability' and curbing 'wasteful government spending.' Strong supply-side fiscal posture consistent with cutting taxes for everyone and scaling back public services, though he also pledges to maintain Social Security and Medicare.",https://nicklangworthy.com,https://www.ontheissues.org/NY/Nick_Langworthy.htm,,
Nicholas A. Langworthy,,trans-athletes,4,"Campaign website states he will 'ensure only women can compete in women's sports,' which aligns with stance 4: require transgender athletes to compete only on teams matching their biological sex assigned at birth. Language targets women's sports specifically rather than a complete ban on all organized sports participation.","https://nicklangworthy.com",https://www.ontheissues.org/NY/Nick_Langworthy.htm,,"Ensure ""only women can compete in women's sports""","Ensure ""only women can compete in women's sports"""
Nicholas A. Langworthy,,voting-rights,4,"OnTheIssues records him as 'Strongly Opposes: Easier voter registration.' Campaign website explicitly calls for requiring voter ID and maintaining accurate voter rolls. This aligns with stance 4: require photo ID for voting and regularly update voter rolls to remove inactive registrations.",https://www.ontheissues.org/NY/Nick_Langworthy.htm,https://nicklangworthy.com,,
