external_id,full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3,quote_text,quote_deidentified
-2000003,Kris Kobach,voting-rights,5,"As Kansas Secretary of State (2011–2019) Kobach implemented the SAFE Act requiring both photo ID and documentary proof of citizenship to register to vote — among the strictest requirements in the country. He directed the Interstate Voter Registration Crosscheck Program and served as vice-chair of the Presidential Commission on Election Integrity. A federal judge ruled his proof-of-citizenship requirement unconstitutional and found him in contempt for failing to notify 18,000 affected voters.",https://en.wikipedia.org/wiki/Kris_Kobach,https://www.ontheissues.org/Kris_Kobach.htm,,"""Tough prove-your-citizenship rule for new voters""","""Tough prove-your-citizenship rule for new voters"""
-2000003,Kris Kobach,immigration,5,"Kobach drafted Arizona SB 1070 and Alabama HB 56 — the two most restrictive state immigration enforcement laws in the country. He championed self-deportation in the 2012 Republican platform and has consistently pushed for border wall construction, full ICE cooperation, E-Verify mandates, and elimination of sanctuary cities. As AG he continued prosecuting immigration enforcement actions.",https://en.wikipedia.org/wiki/Kris_Kobach,https://www.ontheissues.org/Kris_Kobach.htm,,""""If you really want to create a job tomorrow, you can remove an illegal alien today."""","""If you really want to create a job tomorrow, you can remove an illegal alien today."""
-2000003,Kris Kobach,deportation,5,"Kobach has consistently advocated for deporting all undocumented immigrants regardless of their ties or length of residence. He drafted self-deportation policy for the 2012 Republican platform, authored the strictest state immigration enforcement laws, and pushed to crack down on undocumented immigrants in Kansas. He has never endorsed carve-outs for long-term residents or families.",https://en.wikipedia.org/wiki/Kris_Kobach,https://www.ontheissues.org/Kris_Kobach.htm,,""""Kansas shouldn't be the sanctuary state of the Midwest."""","""Kansas shouldn't be the sanctuary state of the Midwest."""
-2000003,Kris Kobach,abortion,4,"OnTheIssues documents Kobach as strongly anti-abortion via AFA survey (2020): 'Enforce life beginning at conception' and 'Strongly anti-Planned Parenthood.' He supports Born Alive Survivors legislation. His 2015 comparison of Planned Parenthood to a Nazi doctor reflects extreme opposition to abortion providers. These positions align with restricting abortion to serious life-threatening cases rather than a documented total ban with criminal penalties for patients.",https://www.ontheissues.org/Kris_Kobach.htm,,,
-2000003,Kris Kobach,same-sex-marriage,4,"Kobach stated in 2015 that 'Gay marriage makes it worse for traditional families' and via AFA survey (2020) supported 'Business liberty over gay marriage.' These positions reflect opposition to full marriage equality and preference for protecting traditional marriage definitions, consistent with recognizing civil unions at most but reserving marriage for opposite-sex couples. No documented post-Obergefell action to make same-sex marriage illegal was found.",https://www.ontheissues.org/Kris_Kobach.htm,,,""""Gay marriage makes it worse for traditional families."""","""Gay marriage makes it worse for traditional families."""
-2000003,Kris Kobach,civil-rights,5,"Kobach signed a letter in January 2025 demanding Costco end its DEI policies; via AFA survey (2020) he expressed doing nothing to protect LGBT worker rights and strongly opposes reparations. His anti-DEI, anti-affirmative action positions align with eliminating race-based government programs.",https://www.ontheissues.org/Kris_Kobach.htm,,,
-2000003,Kris Kobach,religious-freedom,5,"Via AFA survey (2020) Kobach is documented as 'Strongly protect religious liberty' and 'Strongly pro-Judeo-Christian morality.' His support for business liberty over anti-discrimination laws in the same-sex marriage context reflects supporting religious organizations' complete autonomy in operations.",https://www.ontheissues.org/Kris_Kobach.htm,,,
-2000003,Kris Kobach,fossil-fuels,4,"In a 2004 campaign statement Kobach advocated to 'Develop traditional energy resources, plus ANWR,' and his environmental deregulation position ('Relax logging and recreational usage rules') reflects support for expanding fossil fuel extraction over environmental restrictions.",https://www.ontheissues.org/Kris_Kobach.htm,,,
-2000003,Kris Kobach,climate-change,5,"Kobach has expressed support for environmental deregulation and fossil fuel development, and his 'Strongly pro-free enterprise' AFA survey position (2020) reflects rejection of climate policy mandates. No evidence of climate policy support was found; his deregulation stance aligns with rejecting climate policies in favor of economic growth.",https://www.ontheissues.org/Kris_Kobach.htm,,,
-2000003,Kris Kobach,healthcare,5,"Via AFA survey (2020) Kobach is documented as 'Strongly anti-universal coverage' and 'Strongly pro-private insurance.' His 2004 position supporting tax-free medical savings accounts reflects a market-based approach with no government role, aligned with leaving healthcare entirely to private markets.",https://www.ontheissues.org/Kris_Kobach.htm,,,
-2000003,Kris Kobach,social-security,5,"In 2004 Kobach advocated 'Allow self-managed private retirement accounts,' which directly matches the stance of transitioning Social Security to private investment accounts that individuals control themselves.",https://www.ontheissues.org/Kris_Kobach.htm,,,
-2000003,Kris Kobach,taxes,5,"Kobach stated in 2017 'Cut taxes; cut budget' and maintained support for tax cuts despite a Kansas state budget shortfall. His 'Strongly pro-free enterprise' AFA position (2020) and consistent advocacy for reducing government reflect drastically cutting taxes and shrinking government.",https://www.ontheissues.org/Kris_Kobach.htm,,,""""Cut taxes; cut budget."""","""Cut taxes; cut budget."""
-2000003,Kris Kobach,school-vouchers,5,"Kobach expressed support for 'charters & vouchers' in 2004 and is documented as 'Strongly pro-free enterprise' (AFA 2020) with anti-public-education mandates. His position aligns with providing universal vouchers so education funding follows the student to any school chosen by the family.",https://www.ontheissues.org/Kris_Kobach.htm,,,
-2000003,Kris Kobach,tariffs,1,"In 2004 Kobach documented support for NAFTA, GATT, and WTO — free trade institutions — and via AFA survey (2020) was recorded as 'Strongly pro-free enterprise.' These documented positions align with eliminating or reducing tariffs in favor of free trade, though these positions predate the post-2016 conservative shift on tariffs. No more recent documented tariff position was found.",https://www.ontheissues.org/Kris_Kobach.htm,,,
