full_name,politician_id,topic_key,value,reasoning
Keith Grover,dd75cf82-f0b2-4820-9356-28ccf0ee58f9,abortion,4,"iVoterGuide 2022 survey: Grover states abortion should be allowed in cases of rape/incest, serious jeopardy to woman's life or health, or severe fetal defects incompatible with life. He strongly agrees taxpayer dollars should never fund abortion. This allows narrow exceptions but does not permit abortion otherwise — best matches stance 4 (restrict abortion to only cases involving rape, incest, or serious threats to the mother's life)."
Keith Grover,dd75cf82-f0b2-4820-9356-28ccf0ee58f9,same-sex-marriage,5,"iVoterGuide 2022 survey: Grover strongly agrees that 'Marriage is a God-ordained, sacred and legal union of one man and one woman' and opposes government authority to alter that definition. He strongly disagrees with adding gender identity as a protected class. — best matches stance 5 (make same-sex marriage illegal and define marriage as only between one man and one woman)."
Keith Grover,dd75cf82-f0b2-4820-9356-28ccf0ee58f9,religious-freedom,5,"iVoterGuide 2022 survey: Grover strongly disagrees that businesses should be required to provide services that violate moral/religious beliefs, and states government should 'Never' close churches under any circumstances. He strongly agrees Judeo-Christian values provide the necessary moral framework for limited government. — best matches stance 5 (strongly protect religious freedom and allow religious organizations complete autonomy in their operations and hiring practices)."
Keith Grover,dd75cf82-f0b2-4820-9356-28ccf0ee58f9,trans-athletes,4,"Senator Grover voted for HB209 (2023 transgender athletes bill) in the Utah Senate, and the Salt Lake Tribune reported he said 'I'm not too worried about refugees and the other kids' before voting for the bill. He strongly disagrees with adding gender identity as a protected class (iVoterGuide). NOTE: The prior research incorrectly attributed the 2022 HB11 veto override to Grover; he was not in the legislature in March 2022. His 2023 vote for HB209 clearly shows he supports restricting transgender athletes to teams matching biological sex. — best matches stance 4 (require transgender athletes to compete only on teams matching their biological sex assigned at birth)."
Keith Grover,dd75cf82-f0b2-4820-9356-28ccf0ee58f9,medicare/aid,5,"iVoterGuide 2022 survey: Grover selected that 'Tax-payer funded health care should be abolished in all forms, and Medicaid and Medicare should be de-funded.' He also responds 'Never' to vaccine mandates. — best matches stance 5 (phase out both programs and use private insurance only)."
Keith Grover,dd75cf82-f0b2-4820-9356-28ccf0ee58f9,fossil-fuels,5,"iVoterGuide 2022 survey: Grover selected that environmental regulations 'cost too many jobs and hurt the economy' and strongly agrees with hydraulic fracking for oil and natural gas extraction. No evidence of support for environmental restrictions on fossil fuel development. — best matches stance 5 (remove environmental restrictions and maximize fossil fuel extraction)."
Keith Grover,dd75cf82-f0b2-4820-9356-28ccf0ee58f9,voting-rights,4,"iVoterGuide 2022 survey: Grover strongly disagrees that voting should occur without photo identification, and proposes eliminating third-party campaign contributions to elections. No evidence of support for expanded voting access. — best matches stance 4 (require photo ID for voting and regularly update voter rolls to remove inactive registrations)."
Keith Grover,dd75cf82-f0b2-4820-9356-28ccf0ee58f9,climate-change,5,"iVoterGuide 2022 survey: Grover selected that environmental rules 'cost too many jobs and hurt the economy' as his position on environmental regulations, and strongly agrees with hydraulic fracking. No evidence of support for clean energy investment or emissions reduction policy. — best matches stance 5 (reject climate change policies and focus on economic growth instead)."
Keith Grover,dd75cf82-f0b2-4820-9356-28ccf0ee58f9,civil-rights,5,"Grover served as Senate floor sponsor of HB261 (Equal Opportunity Initiatives, 2024), the anti-DEI bill that banned diversity/equity/inclusion trainings, programs, and offices at public institutions. iVoterGuide: strongly disagrees with CRT and with adding gender identity as a protected class; strongly disagrees with race-based reparations. — best matches stance 5 (eliminate affirmative action and all race-based government programs)."
Keith Grover,dd75cf82-f0b2-4820-9356-28ccf0ee58f9,school-vouchers,5,"Voted in the Senate Education Committee 7-2 to advance HB215 (Utah Fits All Scholarship, 2023), which provides $8,000 scholarships for any family to use at private/religious schools. iVoterGuide: strongly agrees with vouchers, tax credits, charter schools, and homeschooling. — best matches stance 5 (providing universal vouchers so that education funding follows the student to any school — public, private, or religious — chosen by the family)."
