full_name,external_id,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3,quote_text,quote_deidentified
Christopher R. Deluzio,-42017,healthcare,1,"Deluzio was an original cosponsor of the Medicare for All Act (H.R. 3421, introduced May 2023) and is a member of the Medicare for All Caucus, aligning with the stance of making healthcare free and available to everyone paid for and run by the public sector.",https://www.govinfo.gov/bulkdata/BILLSTATUS/118/hr/BILLSTATUS-118hr3421.xml,https://en.wikipedia.org/wiki/Chris_Deluzio,,,
Christopher R. Deluzio,-42017,abortion,2,"Deluzio is pro-choice and criticized the Supreme Court's decision overturning Roe v. Wade; his stated position — that women deserve to control their own bodies — aligns with keeping abortion legal and accessible through the second trimester with rare exceptions, consistent with mainstream Democratic pro-choice policy rather than publicly-funded access at all stages.",https://www.ontheissues.org/PA/Chris_Deluzio.htm,https://en.wikipedia.org/wiki/Chris_Deluzio,,Women deserve to control their own bodies and choices.,People deserve to control their own bodies and choices.
Christopher R. Deluzio,-42017,climate-change,2,"Deluzio has a 97% lifetime LCV score, voting in favor of environmental protections in 32 of 33 tracked votes in 2025 alone; he backed clean energy investments with stricter environmental regulations and consistently opposed efforts to defund clean energy programs, aligning with rapidly transitioning to renewable energy and phasing out fossil fuels.",https://www.lcv.org/congressional-scorecard/moc/chris-deluzio,https://en.wikipedia.org/wiki/Chris_Deluzio,,,
Christopher R. Deluzio,-42017,fossil-fuels,2,"With a 97% LCV lifetime score, Deluzio voted against rolling back the methane polluter fee, blocking the Delaware River Basin fracking ban, blocking cleaner trucks standards, and rolling back Clean Air Act protections — consistent with stopping new fossil fuel drilling permits rather than banning all existing extraction.",https://www.lcv.org/congressional-scorecard/moc/chris-deluzio,https://en.wikipedia.org/wiki/Chris_Deluzio,,,
Christopher R. Deluzio,-42017,social-security,1,"Deluzio explicitly opposes privatization and favors increasing Social Security funding by removing the income cap on payroll taxes (recorded March 2023), which directly matches the stance of expanding benefits significantly and removing the income cap on payroll taxes.",https://www.ontheissues.org/PA/Chris_Deluzio.htm,https://en.wikipedia.org/wiki/Chris_Deluzio,,,
Christopher R. Deluzio,-42017,medicare/aid,1,"Deluzio was an original cosponsor of the Medicare for All Act (H.R. 3421, 118th Congress) and is a member of the Medicare for All Caucus, which directly aligns with expanding Medicare to cover everyone regardless of age.",https://www.govinfo.gov/bulkdata/BILLSTATUS/118/hr/BILLSTATUS-118hr3421.xml,https://en.wikipedia.org/wiki/Chris_Deluzio,,,
Christopher R. Deluzio,-42017,voting-rights,2,"Deluzio was an original cosponsor of the Freedom to Vote Act (H.R. 11, introduced July 2023), a comprehensive democracy reform bill addressing early voting, mail-in voting, and ballot access; he has also stated a commitment to defending democracy and protecting citizens' freedom to vote.",https://www.govinfo.gov/bulkdata/BILLSTATUS/118/hr/BILLSTATUS-118hr11.xml,https://www.ontheissues.org/PA/Chris_Deluzio.htm,,,
Christopher R. Deluzio,-42017,same-sex-marriage,2,"Deluzio is a member of the Congressional Equality Caucus, which advocates for full LGBTQ equality under federal law; his consistent support for LGBTQ rights aligns with allowing same-sex marriage nationwide while protecting some organizations' right to decline participation.",https://en.wikipedia.org/wiki/Chris_Deluzio,,,,
Christopher R. Deluzio,-42017,civil-rights,2,"Deluzio serves as Deputy Whip of the Congressional Progressive Caucus and is a member of the Congressional Equality Caucus, positions consistent with strengthening civil rights enforcement and addressing systemic discrimination, though no specific reparations or racial equity mandate legislation was found.",https://en.wikipedia.org/wiki/Chris_Deluzio,,,,
Christopher R. Deluzio,-42017,ukraine-support,2,"Deluzio voted against banning cluster munitions to Ukraine (supporting their transfer), and the Ukraine Security Supplemental Appropriations Act (H.R. 8035) passed 311-112 in April 2024 with Democratic support; Wikipedia also notes he signed a letter requesting the Trump administration recognize Palestinian statehood and co-sponsored legislation blocking offensive weapons to Israel (March 2026), suggesting a nuanced but broadly pro-Ukraine defense posture.",https://en.wikipedia.org/wiki/Chris_Deluzio,https://www.govinfo.gov/bulkdata/BILLSTATUS/118/hr/BILLSTATUS-118hr8035.xml,,,
Christopher R. Deluzio,-42017,taxes,2,"As a member of the Congressional Progressive Caucus and a supporter of removing the income cap on payroll taxes to fund Social Security, Deluzio's record is consistent with moderately raising taxes on wealthy individuals and large companies to fund existing services, though no specific tax bill sponsorship was found.",https://en.wikipedia.org/wiki/Chris_Deluzio,https://www.ontheissues.org/PA/Chris_Deluzio.htm,,,
