external_id,full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3,quote_text,quote_deidentified
-2200001,Jeff Landry,abortion,5,"Landry has been a consistent opponent of abortion with no documented support for exceptions. As AG he was described as a 'fearless champion for Louisiana's right-to-life laws.' As Governor he has defended Louisiana's near-total abortion ban enacted after Dobbs and told opponents to 'move to another state.'",https://www.ontheissues.org/Jeff_Landry.htm,https://en.wikipedia.org/wiki/Jeff_Landry,,
-2200001,Jeff Landry,healthcare,4,"Landry opposes government-run healthcare and has advocated repealing the ACA's federal healthcare expansion. He supports Medicaid residency verification to reduce enrollment. He has not proposed eliminating Medicare/Medicaid entirely, placing him at value 4 (help only the poorest; leave others to private insurance).",https://www.ontheissues.org/Jeff_Landry.htm,https://en.wikipedia.org/wiki/Jeff_Landry,,
-2200001,Jeff Landry,taxes,5,"Landry signed the Taxpayer Protection Pledge and publicly stated 'our quest is the total elimination of the state income tax.' In November 2024 he signed a special-session tax package eliminating Louisiana's individual income tax. OnTheIssues rates him as Hard-Core Conservative on fiscal policy.",https://www.ontheissues.org/Jeff_Landry.htm,https://en.wikipedia.org/wiki/Jeff_Landry,,"Our quest is the total elimination of the state income tax.","Our quest is the total elimination of the state income tax."
-2200001,Jeff Landry,religious-freedom,5,"Landry signed the Ten Commandments classroom display law in June 2024, calling it 'one of my favorites,' and stated the implementation proved the Republican 'majority gets to rule.' He co-hosted prayer rallies supporting student-led prayer in schools and rated 100% by the Christian Coalition. He has stated 'we will get God back into this country.'",https://www.ontheissues.org/Jeff_Landry.htm,https://en.wikipedia.org/wiki/Jeff_Landry,,"We are winning and we will get God back into this country.","We are winning and we will get God back into this country."
-2200001,Jeff Landry,trans-athletes,4,"Landry signed legislation in April 2024 (SB 44 / the 'Fairness in Women's Sports Act') requiring transgender athletes to compete on teams matching their biological sex assigned at birth. This mandates biological-sex competition without a complete blanket ban on trans athletes from all organized sports, aligning with value 4.",https://www.ontheissues.org/Jeff_Landry.htm,https://en.wikipedia.org/wiki/Jeff_Landry,,
-2200001,Jeff Landry,fossil-fuels,5,"Landry is documented holding a 'Drilling=jobs' sign during Obama's 2011 jobs speech, signed the No Climate Tax Pledge, and is rated 6% by the League of Conservation Voters. He has consistently advocated maximizing oil and gas extraction ('Drill here, drill now; not cap-and-trade') and has been a major supporter of Louisiana's oil and gas industry throughout his career.",https://www.ontheissues.org/Jeff_Landry.htm,https://en.wikipedia.org/wiki/Jeff_Landry,,"Drill here, drill now; not cap-and-trade.","Drill here, drill now; not cap-and-trade."
-2200001,Jeff Landry,climate-change,5,"Landry signed the No Climate Tax Pledge and is rated 6% by the League of Conservation Voters. He opposes green energy mandates and has consistently prioritized economic growth and fossil fuel production over climate action, consistent with value 5 (reject climate change policies, focus on economic growth).",https://www.ontheissues.org/Jeff_Landry.htm,https://en.wikipedia.org/wiki/Jeff_Landry,,
-2200001,Jeff Landry,voting-rights,5,"As AG in December 2020, Landry joined Ken Paxton's lawsuit seeking to overturn election results in Georgia, Michigan, Wisconsin, and Pennsylvania, and filed an amicus brief with the Missouri AG challenging election processes. The Supreme Court rejected the suit December 11, 2020. His record on voter access shows opposition to expanded mail-in voting.",https://en.wikipedia.org/wiki/Jeff_Landry,https://www.ontheissues.org/Jeff_Landry.htm,,
-2200001,Jeff Landry,immigration,5,"Landry's immigration record shows a maximally restrictive stance. As AG he threatened litigation against the Trump administration if DACA wasn't terminated (2017). As Governor he promoted 'Louisiana Lockup' (Camp 57) immigration enforcement operations, has consistently called for closing borders, and voiced strong opposition to Biden-era immigration policies.",https://www.ontheissues.org/Jeff_Landry.htm,https://en.wikipedia.org/wiki/Jeff_Landry,,"Enforce existing laws to close our borders.","Enforce existing laws to close our borders."
-2200001,Jeff Landry,deportation,5,"Landry's AG record includes joining the multistate DACA termination lawsuit (2017) and as Governor he has promoted aggressive immigration enforcement including operating Camp 57. His public statements call for enforcing immigration laws against all undocumented immigrants without exception, consistent with value 5.",https://www.ontheissues.org/Jeff_Landry.htm,https://en.wikipedia.org/wiki/Jeff_Landry,,
