external_id,full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3,quote_text,quote_deidentified
-800003,Phil Weiser,abortion,2,"Weiser sued to stop the federal government from blocking Planned Parenthood from Medicaid (Case #33, July 2025), joined a multistate amicus brief on Medicaid reproductive health access at the Supreme Court (Q1 2025), and filed challenges to gender-affirming care funding restrictions. These actions defend broad access to reproductive healthcare through the second trimester and beyond, consistent with stance 2.",https://coag.gov/defending-colorado/,https://www.ontheissues.org/Phil_Weiser.htm,,"""Ensure abortion care regardless of where women traveled from""","Ensure abortion care regardless of where people traveled from."
-800003,Phil Weiser,healthcare,2,"Weiser defended the ACA against Trump administration attempts to undermine it, sued over a health insurance exchange rule that would leave 1.8 million people uninsured (Case #30, July 2025), and led a coalition of 25 states suing HHS over $11B in public health funding termination (Case #9, April 2025). These actions consistently support ensuring affordable coverage through a mix of public programs and regulated private insurance.",https://coag.gov/defending-colorado/,https://www.ontheissues.org/Phil_Weiser.htm,,""
-800003,Phil Weiser,climate-change,2,"Weiser filed or joined 8+ climate lawsuits including challenging wind energy permit halts (won), suing over EV infrastructure funding termination, fighting Solar for All program cancellations, challenging the Clean Car Program attack, opposing greenhouse gas pollution policy rollback, and suing to overturn federal orders keeping a Craig coal plant open (all 2025–2026). This pattern of aggressive litigation to advance clean energy transition aligns with stance 2.",https://coag.gov/defending-colorado/,https://www.ontheissues.org/Phil_Weiser.htm,,""
-800003,Phil Weiser,fossil-fuels,2,"Weiser sued to overturn a federal order keeping the Craig coal plant open (Case #61, March 2026), challenged the rollback of greenhouse gas pollution policy (Case #62, March 2026), and sued EPA to defend Colorado's air pollution plan (Case #57, March 2026). These actions align with stopping new fossil fuel permits rather than banning all existing drilling.",https://coag.gov/defending-colorado/,,,""
-800003,Phil Weiser,immigration,2,"Weiser challenged the birthright citizenship executive order (Case #1, Jan 2025), sued to block federal restrictions on public benefits for immigrants (Case #31, July 2025), filed amicus briefs on no-bond immigration detention, legal representation for unaccompanied children, and USRAP refugees. He opposed ICE raids at sensitive locations. These actions consistently support keeping legal immigration open and protecting undocumented residents' access to services.",https://coag.gov/defending-colorado/,https://www.ontheissues.org/Phil_Weiser.htm,,""
-800003,Phil Weiser,deportation,2,"Weiser filed multiple amicus briefs opposing no-bond immigration detention and immigrant children prolonged detention (Q1 2026), challenged federal restrictions on public benefits (Case #31), and sued to block Medicaid data transfer to ICE (Case #26, July 2025). These actions consistently oppose mass deportation and support limiting deportation to serious violent offenders.",https://coag.gov/defending-colorado/,,,""
-800003,Phil Weiser,voting-rights,2,"Weiser joined a lawsuit against Trump's voting restrictions executive order (Case #10, April 2025), sued over a federal attempt to take control of elections (Case #64, April 2026), and filed amicus on Voting Rights Act discrimination (Q4 2025). Colorado already has universal mail-in voting, which Weiser has defended; these actions support expanding voter access rather than restricting it.",https://coag.gov/defending-colorado/,https://www.ontheissues.org/Phil_Weiser.htm,,""
-800003,Phil Weiser,tariffs,1,"Weiser joined and won a multistate lawsuit blocking Trump's tariffs as illegal (Case #13, April 2025) and filed a second tariff lawsuit challenging tariff-driven price increases (Case #58, March 2026). OnTheIssues notes he praised a court ruling blocking tariffs. These actions represent active legal opposition to tariffs and support for free trade.",https://coag.gov/defending-colorado/,https://www.ontheissues.org/Phil_Weiser.htm,,""
-800003,Phil Weiser,civil-rights,2,"Weiser joined a multistate suit challenging Trump DEI executive orders (May 2025), filed amicus briefs on fair housing funding and DEIA programs (Q2 2025), challenged federal attack on state fair housing laws (Case #60, March 2026), and challenged HHS discriminatory policy conditioning (Case #51, Jan 2026). These actions reflect strengthening civil rights enforcement and addressing systemic discrimination.",https://coag.gov/defending-colorado/,https://www.ontheissues.org/Phil_Weiser.htm,,"""Any attack on a member of the LGBTQ community is disgusting.""","Any attack on a member of the LGBTQ community is disgusting."
-800003,Phil Weiser,same-sex-marriage,2,"Weiser challenged gender-affirming care federal funding restrictions (Cases #5 and #49), joined DEI protection lawsuits defending LGBTQ+ rights, and filed amicus briefs supporting LGBTQ+ protections. No documented stance opposing same-sex marriage recognition; his consistent defense of LGBTQ+ rights is most consistent with allowing same-sex marriage nationwide with some organizational exemptions.",https://coag.gov/defending-colorado/,https://www.ontheissues.org/Phil_Weiser.htm,,""
-800003,Phil Weiser,misinformation,2,"Weiser sued Meta over harm to children's mental health from algorithmic content promotion (Feb 2025) and sued to stop DOGE's access to Americans' data (Case #3, Feb 2025). The Meta lawsuit specifically targets algorithmic amplification of harmful content, aligning with mandating fact-checking and transparency in how algorithms promote content.",https://coag.gov/defending-colorado/,https://www.ontheissues.org/Phil_Weiser.htm,,""
-800003,Phil Weiser,medicare/aid,2,"Weiser sued to stop the federal government from blocking Planned Parenthood from Medicaid (Case #33, July 2025), challenged data transfer from Medicaid to ICE (Case #26, July 2025), joined amicus on Medicaid reproductive health at the Supreme Court, and challenged Medicaid cuts through multiple multistate suits. He also sued DOGE over Social Security system access. These actions defend and seek to expand existing Medicaid coverage.",https://coag.gov/defending-colorado/,,,""
-800003,Phil Weiser,social-security,3,"Weiser sued to prevent DOGE from accessing the Social Security Administration's systems (Feb 2025), indicating defense of the existing program's integrity and data security. No documented position on expanding or cutting benefits; his action is defensive — protecting current program structure rather than expanding or reducing it.",https://coag.gov/defending-colorado/,https://www.ontheissues.org/Phil_Weiser.htm,,""
-800003,Phil Weiser,religious-freedom,2,"Weiser challenged an HHS policy conditioning federal funding on discriminatory criteria (Case #51, Jan 2026), filed amicus briefs supporting DEIA programs, and has consistently defended anti-discrimination protections against religious exemption claims. His office's enforcement record supports protecting religious freedom while ensuring it does not override anti-discrimination protections in employment and public accommodations.",https://coag.gov/defending-colorado/,,,""
-800003,Phil Weiser,childcare,2,"Weiser joined a four-state lawsuit (with California, Illinois, Minnesota, New York) to block a $10B freeze in childcare and family support programs including TANF (Case #50, January 9, 2026), securing a temporary restraining order the same day. This active defense of substantial federal childcare subsidies aligns with significantly expanding subsidies to make childcare affordable for low- and middle-income families.",https://coag.gov/defending-colorado/,,,""
-800003,Phil Weiser,housing,2,"Weiser sued over a federal HUD homelessness policy rollback (Case #44, Nov 2025) and challenged a federal attack on state fair housing laws (Case #60, March 2026). He also joined antitrust enforcement against algorithmic rent-setting schemes (RealPage case joined with DOJ and 7 states), targeting landlord coordination that suppresses rental competition.",https://coag.gov/defending-colorado/,,,""
-800003,Phil Weiser,trans-athletes,2,"Weiser challenged federal gender-affirming care funding restrictions (Cases #5 and #49, winning Case #49), filed amicus opposing DOJ subpoena of gender-affirming care records (Q4 2025), and consistently defends transgender individuals' rights. While these actions are on healthcare rather than sports specifically, the pattern of defending transgender rights and opposing restrictions aligns with stance 2 (allow trans athletes to compete after basic documentation).",https://coag.gov/defending-colorado/,https://www.ontheissues.org/Phil_Weiser.htm,,""
