external_id,full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3,quote_text,quote_deidentified
-4500001,Henry McMaster,abortion,4,"McMaster signed the 2021 near-total abortion ban and the 2023 Heartbeat Bill banning abortion after fetal cardiac activity (~6 weeks), upheld by the SC Supreme Court in August 2023. Both laws contain exceptions for rape, incest, and maternal health risks, placing him at value 4 rather than 5.",https://en.wikipedia.org/wiki/Henry_McMaster,,,
-4500001,Henry McMaster,trans-athletes,4,"McMaster signed the Save Women's Sports Act in 2022 requiring all student athletes to compete on teams matching their birth certificate sex. This mandates biological-sex-based team assignment but does not impose criminal penalties or ban all organized participation, aligning with value 4.",https://en.wikipedia.org/wiki/Henry_McMaster,,,
-4500001,Henry McMaster,same-sex-marriage,5,"As SC AG in 2006 McMaster led the fight to ban same-sex marriage in South Carolina. In October 2022 he stated in a gubernatorial debate that he would enforce SC's pre-existing same-sex marriage ban if Obergefell v. Hodges were overturned. This is a documented anti-recognition action plus a direct statement opposing legal SSM.",https://en.wikipedia.org/wiki/Henry_McMaster,,,
-4500001,Henry McMaster,school-vouchers,4,"In 2020 McMaster sought to direct $32 million — two-thirds of SC's $48M COVID relief allocation — to private school vouchers. The SC Supreme Court struck it down as unconstitutional. This reflects strong pro-voucher sentiment expanding eligibility broadly, short of a universal program.",https://en.wikipedia.org/wiki/Henry_McMaster,,,
-4500001,Henry McMaster,immigration,4,"McMaster offered SC National Guard troops to assist Texas border enforcement in 2018 and again in 2023 after Title 42 expired, reflecting a restrictionist posture that prioritizes enforcement and limits on public services for those without legal status.",https://en.wikipedia.org/wiki/Henry_McMaster,,,
-4500001,Henry McMaster,deportation,4,"McMaster's twice-offered deployment of SC National Guard to the Texas border (2018 and 2023) and consistent enforcement-first rhetoric indicate support for deporting those without legal status prioritized by criminal history, consistent with value 4.",https://en.wikipedia.org/wiki/Henry_McMaster,,,
-4500001,Henry McMaster,taxes,4,"McMaster vetoed a 12-cent gas tax increase in May 2017, arguing the state had sufficient funds; the legislature overrode him. His consistent opposition to tax increases and pro-business gubernatorial posture align with value 4 (cut taxes and scale back public services).",https://en.wikipedia.org/wiki/Henry_McMaster,,,
-4500001,Henry McMaster,religious-freedom,4,"McMaster opposed LGBTQ workplace anti-discrimination protections as early as 1993 and has signed legislation in line with religious conservative values. His pattern reflects support for faith-based exemptions from laws that conflict with sincere religious beliefs.",https://en.wikipedia.org/wiki/Henry_McMaster,,,
-4500001,Henry McMaster,civil-rights,5,"McMaster has consistently opposed anti-discrimination expansions for LGBTQ people (1993), led the legal fight against same-sex marriage (2006), and his record shows no affirmative action or racial equity initiatives. His positions align with value 5 — limiting or eliminating identity-based government programs rather than strengthening civil rights enforcement.",https://en.wikipedia.org/wiki/Henry_McMaster,,,
-4500001,Henry McMaster,medicare/aid,4,"South Carolina has declined to expand Medicaid under the ACA throughout McMaster's tenure as governor (2017–present), keeping the state among roughly ten non-expansion states. McMaster has not proposed expanding Medicaid eligibility or lowering the Medicare age, consistent with a partial-privatization or reduced-coverage stance (value 4).",https://en.wikipedia.org/wiki/Henry_McMaster,,,
