full_name,external_id,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3,quote_text,quote_deidentified
Nicole Malliotakis,,abortion,3,"In her 2017 NYC mayoral campaign she said her position was ""not black or white"" and ""I am not against abortion"" while opposing taxpayer-funded abortions and late-term procedures. She voted NO on New York's Reproductive Health Act (2019) which permitted abortions after 24 weeks for health threats, and has been classified pro-life by Project Vote Smart (Sep 2020) while not supporting a full Roe v. Wade reversal. Her moderate pro-life record aligns with allowing abortion in the first trimester and in cases of rape, incest, or maternal health risks.",https://en.wikipedia.org/wiki/Nicole_Malliotakis,https://www.ontheissues.org/NY/Nicole_Malliotakis.htm,,
Nicole Malliotakis,,civil-rights,4,"Malliotakis voted for the ERA deadline extension (March 2021) but voted against the George Floyd Justice in Policing Act (Feb 2021), stating the bill posed a ""grave danger to law-abiding police officers,"" and voted against the Equality Act. Her record reflects support for limiting federal civil rights enforcement to clear cases of discrimination rather than expanding mandates.",https://www.ontheissues.org/NY/Nicole_Malliotakis_Civil_Rights.htm,https://www.ontheissues.org/NY/Nicole_Malliotakis_Crime.htm,,"voted against H.R. 1280--this bill poses a grave danger to law-abiding police officers","voted against H.R. 1280--this bill poses a grave danger to law-abiding police officers"
Nicole Malliotakis,,climate-change,4,"The League of Conservation Voters gave Malliotakis a 7% lifetime score and 9% in 2025, reflecting consistent votes against environmental and climate protection measures (29 anti-environment votes in 2025 alone). Her record reflects letting market forces drive any energy transition rather than government-mandated climate action.",https://www.lcv.org/congressional-scorecard/nicole-malliotakis/,https://en.wikipedia.org/wiki/Nicole_Malliotakis,,,
Nicole Malliotakis,,deportation,4,"Malliotakis opposes sanctuary city status for undocumented immigrants, opposed driver's licenses for undocumented immigrants in the NY State Assembly, and has repeatedly called for additional U.S.-Mexico border security measures. She voted against the NO BAN Act (Feb 2021) which would have limited presidential authority to restrict entry from non-cooperating countries. Her record aligns with deporting all people without legal status, prioritizing those with criminal records.",https://en.wikipedia.org/wiki/Nicole_Malliotakis,https://www.ontheissues.org/NY/Nicole_Malliotakis_Immigration.htm,,,
Nicole Malliotakis,,fossil-fuels,4,"The League of Conservation Voters gave Malliotakis a 7% lifetime score and 9% in 2025, with 29 anti-environment votes in 2025. Her consistent voting against environmental restrictions and energy regulations indicates support for expanding fossil fuel drilling permits rather than maintaining or restricting current production levels.",https://www.lcv.org/congressional-scorecard/nicole-malliotakis/,https://www.ontheissues.org/NY/Nicole_Malliotakis.htm,,,
Nicole Malliotakis,,healthcare,4,"Malliotakis criticized the Affordable Care Act as ""strangling the business community"" and consistently opposed ACA-related legislation. As a Republican on the House Ways and Means Committee, her record reflects support for limiting government healthcare assistance to the poorest individuals while leaving most Americans to employers and private insurance markets.",https://en.wikipedia.org/wiki/Nicole_Malliotakis,https://www.ontheissues.org/NY/Nicole_Malliotakis.htm,,
Nicole Malliotakis,,immigration,4,"Malliotakis opposes sanctuary cities, opposed driver's licenses for undocumented immigrants in the NY State Assembly, supports additional border security measures, and voted against the NO BAN Act (2021) limiting presidential travel restrictions. While classified broadly pro-immigrant by PVS, her votes support reducing access to public services for those without legal status and stricter immigration enforcement.",https://en.wikipedia.org/wiki/Nicole_Malliotakis,https://www.ontheissues.org/NY/Nicole_Malliotakis_Immigration.htm,,,
Nicole Malliotakis,,medicare/aid,4,"Malliotakis voted for the One Big Beautiful Bill Act (July 3, 2025), which includes Medicaid work requirements and significant Medicaid spending reductions. Her opposition to the ACA and support for Republican fiscal priorities indicates a preference for partially privatizing Medicare and reducing Medicaid coverage rather than expanding these programs.",https://en.wikipedia.org/wiki/Nicole_Malliotakis,https://www.ontheissues.org/NY/Nicole_Malliotakis.htm,,,
Nicole Malliotakis,,redistricting,4,"Malliotakis voted against the For the People Act (H.R.1, March 2021) which included provisions for independent redistricting commissions. Her opposition to this reform places her in the camp favoring state legislatures with court oversight rather than independent citizen commissions for drawing district boundaries.",https://www.ontheissues.org/NY/Nicole_Malliotakis_Government_Reform.htm,https://en.wikipedia.org/wiki/Nicole_Malliotakis,,,
Nicole Malliotakis,,same-sex-marriage,2,"Malliotakis voted for the Respect for Marriage Act in both July 2022 and December 2022, which requires federal recognition of same-sex marriages while protecting religious organizations' right to decline participation. In 2022 she expressed deep regret for her 2011 vote against New York's Marriage Equality Act. Her current position supports nationwide SSM with protections for organizations that decline participation.",https://en.wikipedia.org/wiki/Nicole_Malliotakis,https://www.ontheissues.org/NY/Nicole_Malliotakis_Families_+_Children.htm,,"I expressed my deep regret for voting against...same-sex marriage","I expressed my deep regret for voting against...same-sex marriage"
Nicole Malliotakis,,taxes,4,"Malliotakis is classified anti-taxation by Project Vote Smart (Sep 2020), supports lowering corporate taxes to promote economic growth, voted against the $1.9 trillion American Rescue Plan (Feb 2021), and voted for the One Big Beautiful Bill Act (July 2025) which extends and expands Trump-era tax cuts. Her record consistently supports cutting taxes and scaling back government spending.",https://www.ontheissues.org/NY/Nicole_Malliotakis_Tax_Reform.htm,https://www.ontheissues.org/NY/Nicole_Malliotakis_Corporations.htm,https://en.wikipedia.org/wiki/Nicole_Malliotakis,,
Nicole Malliotakis,,voting-rights,4,"Malliotakis voted against the For the People Act (H.R.1, March 2021) which would have established automatic voter registration, same-day registration, universal vote-by-mail, and expanded early voting. OnTheIssues categorizes her as opposing voter registration and voter access expansion. Her position aligns with requiring photo ID and maintaining updated voter rolls.",https://www.ontheissues.org/NY/Nicole_Malliotakis_Government_Reform.htm,https://www.ontheissues.org/NY/Nicole_Malliotakis.htm,,,
