external_id,full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3,quote_text,quote_deidentified
-55005,Scott Fitzgerald,abortion,4,"Fitzgerald voted YES on a Wisconsin 20-week abortion ban (SB 179, 2015) that made no exceptions for rape or incest, only allowing exceptions for severe risk to the mother's life or health. He also voted YES on a 2019 bill requiring physicians to inform patients that medication abortions can be reversed. He declined to complete a Project Vote Smart survey on abortion but is characterized as pro-life by his voting record.",https://www.ontheissues.org/House/Scott_Fitzgerald.htm,https://www.ontheissues.org/House/Scott_Fitzgerald_Abortion.htm,,
-55005,Scott Fitzgerald,taxes,4,"A September 2020 Project Vote Smart survey documents that Fitzgerald disagrees with raising income taxes on any bracket to balance the budget. In 2018 he voted YES on SB 883, which allowed pass-through entities to elect entity-level taxation to reduce their state tax burden. This record aligns with across-the-board tax cuts rather than selective rate reductions.",https://www.ontheissues.org/House/Scott_Fitzgerald.htm,https://www.ontheissues.org/House/Scott_Fitzgerald_Tax_Reform.htm,,
-55005,Scott Fitzgerald,healthcare,4,"Fitzgerald supported Medicaid work requirements for recipients under 50 (2018) and voted against the $1.9 trillion American Rescue Plan Act (2021) which included expanded healthcare subsidies. He also backed legislation allowing discrimination by providers in direct care agreements (2020). This record reflects limiting government healthcare assistance to the poorest while leaving others to private markets.",https://www.ontheissues.org/House/Scott_Fitzgerald.htm,,,
-55005,Scott Fitzgerald,voting-rights,4,"As Wisconsin Senate Majority Leader, Fitzgerald pushed to reduce early voting periods. He voted NAY on the For the People Act (2021), which would have expanded automatic registration, mail-in voting, and early voting. He also objected to counting Arizona and Pennsylvania's electoral votes in the 2020 presidential election and opposed creating a January 6 investigative commission.",https://www.ontheissues.org/House/Scott_Fitzgerald_Government_Reform.htm,https://en.wikipedia.org/wiki/Scott_L._Fitzgerald,,
-55005,Scott Fitzgerald,immigration,4,"Fitzgerald voted NO on the NO BAN Act (Feb 2021), which would have limited presidential authority to restrict entry based on national origin and added religion as a protected immigration category. A 2020 Project Vote Smart survey records him as supporting immigration bans from non-cooperating countries, indicating a preference for restricting legal immigration and limiting public services based on legal status.",https://www.ontheissues.org/House/Scott_Fitzgerald_Immigration.htm,https://www.ontheissues.org/House/Scott_Fitzgerald.htm,,
-55005,Scott Fitzgerald,climate-change,5,"Fitzgerald has a 1% lifetime LCV score and a 0% score in both 2023 and 2025, with zero pro-environment votes in those years. He voted against the Inflation Reduction Act's climate and clean energy provisions. The LCV describes his record as showing consistent opposition to climate action across virtually all tracked categories.",https://www.lcv.org/congressional-scorecard/moc/scott-fitzgerald,,,
-55005,Scott Fitzgerald,fossil-fuels,5,"Fitzgerald's LCV lifetime score of 1% (0% in 2023 and 2025) reflects consistent votes against clean energy programs and in favor of fossil fuel interests. The LCV specifically notes he voted to defund clean energy programs, roll back methane polluter fees, and remove public lands protections. His record shows no support for maintaining environmental regulations on fossil fuel extraction.",https://www.lcv.org/congressional-scorecard/moc/scott-fitzgerald,,,
-55005,Scott Fitzgerald,redistricting,5,"As Wisconsin Senate Majority Leader, Fitzgerald personally defended Wisconsin's 2011 legislative maps — which a federal panel ruled an 'unconstitutional gerrymander' — in court. He opposed the For the People Act (2021), which included provisions requiring independent redistricting commissions. His record reflects support for the controlling party drawing maps without outside interference.",https://en.wikipedia.org/wiki/Scott_L._Fitzgerald,https://www.ontheissues.org/House/Scott_Fitzgerald_Government_Reform.htm,,
-55005,Scott Fitzgerald,civil-rights,5,"Fitzgerald voted NAY on H.J.Res.17 (March 2021) to remove the ERA ratification deadline and voted against the George Floyd Justice in Policing Act (H.R. 1280, 2021). His opposition to the ERA, police accountability reform, and his record defending racialized redistricting maps places him at the most conservative end of the civil rights scale.",https://www.ontheissues.org/House/Scott_Fitzgerald_Civil_Rights.htm,https://www.ontheissues.org/House/Scott_Fitzgerald_Crime.htm,,
-55005,Scott Fitzgerald,tariffs,1,"A September 2020 Project Vote Smart survey documents that Fitzgerald supports removing international trade barriers such as tariffs and quotas. This aligns with a free-trade position of eliminating or minimizing tariffs.",https://www.ontheissues.org/House/Scott_Fitzgerald_Free_Trade.htm,,,
-55005,Scott Fitzgerald,campaign-finance,4,"Fitzgerald voted against the For the People Act (2021), which included strict campaign finance provisions such as limiting dark money and requiring disclosure of political donations. His opposition to these provisions reflects a preference for reducing rather than expanding restrictions on political donations and spending.",https://www.ontheissues.org/House/Scott_Fitzgerald_Government_Reform.htm,,,
-55005,Scott Fitzgerald,misinformation,4,"Fitzgerald voted against the For the People Act and opposed legislation that would expand government oversight of elections and information systems. His overall record of opposing government regulation of private activity and his votes against federal oversight mechanisms indicate a position of protecting free speech online and preventing government censorship of online content.",https://www.ontheissues.org/House/Scott_Fitzgerald_Government_Reform.htm,,,
